#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Water Detect,Button Down,Button Up,Host Connected,End of File
13019,09/11/2024 20:10:00,28.49,-23.38,7.41,,,,,
13020,09/11/2024 20:20:00,28.49,-23.36,7.41,,,,,
13021,09/11/2024 20:30:00,28.49,-23.36,7.41,,,,,
13022,09/11/2024 20:40:00,28.49,-23.33,7.41,,,,,
13023,09/11/2024 20:50:00,28.49,-23.30,7.41,,,,,
13024,09/11/2024 21:00:00,28.49,-23.28,7.41,,,,,
13025,09/11/2024 21:10:00,28.49,-23.31,7.41,,,,,
13026,09/11/2024 21:20:00,28.47,-23.30,7.41,,,,,
13027,09/11/2024 21:30:00,28.47,-23.27,7.41,,,,,
13028,09/11/2024 21:40:00,28.47,-23.27,7.41,,,,,
13029,09/11/2024 21:50:00,28.47,-23.28,7.41,,,,,
13030,09/11/2024 22:00:00,28.44,-23.20,7.41,,,,,
13031,09/11/2024 22:10:00,28.44,-23.20,7.41,,,,,
13032,09/11/2024 22:20:00,28.44,-23.20,7.41,,,,,
13033,09/11/2024 22:30:00,28.42,-23.11,7.41,,,,,
13034,09/11/2024 22:40:00,28.42,-23.13,7.41,,,,,
13035,09/11/2024 22:50:00,28.42,-23.00,7.41,,,,,
13036,09/11/2024 23:00:00,28.39,-23.02,7.41,,,,,
13037,09/11/2024 23:10:00,28.39,-23.03,7.41,,,,,
13038,09/11/2024 23:20:00,28.37,-22.89,7.40,,,,,
13039,09/11/2024 23:30:00,28.37,-22.97,7.41,,,,,
13040,09/11/2024 23:40:00,28.34,-23.00,7.41,,,,,
13041,09/11/2024 23:50:00,28.34,-23.03,7.41,,,,,
13042,09/12/2024 00:00:00,28.34,-23.05,7.41,,,,,
13043,09/12/2024 00:10:00,28.32,-23.05,7.41,,,,,
13044,09/12/2024 00:20:00,28.32,-23.02,7.41,,,,,
13045,09/12/2024 00:30:00,28.30,-23.02,7.41,,,,,
13046,09/12/2024 00:40:00,28.30,-23.03,7.41,,,,,
13047,09/12/2024 00:50:00,28.27,-23.05,7.41,,,,,
13048,09/12/2024 01:00:00,28.27,-23.05,7.41,,,,,
13049,09/12/2024 01:10:00,28.25,-23.02,7.41,,,,,
13050,09/12/2024 01:20:00,28.22,-22.99,7.41,,,,,
13051,09/12/2024 01:30:00,28.22,-23.00,7.41,,,,,
13052,09/12/2024 01:40:00,28.20,-23.00,7.41,,,,,
13053,09/12/2024 01:50:00,28.20,-22.97,7.41,,,,,
13054,09/12/2024 02:00:00,28.17,-22.95,7.41,,,,,
13055,09/12/2024 02:10:00,28.17,-22.89,7.41,,,,,
13056,09/12/2024 02:20:00,28.15,-22.89,7.41,,,,,
13057,09/12/2024 02:30:00,28.15,-22.92,7.41,,,,,
13058,09/12/2024 02:40:00,28.12,-22.89,7.41,,,,,
13059,09/12/2024 02:50:00,28.10,-22.91,7.41,,,,,
13060,09/12/2024 03:00:00,28.10,-22.89,7.41,,,,,
13061,09/12/2024 03:10:00,28.07,-22.86,7.40,,,,,
13062,09/12/2024 03:20:00,28.07,-22.86,7.40,,,,,
13063,09/12/2024 03:30:00,28.05,-22.86,7.40,,,,,
13064,09/12/2024 03:40:00,28.05,-22.84,7.40,,,,,
13065,09/12/2024 03:50:00,28.02,-22.86,7.40,,,,,
13066,09/12/2024 04:00:00,28.02,-22.86,7.40,,,,,
13067,09/12/2024 04:10:00,28.00,-22.84,7.40,,,,,
13068,09/12/2024 04:20:00,28.00,-22.84,7.40,,,,,
13069,09/12/2024 04:30:00,27.97,-22.83,7.40,,,,,
13070,09/12/2024 04:40:00,27.95,-22.80,7.40,,,,,
13071,09/12/2024 04:50:00,27.95,-22.75,7.40,,,,,
13072,09/12/2024 05:00:00,27.92,-22.74,7.40,,,,,
13073,09/12/2024 05:10:00,27.92,-22.70,7.40,,,,,
13074,09/12/2024 05:20:00,27.90,-22.69,7.40,,,,,
13075,09/12/2024 05:30:00,27.90,-22.66,7.40,,,,,
13076,09/12/2024 05:40:00,27.87,-22.64,7.40,,,,,
13077,09/12/2024 05:50:00,27.85,-22.39,7.40,,,,,
13078,09/12/2024 06:00:00,27.85,-22.42,7.40,,,,,
13079,09/12/2024 06:10:00,27.83,-22.39,7.40,,,,,
13080,09/12/2024 06:20:00,27.83,-20.92,7.37,,,,,
13081,09/12/2024 06:30:00,27.80,-20.95,7.37,,,,,
13082,09/12/2024 06:40:00,27.78,-21.27,7.37,,,,,
13083,09/12/2024 06:50:00,27.78,-21.67,7.38,,,,,
13084,09/12/2024 07:00:00,27.75,-21.80,7.38,,,,,
13085,09/12/2024 07:10:00,27.75,-21.30,7.37,,,,,
13086,09/12/2024 07:20:00,27.73,-21.19,7.37,,,,,
13087,09/12/2024 07:30:00,27.70,-21.45,7.38,,,,,
13088,09/12/2024 07:40:00,27.70,-21.81,7.38,,,,,
13089,09/12/2024 07:50:00,27.68,-21.92,7.39,,,,,
13090,09/12/2024 08:00:00,27.68,-21.84,7.38,,,,,
13091,09/12/2024 08:10:00,27.65,-21.92,7.39,,,,,
13092,09/12/2024 08:20:00,27.65,-21.99,7.39,,,,,
13093,09/12/2024 08:30:00,27.63,-22.05,7.39,,,,,
13094,09/12/2024 08:40:00,27.63,-22.09,7.39,,,,,
13095,09/12/2024 08:50:00,27.60,-22.06,7.39,,,,,
13096,09/12/2024 09:00:00,27.60,-22.09,7.39,,,,,
13097,09/12/2024 09:10:00,27.60,-22.13,7.39,,,,,
13098,09/12/2024 09:20:00,27.60,-22.13,7.39,,,,,
13099,09/12/2024 09:30:00,27.60,-22.11,7.39,,,,,
13100,09/12/2024 09:40:00,27.60,-22.09,7.39,,,,,
13101,09/12/2024 09:50:00,27.60,-21.94,7.39,,,,,
13102,09/12/2024 10:00:00,27.60,-22.09,7.39,,,,,
13103,09/12/2024 10:10:00,27.60,-22.11,7.39,,,,,
13104,09/12/2024 10:20:00,27.63,-22.03,7.39,,,,,
13105,09/12/2024 10:30:00,27.63,-22.03,7.39,,,,,
13106,09/12/2024 10:40:00,27.63,-22.02,7.39,,,,,
13107,09/12/2024 10:50:00,27.65,-21.99,7.39,,,,,
13108,09/12/2024 11:00:00,27.65,-22.02,7.39,,,,,
13109,09/12/2024 11:10:00,27.68,-22.00,7.39,,,,,
13110,09/12/2024 11:20:00,27.70,-22.03,7.39,,,,,
13111,09/12/2024 11:30:00,27.70,-22.00,7.39,,,,,
13112,09/12/2024 11:40:00,27.73,-22.00,7.39,,,,,
13113,09/12/2024 11:50:00,27.75,-21.97,7.39,,,,,
13114,09/12/2024 12:00:00,27.78,-21.97,7.39,,,,,
13115,09/12/2024 12:10:00,27.83,-21.94,7.39,,,,,
13116,09/12/2024 12:20:00,27.85,-21.89,7.39,,,,,
13117,09/12/2024 12:30:00,27.87,-21.84,7.38,,,,,
13118,09/12/2024 12:40:00,27.90,-21.83,7.38,,,,,
13119,09/12/2024 12:50:00,27.92,-21.81,7.38,,,,,
13120,09/12/2024 13:00:00,27.95,-21.80,7.38,,,,,
13121,09/12/2024 13:10:00,27.97,-21.78,7.38,,,,,
13122,09/12/2024 13:20:00,28.00,-21.77,7.38,,,,,
13123,09/12/2024 13:30:00,28.02,-21.75,7.38,,,,,
13124,09/12/2024 13:40:00,28.05,-21.77,7.38,,,,,
13125,09/12/2024 13:50:00,28.07,-21.75,7.38,,,,,
13126,09/12/2024 14:00:00,28.10,-21.70,7.38,,,,,
13127,09/12/2024 14:10:00,28.12,-21.66,7.38,,,,,
13128,09/12/2024 14:20:00,28.15,-21.63,7.38,,,,,
13129,09/12/2024 14:30:00,28.15,-21.63,7.38,,,,,
13130,09/12/2024 14:40:00,28.17,-21.61,7.38,,,,,
13131,09/12/2024 14:50:00,28.17,-21.61,7.38,,,,,
13132,09/12/2024 15:00:00,28.15,-21.61,7.38,,,,,
13133,09/12/2024 15:10:00,28.15,-21.63,7.38,,,,,
13134,09/12/2024 15:20:00,28.12,-21.67,7.38,,,,,
13135,09/12/2024 15:30:00,28.12,-21.67,7.38,,,,,
13136,09/12/2024 15:40:00,28.12,-21.69,7.38,,,,,
13137,09/12/2024 15:50:00,28.12,-21.69,7.38,,,,,
13138,09/12/2024 16:00:00,28.12,-21.67,7.38,,,,,
13139,09/12/2024 16:10:00,28.12,-21.67,7.38,,,,,
13140,09/12/2024 16:20:00,28.12,-21.69,7.38,,,,,
13141,09/12/2024 16:30:00,28.15,-21.69,7.38,,,,,
13142,09/12/2024 16:40:00,28.17,-21.66,7.38,,,,,
13143,09/12/2024 16:50:00,28.20,-21.64,7.38,,,,,
13144,09/12/2024 17:00:00,28.20,-21.63,7.38,,,,,
13145,09/12/2024 17:10:00,28.22,-21.67,7.38,,,,,
13146,09/12/2024 17:20:00,28.25,-21.64,7.38,,,,,
13147,09/12/2024 17:30:00,28.27,-21.55,7.38,,,,,
13148,09/12/2024 17:40:00,28.30,-21.58,7.38,,,,,
13149,09/12/2024 17:50:00,28.30,-21.58,7.38,,,,,
13150,09/12/2024 18:00:00,28.32,-21.56,7.38,,,,,
13151,09/12/2024 18:10:00,28.34,-21.55,7.38,,,,,
13152,09/12/2024 18:20:00,28.37,-21.53,7.38,,,,,
13153,09/12/2024 18:30:00,28.39,-21.52,7.38,,,,,
13154,09/12/2024 18:40:00,28.42,-21.49,7.38,,,,,
13155,09/12/2024 18:50:00,28.44,-21.49,7.38,,,,,
13156,09/12/2024 19:00:00,28.47,-21.45,7.38,,,,,
13157,09/12/2024 19:10:00,28.47,-21.45,7.38,,,,,
13158,09/12/2024 19:20:00,28.47,-21.45,7.38,,,,,
13159,09/12/2024 19:30:00,28.49,-21.45,7.38,,,,,
13160,09/12/2024 19:40:00,28.49,-21.44,7.38,,,,,
13161,09/12/2024 19:50:00,28.49,-21.45,7.38,,,,,
13162,09/12/2024 20:00:00,28.49,-21.45,7.38,,,,,
13163,09/12/2024 20:10:00,28.49,-21.44,7.38,,,,,
13164,09/12/2024 20:20:00,28.49,-21.42,7.38,,,,,
13165,09/12/2024 20:30:00,28.49,-21.42,7.38,,,,,
13166,09/12/2024 20:40:00,28.49,-21.44,7.38,,,,,
13167,09/12/2024 20:50:00,28.49,-21.47,7.38,,,,,
13168,09/12/2024 21:00:00,28.49,-21.45,7.38,,,,,
13169,09/12/2024 21:10:00,28.49,-21.44,7.38,,,,,
13170,09/12/2024 21:20:00,28.47,-21.44,7.38,,,,,
13171,09/12/2024 21:30:00,28.47,-21.44,7.38,,,,,
13172,09/12/2024 21:40:00,28.47,-21.44,7.38,,,,,
13173,09/12/2024 21:50:00,28.44,-21.44,7.38,,,,,
13174,09/12/2024 22:00:00,28.44,-21.42,7.38,,,,,
13175,09/12/2024 22:10:00,28.44,-21.44,7.38,,,,,
13176,09/12/2024 22:20:00,28.42,-21.45,7.38,,,,,
13177,09/12/2024 22:30:00,28.42,-21.47,7.38,,,,,
13178,09/12/2024 22:40:00,28.39,-21.49,7.38,,,,,
13179,09/12/2024 22:50:00,28.39,-21.49,7.38,,,,,
13180,09/12/2024 23:00:00,28.37,-21.49,7.38,,,,,
13181,09/12/2024 23:10:00,28.37,-21.45,7.38,,,,,
13182,09/12/2024 23:20:00,28.34,-21.49,7.38,,,,,
13183,09/12/2024 23:30:00,28.34,-21.45,7.38,,,,,
13184,09/12/2024 23:40:00,28.32,-21.47,7.38,,,,,
13185,09/12/2024 23:50:00,28.32,-21.44,7.38,,,,,
13186,09/13/2024 00:00:00,28.30,-21.39,7.37,,,,,
13187,09/13/2024 00:10:00,28.30,-21.38,7.37,,,,,
13188,09/13/2024 00:20:00,28.27,-21.38,7.37,,,,,
13189,09/13/2024 00:30:00,28.25,-21.38,7.37,,,,,
13190,09/13/2024 00:40:00,28.25,-21.36,7.37,,,,,
13191,09/13/2024 00:50:00,28.22,-21.36,7.37,,,,,
13192,09/13/2024 01:00:00,28.20,-21.38,7.37,,,,,
13193,09/13/2024 01:10:00,28.20,-21.36,7.37,,,,,
13194,09/13/2024 01:20:00,28.17,-21.36,7.37,,,,,
13195,09/13/2024 01:30:00,28.15,-21.38,7.37,,,,,
13196,09/13/2024 01:40:00,28.15,-21.39,7.37,,,,,
13197,09/13/2024 01:50:00,28.12,-21.39,7.38,,,,,
13198,09/13/2024 02:00:00,28.10,-21.39,7.38,,,,,
13199,09/13/2024 02:10:00,28.10,-21.39,7.38,,,,,
13200,09/13/2024 02:20:00,28.07,-21.41,7.38,,,,,
13201,09/13/2024 02:30:00,28.05,-21.38,7.37,,,,,
13202,09/13/2024 02:40:00,28.02,-21.38,7.37,,,,,
13203,09/13/2024 02:50:00,28.02,-21.39,7.38,,,,,
13204,09/13/2024 03:00:00,28.00,-21.36,7.37,,,,,
13205,09/13/2024 03:10:00,27.97,-21.36,7.37,,,,,
13206,09/13/2024 03:20:00,27.97,-21.30,7.37,,,,,
13207,09/13/2024 03:30:00,27.95,-21.30,7.37,,,,,
13208,09/13/2024 03:40:00,27.92,-21.31,7.37,,,,,
13209,09/13/2024 03:50:00,27.92,-21.30,7.37,,,,,
13210,09/13/2024 04:00:00,27.90,-21.30,7.37,,,,,
13211,09/13/2024 04:10:00,27.87,-21.28,7.37,,,,,
13212,09/13/2024 04:20:00,27.85,-21.27,7.37,,,,,
13213,09/13/2024 04:30:00,27.85,-21.27,7.37,,,,,
13214,09/13/2024 04:40:00,27.83,-21.28,7.37,,,,,
13215,09/13/2024 04:50:00,27.80,-21.30,7.37,,,,,
13216,09/13/2024 05:00:00,27.78,-21.30,7.37,,,,,
13217,09/13/2024 05:10:00,27.78,-21.30,7.37,,,,,
13218,09/13/2024 05:20:00,27.75,-21.30,7.37,,,,,
13219,09/13/2024 05:30:00,27.73,-21.31,7.37,,,,,
13220,09/13/2024 05:40:00,27.73,-21.30,7.37,,,,,
13221,09/13/2024 05:50:00,27.70,-21.30,7.37,,,,,
13222,09/13/2024 06:00:00,27.68,-21.33,7.37,,,,,
13223,09/13/2024 06:10:00,27.65,-21.31,7.37,,,,,
13224,09/13/2024 06:20:00,27.65,-21.30,7.37,,,,,
13225,09/13/2024 06:30:00,27.63,-21.33,7.37,,,,,
13226,09/13/2024 06:40:00,27.60,-21.34,7.37,,,,,
13227,09/13/2024 06:50:00,27.60,-21.34,7.37,,,,,
13228,09/13/2024 07:00:00,27.58,-21.36,7.38,,,,,
13229,09/13/2024 07:10:00,27.58,-21.36,7.38,,,,,
13230,09/13/2024 07:20:00,27.55,-21.34,7.37,,,,,
13231,09/13/2024 07:30:00,27.53,-21.33,7.37,,,,,
13232,09/13/2024 07:40:00,27.53,-21.34,7.37,,,,,
13233,09/13/2024 07:50:00,27.51,-21.34,7.37,,,,,
13234,09/13/2024 08:00:00,27.48,-21.34,7.37,,,,,
13235,09/13/2024 08:10:00,27.48,-21.34,7.37,,,,,
13236,09/13/2024 08:20:00,27.46,-21.34,7.37,,,,,
13237,09/13/2024 08:30:00,27.46,-21.34,7.37,,,,,
13238,09/13/2024 08:40:00,27.43,-21.36,7.38,,,,,
13239,09/13/2024 08:50:00,27.43,-21.36,7.38,,,,,
13240,09/13/2024 09:00:00,27.41,-21.38,7.38,,,,,
13241,09/13/2024 09:10:00,27.41,-21.38,7.38,,,,,
13242,09/13/2024 09:20:00,27.41,-21.38,7.38,,,,,
13243,09/13/2024 09:30:00,27.41,-21.38,7.38,,,,,
13244,09/13/2024 09:40:00,27.38,-21.36,7.38,,,,,
13245,09/13/2024 09:50:00,27.38,-21.38,7.38,,,,,
13246,09/13/2024 10:00:00,27.38,-21.38,7.38,,,,,
13247,09/13/2024 10:10:00,27.38,-21.36,7.38,,,,,
13248,09/13/2024 10:20:00,27.41,-21.36,7.38,,,,,
13249,09/13/2024 10:30:00,27.41,-21.34,7.37,,,,,
13250,09/13/2024 10:40:00,27.41,-21.31,7.37,,,,,
13251,09/13/2024 10:50:00,27.41,-21.31,7.37,,,,,
13252,09/13/2024 11:00:00,27.43,-21.22,7.37,,,,,
13253,09/13/2024 11:10:00,27.43,-21.22,7.37,,,,,
13254,09/13/2024 11:20:00,27.43,-21.22,7.37,,,,,
13255,09/13/2024 11:30:00,27.46,-21.22,7.37,,,,,
13256,09/13/2024 11:40:00,27.46,-21.20,7.37,,,,,
13257,09/13/2024 11:50:00,27.48,-21.20,7.37,,,,,
13258,09/13/2024 12:00:00,27.48,-21.19,7.37,,,,,
13259,09/13/2024 12:10:00,27.51,-21.17,7.37,,,,,
13260,09/13/2024 12:20:00,27.53,-21.17,7.37,,,,,
13261,09/13/2024 12:30:00,27.53,-21.16,7.37,,,,,
13262,09/13/2024 12:40:00,27.55,-21.16,7.37,,,,,
13263,09/13/2024 12:50:00,27.58,-21.14,7.37,,,,,
13264,09/13/2024 13:00:00,27.60,-21.14,7.37,,,,,
13265,09/13/2024 13:10:00,27.60,-21.09,7.37,,,,,
13266,09/13/2024 13:20:00,27.63,-21.13,7.37,,,,,
13267,09/13/2024 13:30:00,27.65,-21.13,7.37,,,,,
13268,09/13/2024 13:40:00,27.65,-21.13,7.37,,,,,
13269,09/13/2024 13:50:00,27.68,-21.14,7.37,,,,,
13270,09/13/2024 14:00:00,27.68,-21.14,7.37,,,,,
13271,09/13/2024 14:10:00,27.68,-21.16,7.37,,,,,
13272,09/13/2024 14:20:00,27.70,-21.19,7.37,,,,,
13273,09/13/2024 14:30:00,27.70,-21.19,7.37,,,,,
13274,09/13/2024 14:40:00,27.70,-21.20,7.37,,,,,
13275,09/13/2024 14:50:00,27.70,-21.22,7.37,,,,,
13276,09/13/2024 15:00:00,27.70,-21.24,7.37,,,,,
13277,09/13/2024 15:10:00,27.70,-21.24,7.37,,,,,
13278,09/13/2024 15:20:00,27.70,-21.24,7.37,,,,,
13279,09/13/2024 15:30:00,27.70,-21.24,7.37,,,,,
13280,09/13/2024 15:40:00,27.70,-21.25,7.37,,,,,
13281,09/13/2024 15:50:00,27.70,-21.20,7.37,,,,,
13282,09/13/2024 16:00:00,27.70,-21.22,7.37,,,,,
13283,09/13/2024 16:10:00,27.70,-21.22,7.37,,,,,
13284,09/13/2024 16:20:00,27.73,-21.22,7.37,,,,,
13285,09/13/2024 16:30:00,27.73,-21.22,7.37,,,,,
13286,09/13/2024 16:40:00,27.73,-21.20,7.37,,,,,
13287,09/13/2024 16:50:00,27.75,-21.22,7.37,,,,,
13288,09/13/2024 17:00:00,27.75,-21.20,7.37,,,,,
13289,09/13/2024 17:10:00,27.78,-21.22,7.37,,,,,
13290,09/13/2024 17:20:00,27.78,-21.22,7.37,,,,,
13291,09/13/2024 17:30:00,27.80,-21.20,7.37,,,,,
13292,09/13/2024 17:40:00,27.83,-21.19,7.37,,,,,
13293,09/13/2024 17:50:00,27.83,-21.19,7.37,,,,,
13294,09/13/2024 18:00:00,27.85,-21.17,7.37,,,,,
13295,09/13/2024 18:10:00,27.87,-21.14,7.37,,,,,
13296,09/13/2024 18:20:00,27.87,-21.14,7.37,,,,,
13297,09/13/2024 18:30:00,27.90,-21.13,7.37,,,,,
13298,09/13/2024 18:40:00,27.90,-21.11,7.37,,,,,
13299,09/13/2024 18:50:00,27.92,-21.08,7.37,,,,,
13300,09/13/2024 19:00:00,27.92,-21.09,7.37,,,,,
13301,09/13/2024 19:10:00,27.95,-21.06,7.37,,,,,
13302,09/13/2024 19:20:00,27.95,-21.08,7.37,,,,,
13303,09/13/2024 19:30:00,27.95,-21.08,7.37,,,,,
13304,09/13/2024 19:40:00,27.97,-21.08,7.37,,,,,
13305,09/13/2024 19:50:00,27.97,-21.05,7.37,,,,,
13306,09/13/2024 20:00:00,27.97,-21.05,7.37,,,,,
13307,09/13/2024 20:10:00,27.97,-21.06,7.37,,,,,
13308,09/13/2024 20:20:00,27.97,-21.08,7.37,,,,,
13309,09/13/2024 20:30:00,27.97,-21.06,7.37,,,,,
13310,09/13/2024 20:40:00,27.97,-21.05,7.37,,,,,
13311,09/13/2024 20:50:00,27.97,-21.05,7.37,,,,,
13312,09/13/2024 21:00:00,27.97,-21.02,7.37,,,,,
13313,09/13/2024 21:10:00,27.95,-21.03,7.37,,,,,
13314,09/13/2024 21:20:00,27.95,-21.02,7.37,,,,,
13315,09/13/2024 21:30:00,27.95,-21.03,7.37,,,,,
13316,09/13/2024 21:40:00,27.95,-21.03,7.37,,,,,
13317,09/13/2024 21:50:00,27.92,-21.02,7.37,,,,,
13318,09/13/2024 22:00:00,27.92,-21.02,7.37,,,,,
13319,09/13/2024 22:10:00,27.92,-21.02,7.37,,,,,
13320,09/13/2024 22:20:00,27.90,-21.02,7.37,,,,,
13321,09/13/2024 22:30:00,27.90,-21.00,7.37,,,,,
13322,09/13/2024 22:40:00,27.87,-20.97,7.37,,,,,
13323,09/13/2024 22:50:00,27.87,-20.99,7.37,,,,,
13324,09/13/2024 23:00:00,27.85,-20.99,7.37,,,,,
13325,09/13/2024 23:10:00,27.85,-21.00,7.37,,,,,
13326,09/13/2024 23:20:00,27.83,-21.00,7.37,,,,,
13327,09/13/2024 23:30:00,27.83,-21.00,7.37,,,,,
13328,09/13/2024 23:40:00,27.80,-21.00,7.37,,,,,
13329,09/13/2024 23:50:00,27.80,-20.99,7.37,,,,,
13330,09/14/2024 00:00:00,27.78,-21.00,7.37,,,,,
13331,09/14/2024 00:10:00,27.78,-21.00,7.37,,,,,
13332,09/14/2024 00:20:00,27.75,-20.99,7.37,,,,,
13333,09/14/2024 00:30:00,27.75,-20.99,7.37,,,,,
13334,09/14/2024 00:40:00,27.73,-20.99,7.37,,,,,
13335,09/14/2024 00:50:00,27.73,-20.97,7.37,,,,,
13336,09/14/2024 01:00:00,27.70,-20.97,7.37,,,,,
13337,09/14/2024 01:10:00,27.68,-20.74,7.36,,,,,
13338,09/14/2024 01:20:00,27.68,-20.74,7.36,,,,,
13339,09/14/2024 01:30:00,27.65,-20.70,7.36,,,,,
13340,09/14/2024 01:40:00,27.65,-20.72,7.36,,,,,
13341,09/14/2024 01:50:00,27.63,-20.75,7.36,,,,,
13342,09/14/2024 02:00:00,27.60,-20.67,7.36,,,,,
13343,09/14/2024 02:10:00,27.60,-20.70,7.36,,,,,
13344,09/14/2024 02:20:00,27.58,-20.72,7.36,,,,,
13345,09/14/2024 02:30:00,27.55,-20.72,7.36,,,,,
13346,09/14/2024 02:40:00,27.55,-20.74,7.36,,,,,
13347,09/14/2024 02:50:00,27.53,-20.72,7.36,,,,,
13348,09/14/2024 03:00:00,27.53,-20.74,7.36,,,,,
13349,09/14/2024 03:10:00,27.51,-20.70,7.36,,,,,
13350,09/14/2024 03:20:00,27.48,-20.64,7.36,,,,,
13351,09/14/2024 03:30:00,27.48,-20.61,7.36,,,,,
13352,09/14/2024 03:40:00,27.46,-20.63,7.36,,,,,
13353,09/14/2024 03:50:00,27.43,-20.56,7.36,,,,,
13354,09/14/2024 04:00:00,27.43,-20.39,7.36,,,,,
13355,09/14/2024 04:10:00,27.41,-20.41,7.36,,,,,
13356,09/14/2024 04:20:00,27.38,-20.56,7.36,,,,,
13357,09/14/2024 04:30:00,27.38,-20.59,7.36,,,,,
13358,09/14/2024 04:40:00,27.36,-20.61,7.36,,,,,
13359,09/14/2024 04:50:00,27.36,-20.61,7.36,,,,,
13360,09/14/2024 05:00:00,27.33,-20.64,7.36,,,,,
13361,09/14/2024 05:10:00,27.31,-20.67,7.36,,,,,
13362,09/14/2024 05:20:00,27.31,-20.67,7.36,,,,,
13363,09/14/2024 05:30:00,27.28,-20.67,7.36,,,,,
13364,09/14/2024 05:40:00,27.26,-20.67,7.36,,,,,
13365,09/14/2024 05:50:00,27.26,-20.66,7.36,,,,,
13366,09/14/2024 06:00:00,27.23,-20.59,7.36,,,,,
13367,09/14/2024 06:10:00,27.23,-20.53,7.36,,,,,
13368,09/14/2024 06:20:00,27.21,-20.52,7.36,,,,,
13369,09/14/2024 06:30:00,27.19,-20.50,7.36,,,,,
13370,09/14/2024 06:40:00,27.19,-20.50,7.36,,,,,
13371,09/14/2024 06:50:00,27.16,-20.50,7.36,,,,,
13372,09/14/2024 07:00:00,27.14,-20.50,7.36,,,,,
13373,09/14/2024 07:10:00,27.14,-20.50,7.36,,,,,
13374,09/14/2024 07:20:00,27.11,-20.50,7.36,,,,,
13375,09/14/2024 07:30:00,27.11,-20.50,7.36,,,,,
13376,09/14/2024 07:40:00,27.09,-20.47,7.36,,,,,
13377,09/14/2024 07:50:00,27.06,-20.50,7.36,,,,,
13378,09/14/2024 08:00:00,27.06,-20.44,7.36,,,,,
13379,09/14/2024 08:10:00,27.04,-20.44,7.36,,,,,
13380,09/14/2024 08:20:00,27.04,-20.44,7.36,,,,,
13381,09/14/2024 08:30:00,27.01,-20.44,7.36,,,,,
13382,09/14/2024 08:40:00,27.01,-20.44,7.36,,,,,
13383,09/14/2024 08:50:00,26.99,-20.44,7.36,,,,,
13384,09/14/2024 09:00:00,26.99,-20.42,7.36,,,,,
13385,09/14/2024 09:10:00,26.96,-20.42,7.36,,,,,
13386,09/14/2024 09:20:00,26.96,-20.42,7.36,,,,,
13387,09/14/2024 09:30:00,26.96,-20.45,7.36,,,,,
13388,09/14/2024 09:40:00,26.96,-20.45,7.36,,,,,
13389,09/14/2024 09:50:00,26.96,-20.47,7.36,,,,,
13390,09/14/2024 10:00:00,26.96,-20.47,7.36,,,,,
13391,09/14/2024 10:10:00,26.96,-20.47,7.36,,,,,
13392,09/14/2024 10:20:00,26.96,-20.47,7.36,,,,,
13393,09/14/2024 10:30:00,26.96,-20.47,7.36,,,,,
13394,09/14/2024 10:40:00,26.99,-20.47,7.36,,,,,
13395,09/14/2024 10:50:00,26.99,-20.49,7.36,,,,,
13396,09/14/2024 11:00:00,26.99,-20.47,7.36,,,,,
13397,09/14/2024 11:10:00,27.01,-20.47,7.36,,,,,
13398,09/14/2024 11:20:00,27.04,-20.45,7.36,,,,,
13399,09/14/2024 11:30:00,27.04,-20.47,7.36,,,,,
13400,09/14/2024 11:40:00,27.06,-20.45,7.36,,,,,
13401,09/14/2024 11:50:00,27.09,-20.47,7.36,,,,,
13402,09/14/2024 12:00:00,27.11,-20.47,7.36,,,,,
13403,09/14/2024 12:10:00,27.14,-20.44,7.36,,,,,
13404,09/14/2024 12:20:00,27.16,-20.42,7.36,,,,,
13405,09/14/2024 12:30:00,27.19,-20.42,7.36,,,,,
13406,09/14/2024 12:40:00,27.21,-20.42,7.36,,,,,
13407,09/14/2024 12:50:00,27.23,-20.39,7.36,,,,,
13408,09/14/2024 13:00:00,27.26,-20.42,7.36,,,,,
13409,09/14/2024 13:10:00,27.28,-20.41,7.36,,,,,
13410,09/14/2024 13:20:00,27.31,-20.31,7.35,,,,,
13411,09/14/2024 13:30:00,27.33,-20.39,7.36,,,,,
13412,09/14/2024 13:40:00,27.33,-20.41,7.36,,,,,
13413,09/14/2024 13:50:00,27.36,-20.42,7.36,,,,,
13414,09/14/2024 14:00:00,27.38,-20.30,7.35,,,,,
13415,09/14/2024 14:10:00,27.41,-20.25,7.35,,,,,
13416,09/14/2024 14:20:00,27.41,-20.31,7.35,,,,,
13417,09/14/2024 14:30:00,27.43,-20.34,7.35,,,,,
13418,09/14/2024 14:40:00,27.43,-20.39,7.36,,,,,
13419,09/14/2024 14:50:00,27.43,-20.39,7.36,,,,,
13420,09/14/2024 15:00:00,27.43,-20.33,7.35,,,,,
13421,09/14/2024 15:10:00,27.43,-20.25,7.35,,,,,
13422,09/14/2024 15:20:00,27.41,-20.27,7.35,,,,,
13423,09/14/2024 15:30:00,27.41,-20.27,7.35,,,,,
13424,09/14/2024 15:40:00,27.41,-20.28,7.35,,,,,
13425,09/14/2024 15:50:00,27.41,-20.28,7.35,,,,,
13426,09/14/2024 16:00:00,27.43,-20.28,7.35,,,,,
13427,09/14/2024 16:10:00,27.43,-20.28,7.35,,,,,
