#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),End of File
11364,08/31/2024 08:50:00,23.50,-52.45,7.95,
11365,08/31/2024 09:00:00,23.50,-50.44,7.91,
11366,08/31/2024 09:10:00,23.50,-50.00,7.90,
11367,08/31/2024 09:20:00,23.50,-49.53,7.89,
11368,08/31/2024 09:30:00,23.50,-53.31,7.97,
11369,08/31/2024 09:40:00,23.52,-52.41,7.95,
11370,08/31/2024 09:50:00,23.52,-51.08,7.92,
11371,08/31/2024 10:00:00,23.52,-53.55,7.97,
11372,08/31/2024 10:10:00,23.54,-53.35,7.97,
11373,08/31/2024 10:20:00,23.54,-52.19,7.94,
11374,08/31/2024 10:30:00,23.54,-51.70,7.93,
11375,08/31/2024 10:40:00,23.54,-51.03,7.92,
11376,08/31/2024 10:50:00,23.54,-53.63,7.97,
11377,08/31/2024 11:00:00,23.57,-55.56,8.01,
11378,08/31/2024 11:10:00,23.57,-56.28,8.02,
11379,08/31/2024 11:20:00,23.59,-53.95,7.98,
11380,08/31/2024 11:30:00,23.57,-56.31,8.02,
11381,08/31/2024 11:40:00,23.57,-62.46,8.14,
11382,08/31/2024 11:50:00,23.57,-68.88,8.26,
11383,08/31/2024 12:00:00,23.59,-64.11,8.17,
11384,08/31/2024 12:10:00,23.59,-59.39,8.08,
11385,08/31/2024 12:20:00,23.57,-55.45,8.01,
11386,08/31/2024 12:30:00,23.54,-53.61,7.97,
11387,08/31/2024 12:40:00,23.52,-57.72,8.05,
11388,08/31/2024 12:50:00,23.54,-83.75,8.55,
11389,08/31/2024 13:00:00,23.69,-92.86,8.72,
11390,08/31/2024 13:10:00,23.71,-124.11,9.32,
11391,08/31/2024 13:20:00,23.71,-131.72,9.47,
11392,08/31/2024 13:30:00,23.76,-136.99,9.57,
11393,08/31/2024 13:40:00,23.79,-117.57,9.20,
11394,08/31/2024 13:50:00,23.76,-104.60,8.95,
11395,08/31/2024 14:00:00,23.79,-107.85,9.01,
11396,08/31/2024 14:10:00,23.83,-118.21,9.21,
11397,08/31/2024 14:20:00,27.09,-87.47,8.60,
11398,08/31/2024 14:30:00,29.79,-83.55,8.51,
11399,08/31/2024 14:40:00,30.70,-85.32,8.54,
11400,08/31/2024 14:50:00,31.15,-85.14,8.54,
11401,08/31/2024 15:00:00,31.38,-88.74,8.60,
11402,08/31/2024 15:10:00,31.48,-91.67,8.66,
11403,08/31/2024 15:20:00,31.51,-102.00,8.85,
11404,08/31/2024 15:30:00,31.56,-98.27,8.78,
11405,08/31/2024 15:40:00,31.54,-92.28,8.67,
11406,08/31/2024 15:50:00,31.66,-92.52,8.67,
11407,08/31/2024 16:00:00,31.74,-93.42,8.69,
11408,08/31/2024 16:10:00,31.82,-90.74,8.64,
11409,08/31/2024 16:20:00,31.77,-88.83,8.60,
11410,08/31/2024 16:30:00,31.74,-89.42,8.61,
11411,08/31/2024 16:40:00,31.61,-93.03,8.68,
11412,08/31/2024 16:50:00,31.48,-94.19,8.70,
11413,08/31/2024 17:00:00,31.26,-90.24,8.63,
11414,08/31/2024 17:10:00,30.92,-87.69,8.59,
11415,08/31/2024 17:20:00,30.67,-85.80,8.55,
11416,08/31/2024 17:30:00,30.34,-84.49,8.53,
11417,08/31/2024 17:40:00,30.07,-83.36,8.51,
11418,08/31/2024 17:50:00,29.84,-81.66,8.48,
11419,08/31/2024 18:00:00,29.56,-80.31,8.45,
11420,08/31/2024 18:10:00,29.29,-78.78,8.43,
11421,08/31/2024 18:20:00,29.07,-77.08,8.40,
11422,08/31/2024 18:30:00,28.82,-74.46,8.35,
11423,08/31/2024 18:40:00,28.47,-71.24,8.29,
11424,08/31/2024 18:50:00,28.17,-68.39,8.24,
11425,08/31/2024 19:00:00,27.90,-66.25,8.20,
11426,08/31/2024 19:10:00,27.68,-64.92,8.17,
11427,08/31/2024 19:20:00,27.48,-63.78,8.15,
11428,08/31/2024 19:30:00,27.33,-62.25,8.12,
11429,08/31/2024 19:40:00,27.26,-60.75,8.09,
11430,08/31/2024 19:50:00,27.14,-59.44,8.07,
11431,08/31/2024 20:00:00,26.96,-58.44,8.05,
11432,08/31/2024 20:10:00,26.84,-57.08,8.03,
11433,08/31/2024 20:20:00,26.74,-55.80,8.00,
11434,08/31/2024 20:30:00,26.60,-54.89,7.99,
11435,08/31/2024 20:40:00,26.45,-53.89,7.97,
11436,08/31/2024 20:50:00,26.30,-52.63,7.94,
11437,08/31/2024 21:00:00,26.18,-51.72,7.93,
11438,08/31/2024 21:10:00,26.06,-50.77,7.91,
11439,08/31/2024 21:20:00,25.96,-50.20,7.90,
11440,08/31/2024 21:30:00,25.84,-48.95,7.87,
11441,08/31/2024 21:40:00,25.72,-48.92,7.87,
11442,08/31/2024 21:50:00,25.65,-48.33,7.86,
11443,08/31/2024 22:00:00,25.53,-47.83,7.85,
11444,08/31/2024 22:10:00,25.45,-47.36,7.85,
11445,08/31/2024 22:20:00,25.36,-47.22,7.84,
11446,08/31/2024 22:30:00,25.28,-46.42,7.83,
11447,08/31/2024 22:40:00,25.19,-45.72,7.82,
11448,08/31/2024 22:50:00,25.11,-45.30,7.81,
11449,08/31/2024 23:00:00,25.02,-44.74,7.80,
11450,08/31/2024 23:10:00,24.94,-44.41,7.79,
11451,08/31/2024 23:20:00,24.85,-44.03,7.78,
11452,08/31/2024 23:30:00,24.80,-43.03,7.76,
11453,08/31/2024 23:40:00,24.70,-43.49,7.77,
11454,08/31/2024 23:50:00,24.60,-43.52,7.77,
11455,09/01/2024 00:00:00,24.56,-43.20,7.77,
11456,09/01/2024 00:10:00,24.51,-42.80,7.76,
11457,09/01/2024 00:20:00,24.44,-42.92,7.76,
11458,09/01/2024 00:30:00,24.39,-42.16,7.75,
11459,09/01/2024 00:40:00,24.32,-42.45,7.75,
11460,09/01/2024 00:50:00,24.27,-42.11,7.75,
11461,09/01/2024 01:00:00,24.22,-41.69,7.74,
11462,09/01/2024 01:10:00,24.17,-41.85,7.74,
11463,09/01/2024 01:20:00,24.17,-41.11,7.73,
11464,09/01/2024 01:30:00,24.10,-41.25,7.73,
11465,09/01/2024 01:40:00,24.05,-40.75,7.72,
11466,09/01/2024 01:50:00,23.98,-41.11,7.73,
11467,09/01/2024 02:00:00,23.98,-40.64,7.72,
11468,09/01/2024 02:10:00,23.93,-40.78,7.72,
11469,09/01/2024 02:20:00,23.91,-40.34,7.72,
11470,09/01/2024 02:30:00,23.86,-40.50,7.72,
11471,09/01/2024 02:40:00,23.86,-40.08,7.71,
11472,09/01/2024 02:50:00,23.81,-40.06,7.71,
11473,09/01/2024 03:00:00,23.81,-40.13,7.71,
11474,09/01/2024 03:10:00,23.79,-39.99,7.71,
11475,09/01/2024 03:20:00,23.76,-39.88,7.71,
11476,09/01/2024 03:30:00,23.74,-39.81,7.71,
11477,09/01/2024 03:40:00,23.71,-39.88,7.71,
11478,09/01/2024 03:50:00,23.71,-39.74,7.70,
11479,09/01/2024 04:00:00,23.69,-39.66,7.70,
11480,09/01/2024 04:10:00,23.69,-39.55,7.70,
11481,09/01/2024 04:20:00,23.66,-39.52,7.70,
11482,09/01/2024 04:30:00,23.64,-39.42,7.70,
11483,09/01/2024 04:40:00,23.64,-39.42,7.70,
11484,09/01/2024 04:50:00,23.62,-39.25,7.70,
11485,09/01/2024 05:00:00,23.62,-39.34,7.70,
11486,09/01/2024 05:10:00,23.62,-39.02,7.69,
11487,09/01/2024 05:20:00,23.59,-38.84,7.69,
11488,09/01/2024 05:30:00,23.59,-38.92,7.69,
11489,09/01/2024 05:40:00,23.59,-38.78,7.69,
11490,09/01/2024 05:50:00,23.57,-38.58,7.68,
11491,09/01/2024 06:00:00,23.57,-38.34,7.68,
11492,09/01/2024 06:10:00,23.54,-38.13,7.67,
11493,09/01/2024 06:20:00,23.54,-37.77,7.67,
11494,09/01/2024 06:30:00,23.54,-38.20,7.68,
11495,09/01/2024 06:40:00,23.54,-38.36,7.68,
11496,09/01/2024 06:50:00,23.52,-39.20,7.69,
11497,09/01/2024 07:00:00,23.52,-40.30,7.72,
11498,09/01/2024 07:10:00,23.52,-41.78,7.74,
11499,09/01/2024 07:20:00,23.52,-42.08,7.75,
11500,09/01/2024 07:30:00,23.50,-43.81,7.78,
11501,09/01/2024 07:40:00,23.52,-46.94,7.84,
11502,09/01/2024 07:50:00,23.52,-49.03,7.88,
11503,09/01/2024 08:00:00,23.50,-48.42,7.87,
11504,09/01/2024 08:10:00,23.50,-48.02,7.86,
11505,09/01/2024 08:20:00,23.50,-49.92,7.90,
11506,09/01/2024 08:30:00,23.50,-51.78,7.94,
11507,09/01/2024 08:40:00,23.50,-51.97,7.94,
11508,09/01/2024 08:50:00,23.50,-54.10,7.98,
11509,09/01/2024 09:00:00,23.50,-56.33,8.02,
11510,09/01/2024 09:10:00,23.52,-61.58,8.12,
11511,09/01/2024 09:20:00,23.52,-65.47,8.20,
11512,09/01/2024 09:30:00,23.54,-66.03,8.21,
11513,09/01/2024 09:40:00,23.52,-68.24,8.25,
11514,09/01/2024 09:50:00,23.54,-67.91,8.25,
11515,09/01/2024 10:00:00,23.57,-66.72,8.22,
11516,09/01/2024 10:10:00,23.57,-68.44,8.26,
11517,09/01/2024 10:20:00,23.57,-67.13,8.23,
11518,09/01/2024 10:30:00,23.59,-70.66,8.30,
11519,09/01/2024 10:40:00,23.59,-73.53,8.35,
11520,09/01/2024 10:50:00,23.64,-76.21,8.40,
11521,09/01/2024 11:00:00,23.64,-75.39,8.39,
11522,09/01/2024 11:10:00,23.64,-74.64,8.37,
11523,09/01/2024 11:20:00,23.64,-73.96,8.36,
11524,09/01/2024 11:30:00,23.66,-75.85,8.40,
11525,09/01/2024 11:40:00,23.66,-77.58,8.43,
11526,09/01/2024 11:50:00,23.62,-79.13,8.46,
11527,09/01/2024 12:00:00,23.59,-79.30,8.46,
11528,09/01/2024 12:10:00,23.57,-80.50,8.49,
11529,09/01/2024 12:20:00,23.57,-79.67,8.47,
11530,09/01/2024 12:30:00,23.59,-79.44,8.47,
11531,09/01/2024 12:40:00,23.57,-76.44,8.41,
11532,09/01/2024 12:50:00,23.52,-74.86,8.38,
11533,09/01/2024 13:00:00,23.52,-75.71,8.40,
11534,09/01/2024 13:10:00,23.47,-72.41,8.33,
11535,09/01/2024 13:20:00,23.47,-72.52,8.33,
11536,09/01/2024 13:30:00,23.45,-84.88,8.57,
11537,09/01/2024 13:40:00,23.47,-80.16,8.48,
11538,09/01/2024 13:50:00,23.45,-83.60,8.55,
11539,09/01/2024 14:00:00,23.45,-93.44,8.74,
11540,09/01/2024 14:10:00,23.47,-98.67,8.84,
11541,09/01/2024 14:20:00,23.52,-88.77,8.65,
11542,09/01/2024 14:30:00,23.52,-79.85,8.47,
11543,09/01/2024 14:40:00,23.52,-77.27,8.43,
11544,09/01/2024 14:50:00,23.54,-78.21,8.44,
11545,09/01/2024 15:00:00,24.15,-67.19,8.23,
11546,09/01/2024 15:10:00,27.06,-69.91,8.27,
11547,09/01/2024 15:20:00,28.72,-83.52,8.52,
11548,09/01/2024 15:30:00,29.39,-87.85,8.60,
11549,09/01/2024 15:40:00,29.74,-90.46,8.64,
11550,09/01/2024 15:50:00,29.77,-94.28,8.72,
11551,09/01/2024 16:00:00,29.79,-95.10,8.73,
11552,09/01/2024 16:10:00,29.77,-95.97,8.75,
11553,09/01/2024 16:20:00,29.82,-95.60,8.74,
11554,09/01/2024 16:30:00,29.71,-95.91,8.75,
11555,09/01/2024 16:40:00,29.71,-96.49,8.76,
11556,09/01/2024 16:50:00,29.66,-96.82,8.76,
11557,09/01/2024 17:00:00,29.56,-93.28,8.70,
11558,09/01/2024 17:10:00,29.36,-92.53,8.68,
11559,09/01/2024 17:20:00,29.07,-91.88,8.67,
11560,09/01/2024 17:30:00,28.44,-91.55,8.67,
11561,09/01/2024 17:40:00,28.22,-88.74,8.62,
11562,09/01/2024 17:50:00,27.97,-88.80,8.62,
11563,09/01/2024 18:00:00,27.75,-86.99,8.59,
11564,09/01/2024 18:10:00,27.51,-85.80,8.57,
11565,09/01/2024 18:20:00,27.28,-84.16,8.54,
11566,09/01/2024 18:30:00,26.99,-81.66,8.49,
11567,09/01/2024 18:40:00,26.77,-77.88,8.42,
11568,09/01/2024 18:50:00,26.48,-74.16,8.35,
11569,09/01/2024 19:00:00,26.28,-71.06,8.29,
11570,09/01/2024 19:10:00,26.11,-68.19,8.24,
11571,09/01/2024 19:20:00,26.01,-66.16,8.20,
11572,09/01/2024 19:30:00,25.87,-64.71,8.17,
11573,09/01/2024 19:40:00,25.79,-63.10,8.14,
11574,09/01/2024 19:50:00,25.72,-61.67,8.12,
11575,09/01/2024 20:00:00,25.62,-60.47,8.09,
11576,09/01/2024 20:10:00,25.60,-58.91,8.07,
11577,09/01/2024 20:20:00,25.53,-57.36,8.04,
11578,09/01/2024 20:30:00,25.48,-55.72,8.00,
11579,09/01/2024 20:40:00,25.43,-54.16,7.98,
11580,09/01/2024 20:50:00,25.36,-53.53,7.96,
11581,09/01/2024 21:00:00,25.31,-52.94,7.95,
11582,09/01/2024 21:10:00,25.23,-52.35,7.94,
11583,09/01/2024 21:20:00,25.16,-51.55,7.93,
11584,09/01/2024 21:30:00,25.09,-50.60,7.91,
11585,09/01/2024 21:40:00,25.04,-48.75,7.87,
11586,09/01/2024 21:50:00,24.97,-48.25,7.86,
11587,09/01/2024 22:00:00,24.90,-48.10,7.86,
11588,09/01/2024 22:10:00,24.85,-47.47,7.85,
11589,09/01/2024 22:20:00,24.75,-46.95,7.84,
11590,09/01/2024 22:30:00,24.70,-45.74,7.82,
11591,09/01/2024 22:40:00,24.63,-45.22,7.81,
11592,09/01/2024 22:50:00,24.58,-44.64,7.80,
11593,09/01/2024 23:00:00,24.51,-44.38,7.79,
11594,09/01/2024 23:10:00,24.48,-44.08,7.79,
11595,09/01/2024 23:20:00,24.44,-43.24,7.77,
11596,09/01/2024 23:30:00,24.36,-42.67,7.76,
11597,09/01/2024 23:40:00,24.32,-42.58,7.76,
11598,09/01/2024 23:50:00,24.27,-42.17,7.75,
11599,09/02/2024 00:00:00,24.22,-41.92,7.74,
11600,09/02/2024 00:10:00,24.19,-40.74,7.72,
11601,09/02/2024 00:20:00,24.15,-41.27,7.73,
11602,09/02/2024 00:30:00,24.07,-41.20,7.73,
11603,09/02/2024 00:40:00,24.05,-41.27,7.73,
11604,09/02/2024 00:50:00,24.00,-40.78,7.72,
11605,09/02/2024 01:00:00,23.95,-41.00,7.73,
11606,09/02/2024 01:10:00,23.91,-40.81,7.72,
11607,09/02/2024 01:20:00,23.88,-41.03,7.73,
11608,09/02/2024 01:30:00,23.83,-40.99,7.73,
11609,09/02/2024 01:40:00,23.79,-40.95,7.73,
11610,09/02/2024 01:50:00,23.79,-40.77,7.72,
11611,09/02/2024 02:00:00,23.76,-40.39,7.72,
11612,09/02/2024 02:10:00,23.74,-40.41,7.72,
11613,09/02/2024 02:20:00,23.71,-40.30,7.72,
11614,09/02/2024 02:30:00,23.69,-40.36,7.72,
11615,09/02/2024 02:40:00,23.66,-40.03,7.71,
11616,09/02/2024 02:50:00,23.64,-39.97,7.71,
11617,09/02/2024 03:00:00,23.64,-39.88,7.71,
11618,09/02/2024 03:10:00,23.62,-40.00,7.71,
11619,09/02/2024 03:20:00,23.59,-39.69,7.70,
11620,09/02/2024 03:30:00,23.59,-39.78,7.71,
11621,09/02/2024 03:40:00,23.57,-39.52,7.70,
11622,09/02/2024 03:50:00,23.57,-39.13,7.69,
11623,09/02/2024 04:00:00,23.54,-38.81,7.69,
11624,09/02/2024 04:10:00,23.54,-38.97,7.69,
11625,09/02/2024 04:20:00,23.54,-39.11,7.69,
11626,09/02/2024 04:30:00,23.54,-38.74,7.69,
11627,09/02/2024 04:40:00,23.52,-39.03,7.69,
11628,09/02/2024 04:50:00,23.52,-38.91,7.69,
11629,09/02/2024 05:00:00,23.50,-38.88,7.69,
11630,09/02/2024 05:10:00,23.50,-38.78,7.69,
11631,09/02/2024 05:20:00,23.50,-38.81,7.69,
11632,09/02/2024 05:30:00,23.50,-38.55,7.68,
11633,09/02/2024 05:40:00,23.50,-38.41,7.68,
11634,09/02/2024 05:50:00,23.47,-38.00,7.67,
11635,09/02/2024 06:00:00,23.47,-37.97,7.67,
11636,09/02/2024 06:10:00,23.47,-38.00,7.67,
11637,09/02/2024 06:20:00,23.47,-38.19,7.68,
11638,09/02/2024 06:30:00,23.45,-37.83,7.67,
11639,09/02/2024 06:40:00,23.45,-38.50,7.68,
11640,09/02/2024 06:50:00,23.45,-39.20,7.69,
11641,09/02/2024 07:00:00,23.45,-40.49,7.72,
11642,09/02/2024 07:10:00,23.45,-42.83,7.76,
11643,09/02/2024 07:20:00,23.45,-44.39,7.79,
11644,09/02/2024 07:30:00,23.42,-45.03,7.81,
11645,09/02/2024 07:40:00,23.42,-47.56,7.86,
11646,09/02/2024 07:50:00,23.45,-47.99,7.86,
11647,09/02/2024 08:00:00,23.45,-50.58,7.91,
11648,09/02/2024 08:10:00,23.45,-50.44,7.91,
11649,09/02/2024 08:20:00,23.42,-49.55,7.89,
11650,09/02/2024 08:30:00,23.42,-48.27,7.87,
11651,09/02/2024 08:40:00,23.42,-47.58,7.86,
11652,09/02/2024 08:50:00,23.42,-47.16,7.85,
11653,09/02/2024 09:00:00,23.42,-47.78,7.86,
11654,09/02/2024 09:10:00,23.42,-49.97,7.90,
11655,09/02/2024 09:20:00,23.45,-50.91,7.92,
11656,09/02/2024 09:30:00,23.45,-51.80,7.94,
11657,09/02/2024 09:40:00,23.45,-52.86,7.96,
11658,09/02/2024 09:50:00,23.45,-51.75,7.94,
11659,09/02/2024 10:00:00,23.47,-56.91,8.03,
11660,09/02/2024 10:10:00,23.47,-63.31,8.16,
11661,09/02/2024 10:20:00,23.47,-64.53,8.18,
11662,09/02/2024 10:30:00,23.50,-67.91,8.25,
11663,09/02/2024 10:40:00,23.52,-70.97,8.30,
11664,09/02/2024 10:50:00,23.54,-67.85,8.24,
11665,09/02/2024 11:00:00,23.54,-65.77,8.20,
11666,09/02/2024 11:10:00,23.52,-61.81,8.13,
11667,09/02/2024 11:20:00,23.54,-61.22,8.12,
11668,09/02/2024 11:30:00,23.59,-68.75,8.26,
11669,09/02/2024 11:40:00,23.59,-63.89,8.17,
11670,09/02/2024 11:50:00,23.59,-62.50,8.14,
11671,09/02/2024 12:00:00,23.57,-63.39,8.16,
11672,09/02/2024 12:10:00,23.57,-62.02,8.13,
11673,09/02/2024 12:20:00,23.57,-63.42,8.16,
11674,09/02/2024 12:30:00,23.57,-62.52,8.14,
11675,09/02/2024 12:40:00,23.57,-62.21,8.14,
11676,09/02/2024 12:50:00,23.57,-86.30,8.60,
11677,09/02/2024 13:00:00,23.59,-107.24,9.00,
11678,09/02/2024 13:10:00,23.62,-126.96,9.38,
11679,09/02/2024 13:20:00,23.66,-135.13,9.53,
11680,09/02/2024 13:30:00,23.66,-133.02,9.49,
11681,09/02/2024 13:40:00,23.69,-128.00,9.40,
11682,09/02/2024 13:50:00,23.71,-127.61,9.39,
11683,09/02/2024 14:00:00,23.66,-128.60,9.41,
11684,09/02/2024 14:10:00,23.62,-124.77,9.34,
11685,09/02/2024 14:20:00,23.59,-112.46,9.10,
11686,09/02/2024 14:30:00,23.59,-95.47,8.77,
11687,09/02/2024 14:40:00,23.57,-79.36,8.47,
11688,09/02/2024 14:50:00,23.54,-73.11,8.35,
11689,09/02/2024 15:00:00,23.59,-72.39,8.33,
11690,09/02/2024 15:10:00,23.64,-82.64,8.53,
11691,09/02/2024 15:20:00,25.48,-75.28,8.38,
11692,09/02/2024 15:30:00,28.12,-80.60,8.47,
11693,09/02/2024 15:40:00,29.26,-83.85,8.52,
11694,09/02/2024 15:50:00,29.61,-86.80,8.58,
11695,09/02/2024 16:00:00,29.71,-90.39,8.64,
11696,09/02/2024 16:10:00,29.82,-95.22,8.73,
11697,09/02/2024 16:20:00,29.82,-97.10,8.77,
11698,09/02/2024 16:30:00,29.74,-98.57,8.80,
11699,09/02/2024 16:40:00,29.59,-99.14,8.81,
11700,09/02/2024 16:50:00,29.59,-97.99,8.79,
11701,09/02/2024 17:00:00,29.49,-96.38,8.76,
11702,09/02/2024 17:10:00,29.21,-95.27,8.74,
11703,09/02/2024 17:20:00,28.87,-94.71,8.73,
11704,09/02/2024 17:30:00,28.54,-93.41,8.71,
11705,09/02/2024 17:40:00,28.07,-91.49,8.67,
11706,09/02/2024 17:50:00,27.95,-89.42,8.63,
11707,09/02/2024 18:00:00,27.73,-87.61,8.60,
11708,09/02/2024 18:10:00,27.51,-85.67,8.57,
11709,09/02/2024 18:20:00,27.26,-83.75,8.53,
11710,09/02/2024 18:30:00,26.99,-81.14,8.48,
11711,09/02/2024 18:40:00,26.77,-78.33,8.43,
11712,09/02/2024 18:50:00,26.48,-75.96,8.39,
11713,09/02/2024 19:00:00,26.23,-72.91,8.33,
11714,09/02/2024 19:10:00,26.06,-70.50,8.28,
11715,09/02/2024 19:20:00,25.89,-68.66,8.25,
11716,09/02/2024 19:30:00,25.77,-66.88,8.22,
11717,09/02/2024 19:40:00,25.67,-65.35,8.19,
11718,09/02/2024 19:50:00,25.60,-64.11,8.16,
11719,09/02/2024 20:00:00,25.55,-62.61,8.14,
11720,09/02/2024 20:10:00,25.45,-61.49,8.11,
11721,09/02/2024 20:20:00,25.43,-59.86,8.08,
11722,09/02/2024 20:30:00,25.33,-59.19,8.07,
11723,09/02/2024 20:40:00,25.31,-57.78,8.04,
11724,09/02/2024 20:50:00,25.26,-56.69,8.02,
11725,09/02/2024 21:00:00,25.21,-55.81,8.01,
11726,09/02/2024 21:10:00,25.14,-55.24,8.00,
11727,09/02/2024 21:20:00,25.09,-54.08,7.97,
11728,09/02/2024 21:30:00,25.04,-52.85,7.95,
11729,09/02/2024 21:40:00,24.97,-52.03,7.94,
11730,09/02/2024 21:50:00,24.92,-51.49,7.93,
11731,09/02/2024 22:00:00,24.85,-50.33,7.90,
11732,09/02/2024 22:10:00,24.80,-49.92,7.90,
11733,09/02/2024 22:20:00,24.73,-49.11,7.88,
11734,09/02/2024 22:30:00,24.68,-48.58,7.87,
11735,09/02/2024 22:40:00,24.63,-47.25,7.85,
11736,09/02/2024 22:50:00,24.56,-46.56,7.83,
11737,09/02/2024 23:00:00,24.53,-45.39,7.81,
11738,09/02/2024 23:10:00,24.48,-44.35,7.79,
11739,09/02/2024 23:20:00,24.41,-43.22,7.77,
11740,09/02/2024 23:30:00,24.36,-42.69,7.76,
11741,09/02/2024 23:40:00,24.32,-41.91,7.74,
11742,09/02/2024 23:50:00,24.29,-41.19,7.73,
11743,09/03/2024 00:00:00,24.22,-41.81,7.74,
11744,09/03/2024 00:10:00,24.17,-41.80,7.74,
11745,09/03/2024 00:20:00,24.12,-41.94,7.75,
11746,09/03/2024 00:30:00,24.07,-41.83,7.74,
11747,09/03/2024 00:40:00,24.05,-40.75,7.72,
11748,09/03/2024 00:50:00,24.03,-40.69,7.72,
11749,09/03/2024 01:00:00,23.95,-40.92,7.73,
11750,09/03/2024 01:10:00,23.91,-40.74,7.72,
11751,09/03/2024 01:20:00,23.88,-41.25,7.73,
11752,09/03/2024 01:30:00,23.86,-40.53,7.72,
11753,09/03/2024 01:40:00,23.81,-41.27,7.73,
11754,09/03/2024 01:50:00,23.79,-40.33,7.72,
11755,09/03/2024 02:00:00,23.76,-40.97,7.73,
11756,09/03/2024 02:10:00,23.74,-40.92,7.73,
11757,09/03/2024 02:20:00,23.71,-40.92,7.73,
11758,09/03/2024 02:30:00,23.69,-40.74,7.72,
11759,09/03/2024 02:40:00,23.66,-40.52,7.72,
11760,09/03/2024 02:50:00,23.64,-40.31,7.72,
11761,09/03/2024 03:00:00,23.64,-40.08,7.71,
11762,09/03/2024 03:10:00,23.62,-40.36,7.72,
11763,09/03/2024 03:20:00,23.59,-40.28,7.72,
11764,09/03/2024 03:30:00,23.57,-40.09,7.71,
11765,09/03/2024 03:40:00,23.57,-39.64,7.70,
11766,09/03/2024 03:50:00,23.54,-39.81,7.71,
11767,09/03/2024 04:00:00,23.54,-39.80,7.71,
11768,09/03/2024 04:10:00,23.52,-39.66,7.70,
11769,09/03/2024 04:20:00,23.52,-39.49,7.70,
11770,09/03/2024 04:30:00,23.52,-39.49,7.70,
11771,09/03/2024 04:40:00,23.50,-39.20,7.69,
11772,09/03/2024 04:50:00,23.50,-39.13,7.69,
11773,09/03/2024 05:00:00,23.50,-38.94,7.69,
11774,09/03/2024 05:10:00,23.50,-38.80,7.69,
11775,09/03/2024 05:20:00,23.47,-38.49,7.68,
11776,09/03/2024 05:30:00,23.47,-38.56,7.68,
11777,09/03/2024 05:40:00,23.47,-38.67,7.68,
11778,09/03/2024 05:50:00,23.47,-38.86,7.69,
11779,09/03/2024 06:00:00,23.47,-38.75,7.69,
11780,09/03/2024 06:10:00,23.45,-38.47,7.68,
11781,09/03/2024 06:20:00,23.45,-38.45,7.68,
11782,09/03/2024 06:30:00,23.45,-38.74,7.69,
11783,09/03/2024 06:40:00,23.45,-38.66,7.68,
11784,09/03/2024 06:50:00,23.45,-39.53,7.70,
11785,09/03/2024 07:00:00,23.45,-41.28,7.73,
11786,09/03/2024 07:10:00,23.42,-41.35,7.74,
11787,09/03/2024 07:20:00,23.42,-41.08,7.73,
11788,09/03/2024 07:30:00,23.42,-42.81,7.76,
11789,09/03/2024 07:40:00,23.42,-44.91,7.80,
11790,09/03/2024 07:50:00,23.42,-48.00,7.86,
11791,09/03/2024 08:00:00,23.42,-47.17,7.85,
11792,09/03/2024 08:10:00,23.42,-48.22,7.87,
11793,09/03/2024 08:20:00,23.45,-49.69,7.90,
11794,09/03/2024 08:30:00,23.45,-51.91,7.94,
11795,09/03/2024 08:40:00,23.45,-54.41,7.99,
11796,09/03/2024 08:50:00,23.45,-56.52,8.03,
11797,09/03/2024 09:00:00,23.45,-57.91,8.05,
11798,09/03/2024 09:10:00,23.45,-61.67,8.13,
11799,09/03/2024 09:20:00,23.47,-59.86,8.09,
11800,09/03/2024 09:30:00,23.47,-56.20,8.02,
11801,09/03/2024 09:40:00,23.47,-54.63,7.99,
11802,09/03/2024 09:50:00,23.50,-54.44,7.99,
11803,09/03/2024 10:00:00,23.47,-54.60,7.99,
11804,09/03/2024 10:10:00,23.47,-55.36,8.00,
11805,09/03/2024 10:20:00,23.50,-56.74,8.03,
11806,09/03/2024 10:30:00,23.50,-56.38,8.02,
11807,09/03/2024 10:40:00,23.52,-57.08,8.04,
11808,09/03/2024 10:50:00,23.52,-59.70,8.09,
11809,09/03/2024 11:00:00,23.52,-63.50,8.16,
11810,09/03/2024 11:10:00,23.54,-68.21,8.25,
11811,09/03/2024 11:20:00,23.54,-72.64,8.34,
11812,09/03/2024 11:30:00,23.54,-72.49,8.33,
11813,09/03/2024 11:40:00,23.59,-70.89,8.30,
11814,09/03/2024 11:50:00,23.62,-71.58,8.32,
11815,09/03/2024 12:00:00,23.59,-74.44,8.37,
11816,09/03/2024 12:10:00,23.64,-74.46,8.37,
11817,09/03/2024 12:20:00,23.64,-71.66,8.32,
11818,09/03/2024 12:30:00,23.69,-68.53,8.26,
11819,09/03/2024 12:40:00,23.62,-70.24,8.29,
11820,09/03/2024 12:50:00,23.59,-81.83,8.51,
11821,09/03/2024 13:00:00,23.62,-98.89,8.84,
11822,09/03/2024 13:10:00,23.64,-120.52,9.25,
11823,09/03/2024 13:20:00,23.64,-119.72,9.24,
11824,09/03/2024 13:30:00,23.64,-122.24,9.29,
11825,09/03/2024 13:40:00,23.64,-125.79,9.36,
11826,09/03/2024 13:50:00,23.62,-127.02,9.38,
11827,09/03/2024 14:00:00,23.59,-121.55,9.27,
11828,09/03/2024 14:10:00,23.57,-119.24,9.23,
