#,Date-Time (HST),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
7670,03/25/2024 07:10:00,22.39,-27.33,7.58,,,,,
7671,03/25/2024 07:20:00,22.39,-27.22,7.57,,,,,
7672,03/25/2024 07:30:00,22.39,-27.19,7.57,,,,,
7673,03/25/2024 07:40:00,22.39,-27.14,7.57,,,,,
7674,03/25/2024 07:50:00,22.39,-27.16,7.57,,,,,
7675,03/25/2024 08:00:00,22.37,-27.06,7.57,,,,,
7676,03/25/2024 08:10:00,22.37,-27.27,7.58,,,,,
7677,03/25/2024 08:20:00,22.37,-27.31,7.58,,,,,
7678,03/25/2024 08:30:00,22.39,-27.50,7.58,,,,,
7679,03/25/2024 08:40:00,22.44,-28.11,7.59,,,,,
7680,03/25/2024 08:50:00,22.49,-28.56,7.60,,,,,
7681,03/25/2024 09:00:00,22.51,-29.09,7.61,,,,,
7682,03/25/2024 09:10:00,22.56,-29.25,7.61,,,,,
7683,03/25/2024 09:20:00,22.61,-30.08,7.63,,,,,
7684,03/25/2024 09:30:00,22.63,-30.41,7.63,,,,,
7685,03/25/2024 09:40:00,22.63,-29.49,7.62,,,,,
7686,03/25/2024 09:50:00,22.66,-29.95,7.62,,,,,
7687,03/25/2024 10:00:00,22.66,-29.81,7.62,,,,,
7688,03/25/2024 10:10:00,22.70,-31.09,7.65,,,,,
7689,03/25/2024 10:20:00,22.82,-33.56,7.69,,,,,
7690,03/25/2024 10:30:00,22.78,-32.02,7.66,,,,,
7691,03/25/2024 10:40:00,22.87,-34.78,7.71,,,,,
7692,03/25/2024 10:50:00,22.85,-33.25,7.69,,,,,
7693,03/25/2024 11:00:00,23.02,-37.22,7.76,,,,,
7694,03/25/2024 11:10:00,23.02,-36.49,7.75,,,,,
7695,03/25/2024 11:20:00,23.18,-39.39,7.80,,,,,
7696,03/25/2024 11:30:00,23.40,-41.25,7.83,,,,,
7697,03/25/2024 11:40:00,23.23,-38.31,7.78,,,,,
7698,03/25/2024 11:50:00,23.26,-39.92,7.81,,,,,
7699,03/25/2024 12:00:00,23.28,-39.05,7.79,,,,,
7700,03/25/2024 12:10:00,23.50,-40.74,7.82,,,,,
7701,03/25/2024 12:20:00,23.86,-47.86,7.95,,,,,
7702,03/25/2024 12:30:00,24.00,-49.27,7.98,,,,,
7703,03/25/2024 12:40:00,24.17,-49.63,7.99,,,,,
7704,03/25/2024 12:50:00,23.93,-46.05,7.92,,,,,
7705,03/25/2024 13:00:00,24.22,-49.19,7.98,,,,,
7706,03/25/2024 13:10:00,24.46,-51.10,8.01,,,,,
7707,03/25/2024 13:20:00,24.58,-51.56,8.02,,,,,
7708,03/25/2024 13:30:00,24.32,-47.41,7.94,,,,,
7709,03/25/2024 13:40:00,24.51,-48.19,7.96,,,,,
7710,03/25/2024 13:50:00,24.24,-44.35,7.89,,,,,
7711,03/25/2024 14:00:00,24.24,-45.66,7.91,,,,,
7712,03/25/2024 14:10:00,24.19,-45.14,7.90,,,,,
7713,03/25/2024 14:20:00,24.32,-47.27,7.94,,,,,
7714,03/25/2024 14:30:00,24.32,-46.60,7.93,,,,,
7715,03/25/2024 14:40:00,24.34,-47.27,7.94,,,,,
7716,03/25/2024 14:50:00,24.34,-46.97,7.94,,,,,
7717,03/25/2024 15:00:00,24.39,-47.42,7.94,,,,,
7718,03/25/2024 15:10:00,24.41,-47.31,7.94,,,,,
7719,03/25/2024 15:20:00,24.41,-47.42,7.94,,,,,
7720,03/25/2024 15:30:00,24.39,-46.00,7.92,,,,,
7721,03/25/2024 15:40:00,24.36,-46.11,7.92,,,,,
7722,03/25/2024 15:50:00,24.39,-46.52,7.93,,,,,
7723,03/25/2024 16:00:00,24.41,-46.89,7.93,,,,,
7724,03/25/2024 16:10:00,24.39,-46.56,7.93,,,,,
7725,03/25/2024 16:20:00,24.39,-46.00,7.92,,,,,
7726,03/25/2024 16:30:00,24.39,-46.25,7.92,,,,,
7727,03/25/2024 16:40:00,24.39,-46.44,7.93,,,,,
7728,03/25/2024 16:50:00,24.39,-46.70,7.93,,,,,
7729,03/25/2024 17:00:00,24.41,-46.00,7.92,,,,,
7730,03/25/2024 17:10:00,24.39,-45.63,7.91,,,,,
7731,03/25/2024 17:20:00,24.41,-45.36,7.91,,,,,
7732,03/25/2024 17:30:00,24.44,-45.58,7.91,,,,,
7733,03/25/2024 17:40:00,24.44,-45.13,7.90,,,,,
7734,03/25/2024 17:50:00,24.41,-44.88,7.90,,,,,
7735,03/25/2024 18:00:00,24.39,-43.97,7.88,,,,,
7736,03/25/2024 18:10:00,24.41,-44.60,7.89,,,,,
7737,03/25/2024 18:20:00,24.41,-43.52,7.87,,,,,
7738,03/25/2024 18:30:00,24.41,-43.39,7.87,,,,,
7739,03/25/2024 18:40:00,24.44,-43.03,7.86,,,,,
7740,03/25/2024 18:50:00,24.41,-42.66,7.86,,,,,
7741,03/25/2024 19:00:00,24.41,-41.80,7.84,,,,,
7742,03/25/2024 19:10:00,24.39,-41.64,7.84,,,,,
7743,03/25/2024 19:20:00,24.36,-40.64,7.82,,,,,
7744,03/25/2024 19:30:00,24.36,-41.14,7.83,,,,,
7745,03/25/2024 19:40:00,24.34,-40.75,7.82,,,,,
7746,03/25/2024 19:50:00,24.34,-40.55,7.82,,,,,
7747,03/25/2024 20:00:00,24.32,-40.08,7.81,,,,,
7748,03/25/2024 20:10:00,24.32,-39.72,7.80,,,,,
7749,03/25/2024 20:20:00,24.29,-39.58,7.80,,,,,
7750,03/25/2024 20:30:00,24.29,-39.02,7.79,,,,,
7751,03/25/2024 20:40:00,24.27,-38.44,7.78,,,,,
7752,03/25/2024 20:50:00,24.24,-38.34,7.78,,,,,
7753,03/25/2024 21:00:00,24.22,-37.95,7.77,,,,,
7754,03/25/2024 21:10:00,24.19,-37.72,7.77,,,,,
7755,03/25/2024 21:20:00,24.19,-37.52,7.76,,,,,
7756,03/25/2024 21:30:00,24.15,-37.24,7.76,,,,,
7757,03/25/2024 21:40:00,24.15,-36.28,7.74,,,,,
7758,03/25/2024 21:50:00,24.12,-34.77,7.71,,,,,
7759,03/25/2024 22:00:00,24.10,-34.94,7.71,,,,,
7760,03/25/2024 22:10:00,24.07,-34.66,7.71,,,,,
7761,03/25/2024 22:20:00,24.07,-34.56,7.71,,,,,
7762,03/25/2024 22:30:00,24.05,-34.08,7.70,,,,,
7763,03/25/2024 22:40:00,24.03,-33.99,7.70,,,,,
7764,03/25/2024 22:50:00,23.98,-33.88,7.69,,,,,
7765,03/25/2024 23:00:00,23.95,-33.61,7.69,,,,,
7766,03/25/2024 23:10:00,23.95,-33.33,7.68,,,,,
7767,03/25/2024 23:20:00,23.91,-33.88,7.69,,,,,
7768,03/25/2024 23:30:00,23.88,-33.25,7.68,,,,,
7769,03/25/2024 23:40:00,23.86,-33.05,7.68,,,,,
7770,03/25/2024 23:50:00,23.83,-32.64,7.67,,,,,
7771,03/26/2024 00:00:00,23.81,-32.72,7.67,,,,,
7772,03/26/2024 00:10:00,23.79,-32.63,7.67,,,,,
7773,03/26/2024 00:20:00,23.76,-32.28,7.67,,,,,
7774,03/26/2024 00:30:00,23.71,-32.47,7.67,,,,,
7775,03/26/2024 00:40:00,23.69,-32.03,7.66,,,,,
7776,03/26/2024 00:50:00,23.66,-31.38,7.65,,,,,
7777,03/26/2024 01:00:00,23.62,-31.53,7.65,,,,,
7778,03/26/2024 01:10:00,23.59,-31.11,7.64,,,,,
7779,03/26/2024 01:20:00,23.57,-31.02,7.64,,,,,
7780,03/26/2024 01:30:00,23.52,-30.77,7.64,,,,,
7781,03/26/2024 01:40:00,23.50,-30.49,7.63,,,,,
7782,03/26/2024 01:50:00,23.47,-30.39,7.63,,,,,
7783,03/26/2024 02:00:00,23.47,-29.95,7.62,,,,,
7784,03/26/2024 02:10:00,23.45,-29.41,7.61,,,,,
7785,03/26/2024 02:20:00,23.40,-29.56,7.62,,,,,
7786,03/26/2024 02:30:00,23.38,-29.41,7.61,,,,,
7787,03/26/2024 02:40:00,23.35,-29.34,7.61,,,,,
7788,03/26/2024 02:50:00,23.33,-29.06,7.61,,,,,
7789,03/26/2024 03:00:00,23.30,-29.09,7.61,,,,,
7790,03/26/2024 03:10:00,23.28,-28.72,7.60,,,,,
7791,03/26/2024 03:20:00,23.28,-28.44,7.60,,,,,
7792,03/26/2024 03:30:00,23.23,-28.30,7.59,,,,,
7793,03/26/2024 03:40:00,23.21,-28.28,7.59,,,,,
7794,03/26/2024 03:50:00,23.21,-28.03,7.59,,,,,
7795,03/26/2024 04:00:00,23.18,-27.83,7.58,,,,,
7796,03/26/2024 04:10:00,23.18,-27.67,7.58,,,,,
7797,03/26/2024 04:20:00,23.16,-27.64,7.58,,,,,
7798,03/26/2024 04:30:00,23.14,-27.64,7.58,,,,,
7799,03/26/2024 04:40:00,23.11,-27.55,7.58,,,,,
7800,03/26/2024 04:50:00,23.09,-27.58,7.58,,,,,
7801,03/26/2024 05:00:00,23.06,-27.61,7.58,,,,,
7802,03/26/2024 05:10:00,23.04,-27.58,7.58,,,,,
7803,03/26/2024 05:20:00,23.04,-27.61,7.58,,,,,
7804,03/26/2024 05:30:00,23.02,-27.50,7.58,,,,,
7805,03/26/2024 05:40:00,22.99,-27.52,7.58,,,,,
7806,03/26/2024 05:50:00,22.97,-27.45,7.58,,,,,
7807,03/26/2024 06:00:00,22.97,-27.34,7.58,,,,,
7808,03/26/2024 06:10:00,22.94,-27.47,7.58,,,,,
7809,03/26/2024 06:20:00,22.92,-27.50,7.58,,,,,
7810,03/26/2024 06:30:00,22.92,-27.38,7.58,,,,,
7811,03/26/2024 06:40:00,22.90,-27.24,7.57,,,,,
7812,03/26/2024 06:50:00,22.90,-27.30,7.57,,,,,
7813,03/26/2024 07:00:00,22.87,-27.28,7.57,,,,,
7814,03/26/2024 07:10:00,22.87,-27.14,7.57,,,,,
7815,03/26/2024 07:20:00,22.87,-27.30,7.58,,,,,
7816,03/26/2024 07:30:00,22.90,-27.38,7.58,,,,,
7817,03/26/2024 07:40:00,22.90,-27.42,7.58,,,,,
7818,03/26/2024 07:50:00,22.92,-27.49,7.58,,,,,
7819,03/26/2024 08:00:00,22.92,-27.77,7.58,,,,,
7820,03/26/2024 08:10:00,22.94,-27.94,7.59,,,,,
7821,03/26/2024 08:20:00,22.94,-28.16,7.59,,,,,
7822,03/26/2024 08:30:00,23.09,-32.03,7.66,,,,,
7823,03/26/2024 08:40:00,23.04,-29.27,7.61,,,,,
7824,03/26/2024 08:50:00,23.16,-30.33,7.63,,,,,
7825,03/26/2024 09:00:00,23.21,-33.14,7.68,,,,,
7826,03/26/2024 09:10:00,23.33,-36.70,7.75,,,,,
7827,03/26/2024 09:20:00,23.42,-38.69,7.79,,,,,
7828,03/26/2024 09:30:00,23.50,-39.34,7.80,,,,,
7829,03/26/2024 09:40:00,23.57,-41.22,7.83,,,,,
7830,03/26/2024 09:50:00,23.66,-39.30,7.80,,,,,
7831,03/26/2024 10:00:00,23.76,-42.35,7.85,,,,,
7832,03/26/2024 10:10:00,23.91,-43.17,7.87,,,,,
7833,03/26/2024 10:20:00,24.00,-44.64,7.89,,,,,
7834,03/26/2024 10:30:00,24.22,-47.88,7.95,,,,,
7835,03/26/2024 10:40:00,24.32,-49.49,7.98,,,,,
7836,03/26/2024 10:50:00,24.44,-48.19,7.96,,,,,
7837,03/26/2024 11:00:00,24.65,-51.39,8.02,,,,,
7838,03/26/2024 11:10:00,24.82,-52.85,8.04,,,,,
7839,03/26/2024 11:20:00,24.85,-49.33,7.98,,,,,
7840,03/26/2024 11:30:00,24.97,-52.33,8.03,,,,,
7841,03/26/2024 11:40:00,25.16,-53.86,8.06,,,,,
7842,03/26/2024 11:50:00,25.28,-54.06,8.06,,,,,
7843,03/26/2024 12:00:00,25.38,-51.99,8.03,,,,,
7844,03/26/2024 12:10:00,25.45,-53.22,8.05,,,,,
7845,03/26/2024 12:20:00,25.60,-55.30,8.09,,,,,
7846,03/26/2024 12:30:00,25.43,-51.41,8.01,,,,,
7847,03/26/2024 12:40:00,25.43,-50.86,8.00,,,,,
7848,03/26/2024 12:50:00,25.55,-53.41,8.05,,,,,
7849,03/26/2024 13:00:00,25.60,-53.61,8.05,,,,,
7850,03/26/2024 13:10:00,25.89,-57.06,8.12,,,,,
7851,03/26/2024 13:20:00,25.94,-57.60,8.13,,,,,
7852,03/26/2024 13:30:00,25.91,-58.11,8.14,,,,,
7853,03/26/2024 13:40:00,25.74,-52.94,8.04,,,,,
7854,03/26/2024 13:50:00,25.77,-54.88,8.08,,,,,
7855,03/26/2024 14:00:00,25.99,-58.88,8.15,,,,,
7856,03/26/2024 14:10:00,25.87,-56.20,8.10,,,,,
7857,03/26/2024 14:20:00,25.62,-52.02,8.02,,,,,
7858,03/26/2024 14:30:00,25.53,-49.61,7.98,,,,,
7859,03/26/2024 14:40:00,25.60,-52.00,8.02,,,,,
7860,03/26/2024 14:50:00,25.53,-51.38,8.01,,,,,
7861,03/26/2024 15:00:00,25.48,-49.75,7.98,,,,,
7862,03/26/2024 15:10:00,25.43,-49.08,7.97,,,,,
7863,03/26/2024 15:20:00,25.43,-50.19,7.99,,,,,
7864,03/26/2024 15:30:00,25.40,-49.78,7.98,,,,,
7865,03/26/2024 15:40:00,25.40,-49.06,7.97,,,,,
7866,03/26/2024 15:50:00,25.38,-48.20,7.96,,,,,
7867,03/26/2024 16:00:00,25.36,-48.22,7.96,,,,,
7868,03/26/2024 16:10:00,25.36,-48.49,7.96,,,,,
7869,03/26/2024 16:20:00,25.36,-48.31,7.96,,,,,
7870,03/26/2024 16:30:00,25.31,-47.41,7.94,,,,,
7871,03/26/2024 16:40:00,25.28,-47.44,7.94,,,,,
7872,03/26/2024 16:50:00,25.28,-47.16,7.94,,,,,
7873,03/26/2024 17:00:00,25.28,-46.19,7.92,,,,,
7874,03/26/2024 17:10:00,25.28,-46.27,7.92,,,,,
7875,03/26/2024 17:20:00,25.28,-46.14,7.92,,,,,
7876,03/26/2024 17:30:00,25.26,-45.94,7.91,,,,,
7877,03/26/2024 17:40:00,25.26,-45.67,7.91,,,,,
7878,03/26/2024 17:50:00,25.23,-45.35,7.90,,,,,
7879,03/26/2024 18:00:00,25.21,-45.03,7.90,,,,,
7880,03/26/2024 18:10:00,25.19,-44.78,7.89,,,,,
7881,03/26/2024 18:20:00,25.16,-44.85,7.89,,,,,
7882,03/26/2024 18:30:00,25.16,-44.28,7.88,,,,,
7883,03/26/2024 18:40:00,25.14,-43.77,7.87,,,,,
7884,03/26/2024 18:50:00,25.09,-43.25,7.86,,,,,
7885,03/26/2024 19:00:00,25.06,-42.58,7.85,,,,,
7886,03/26/2024 19:10:00,25.02,-41.80,7.84,,,,,
7887,03/26/2024 19:20:00,24.99,-41.81,7.84,,,,,
7888,03/26/2024 19:30:00,24.94,-40.99,7.82,,,,,
7889,03/26/2024 19:40:00,24.90,-40.20,7.81,,,,,
7890,03/26/2024 19:50:00,24.87,-40.38,7.81,,,,,
7891,03/26/2024 20:00:00,24.85,-39.81,7.80,,,,,
7892,03/26/2024 20:10:00,24.82,-39.55,7.80,,,,,
7893,03/26/2024 20:20:00,24.80,-39.30,7.79,,,,,
7894,03/26/2024 20:30:00,24.77,-38.64,7.78,,,,,
7895,03/26/2024 20:40:00,24.75,-38.61,7.78,,,,,
7896,03/26/2024 20:50:00,24.70,-38.05,7.77,,,,,
7897,03/26/2024 21:00:00,24.65,-37.78,7.77,,,,,
7898,03/26/2024 21:10:00,24.60,-37.72,7.76,,,,,
7899,03/26/2024 21:20:00,24.58,-37.13,7.75,,,,,
7900,03/26/2024 21:30:00,24.56,-37.06,7.75,,,,,
7901,03/26/2024 21:40:00,24.51,-36.56,7.74,,,,,
7902,03/26/2024 21:50:00,24.48,-36.38,7.74,,,,,
7903,03/26/2024 22:00:00,24.44,-36.03,7.73,,,,,
7904,03/26/2024 22:10:00,24.39,-36.02,7.73,,,,,
7905,03/26/2024 22:20:00,24.36,-35.31,7.72,,,,,
7906,03/26/2024 22:30:00,24.34,-35.31,7.72,,,,,
7907,03/26/2024 22:40:00,24.29,-35.13,7.72,,,,,
7908,03/26/2024 22:50:00,24.27,-34.70,7.71,,,,,
7909,03/26/2024 23:00:00,24.22,-34.22,7.70,,,,,
7910,03/26/2024 23:10:00,24.19,-33.89,7.69,,,,,
7911,03/26/2024 23:20:00,24.15,-33.70,7.69,,,,,
7912,03/26/2024 23:30:00,24.10,-33.45,7.69,,,,,
7913,03/26/2024 23:40:00,24.07,-33.06,7.68,,,,,
7914,03/26/2024 23:50:00,24.05,-32.30,7.67,,,,,
7915,03/27/2024 00:00:00,23.95,-32.58,7.67,,,,,
7916,03/27/2024 00:10:00,23.91,-32.25,7.66,,,,,
7917,03/27/2024 00:20:00,23.88,-31.69,7.65,,,,,
7918,03/27/2024 00:30:00,23.86,-31.36,7.65,,,,,
7919,03/27/2024 00:40:00,23.81,-30.95,7.64,,,,,
7920,03/27/2024 00:50:00,23.79,-30.69,7.64,,,,,
7921,03/27/2024 01:00:00,23.74,-30.55,7.63,,,,,
7922,03/27/2024 01:10:00,23.71,-30.06,7.62,,,,,
7923,03/27/2024 01:20:00,23.66,-30.00,7.62,,,,,
7924,03/27/2024 01:30:00,23.66,-29.50,7.61,,,,,
7925,03/27/2024 01:40:00,23.64,-29.42,7.61,,,,,
7926,03/27/2024 01:50:00,23.62,-29.16,7.61,,,,,
7927,03/27/2024 02:00:00,23.59,-28.97,7.60,,,,,
7928,03/27/2024 02:10:00,23.57,-28.56,7.60,,,,,
7929,03/27/2024 02:20:00,23.52,-28.53,7.60,,,,,
7930,03/27/2024 02:30:00,23.50,-28.41,7.59,,,,,
7931,03/27/2024 02:40:00,23.47,-28.17,7.59,,,,,
7932,03/27/2024 02:50:00,23.47,-27.84,7.58,,,,,
7933,03/27/2024 03:00:00,23.45,-27.92,7.59,,,,,
7934,03/27/2024 03:10:00,23.42,-27.69,7.58,,,,,
7935,03/27/2024 03:20:00,23.40,-27.88,7.58,,,,,
7936,03/27/2024 03:30:00,23.38,-27.86,7.58,,,,,
7937,03/27/2024 03:40:00,23.35,-27.61,7.58,,,,,
7938,03/27/2024 03:50:00,23.33,-27.72,7.58,,,,,
7939,03/27/2024 04:00:00,23.33,-27.72,7.58,,,,,
7940,03/27/2024 04:10:00,23.30,-27.69,7.58,,,,,
7941,03/27/2024 04:20:00,23.28,-27.75,7.58,,,,,
7942,03/27/2024 04:30:00,23.26,-27.61,7.58,,,,,
7943,03/27/2024 04:40:00,23.26,-27.64,7.58,,,,,
7944,03/27/2024 04:50:00,23.23,-27.58,7.58,,,,,
7945,03/27/2024 05:00:00,23.21,-27.67,7.58,,,,,
7946,03/27/2024 05:10:00,23.18,-27.67,7.58,,,,,
7947,03/27/2024 05:20:00,23.16,-27.75,7.58,,,,,
7948,03/27/2024 05:30:00,23.14,-27.74,7.58,,,,,
7949,03/27/2024 05:40:00,23.14,-27.39,7.58,,,,,
7950,03/27/2024 05:50:00,23.14,-27.52,7.58,,,,,
7951,03/27/2024 06:00:00,23.14,-27.52,7.58,,,,,
7952,03/27/2024 06:10:00,23.11,-27.58,7.58,,,,,
7953,03/27/2024 06:20:00,23.09,-27.61,7.58,,,,,
7954,03/27/2024 06:30:00,23.06,-27.66,7.58,,,,,
7955,03/27/2024 06:40:00,23.04,-27.56,7.58,,,,,
7956,03/27/2024 06:50:00,23.04,-27.50,7.58,,,,,
7957,03/27/2024 07:00:00,23.04,-27.69,7.58,,,,,
7958,03/27/2024 07:10:00,23.04,-27.59,7.58,,,,,
7959,03/27/2024 07:20:00,23.02,-27.86,7.59,,,,,
7960,03/27/2024 07:30:00,22.99,-27.89,7.59,,,,,
7961,03/27/2024 07:40:00,23.02,-28.44,7.60,,,,,
7962,03/27/2024 07:50:00,23.04,-28.31,7.59,,,,,
7963,03/27/2024 08:00:00,23.04,-28.19,7.59,,,,,
7964,03/27/2024 08:10:00,23.06,-28.39,7.59,,,,,
7965,03/27/2024 08:20:00,23.06,-28.20,7.59,,,,,
7966,03/27/2024 08:30:00,23.11,-29.88,7.62,,,,,
7967,03/27/2024 08:40:00,23.11,-28.67,7.60,,,,,
7968,03/27/2024 08:50:00,23.14,-30.28,7.63,,,,,
7969,03/27/2024 09:00:00,23.30,-35.70,7.73,,,,,
7970,03/27/2024 09:10:00,23.21,-30.19,7.63,,,,,
7971,03/27/2024 09:20:00,23.18,-29.28,7.61,,,,,
7972,03/27/2024 09:30:00,23.47,-38.69,7.79,,,,,
7973,03/27/2024 09:40:00,23.47,-37.14,7.76,,,,,
7974,03/27/2024 09:50:00,23.38,-31.39,7.65,,,,,
7975,03/27/2024 10:00:00,23.47,-36.06,7.74,,,,,
7976,03/27/2024 10:10:00,23.69,-41.39,7.83,,,,,
7977,03/27/2024 10:20:00,23.86,-45.36,7.91,,,,,
7978,03/27/2024 10:30:00,23.86,-39.31,7.80,,,,,
7979,03/27/2024 10:40:00,24.03,-47.35,7.94,,,,,
7980,03/27/2024 10:50:00,24.27,-50.06,7.99,,,,,
7981,03/27/2024 11:00:00,24.41,-50.63,8.00,,,,,
7982,03/27/2024 11:10:00,24.36,-48.64,7.97,,,,,
7983,03/27/2024 11:20:00,24.46,-49.61,7.98,,,,,
7984,03/27/2024 11:30:00,24.68,-50.58,8.00,,,,,
7985,03/27/2024 11:40:00,24.65,-47.88,7.95,,,,,
7986,03/27/2024 11:50:00,24.75,-49.05,7.97,,,,,
7987,03/27/2024 12:00:00,24.82,-45.70,7.91,,,,,
7988,03/27/2024 12:10:00,24.97,-52.35,8.03,,,,,
7989,03/27/2024 12:20:00,25.19,-53.38,8.05,,,,,
7990,03/27/2024 12:30:00,25.14,-50.94,8.01,,,,,
7991,03/27/2024 12:40:00,25.16,-49.14,7.97,,,,,
7992,03/27/2024 12:50:00,25.26,-51.50,8.02,,,,,
7993,03/27/2024 13:00:00,25.26,-51.19,8.01,,,,,
7994,03/27/2024 13:10:00,25.36,-53.22,8.05,,,,,
7995,03/27/2024 13:20:00,25.40,-53.03,8.04,,,,,
7996,03/27/2024 13:30:00,25.38,-52.27,8.03,,,,,
7997,03/27/2024 13:40:00,25.33,-51.74,8.02,,,,,
7998,03/27/2024 13:50:00,25.40,-52.56,8.04,,,,,
7999,03/27/2024 14:00:00,25.28,-51.05,8.01,,,,,
8000,03/27/2024 14:10:00,25.38,-52.56,8.04,,,,,
8001,03/27/2024 14:20:00,25.43,-53.35,8.05,,,,,
8002,03/27/2024 14:30:00,25.26,-51.91,8.02,,,,,
8003,03/27/2024 14:40:00,25.36,-55.17,8.08,,,,,
8004,03/27/2024 14:50:00,25.23,-52.78,8.04,,,,,
8005,03/27/2024 15:00:00,25.16,-51.14,8.01,,,,,
8006,03/27/2024 15:10:00,25.16,-51.38,8.01,,,,,
8007,03/27/2024 15:20:00,25.19,-52.63,8.04,,,,,
8008,03/27/2024 15:30:00,25.11,-51.27,8.01,,,,,
8009,03/27/2024 15:40:00,25.14,-51.52,8.02,,,,,
8010,03/27/2024 15:50:00,25.14,-51.13,8.01,,,,,
8011,03/27/2024 16:00:00,25.11,-50.69,8.00,,,,,
8012,03/27/2024 16:10:00,25.09,-50.53,8.00,,,,,
8013,03/27/2024 16:20:00,25.06,-50.49,8.00,,,,,
8014,03/27/2024 16:30:00,25.06,-49.63,7.98,,,,,
8015,03/27/2024 16:40:00,25.06,-49.77,7.99,,,,,
8016,03/27/2024 16:50:00,25.06,-50.41,8.00,,,,,
8017,03/27/2024 17:00:00,25.11,-50.05,7.99,,,,,
8018,03/27/2024 17:10:00,25.09,-49.30,7.98,,,,,
8019,03/27/2024 17:20:00,25.09,-49.80,7.99,,,,,
8020,03/27/2024 17:30:00,25.06,-49.31,7.98,,,,,
8021,03/27/2024 17:40:00,24.99,-47.81,7.95,,,,,
8022,03/27/2024 17:50:00,25.02,-47.50,7.94,,,,,
8023,03/27/2024 18:00:00,24.99,-47.81,7.95,,,,,
8024,03/27/2024 18:10:00,24.94,-46.97,7.93,,,,,
8025,03/27/2024 18:20:00,24.97,-47.10,7.94,,,,,
8026,03/27/2024 18:30:00,24.92,-46.83,7.93,,,,,
8027,03/27/2024 18:40:00,24.92,-46.44,7.92,,,,,
8028,03/27/2024 18:50:00,24.90,-45.78,7.91,,,,,
8029,03/27/2024 19:00:00,24.85,-45.33,7.90,,,,,
8030,03/27/2024 19:10:00,24.82,-44.39,7.89,,,,,
8031,03/27/2024 19:20:00,24.77,-43.81,7.88,,,,,
8032,03/27/2024 19:30:00,24.75,-43.39,7.87,,,,,
8033,03/27/2024 19:40:00,24.70,-43.08,7.86,,,,,
8034,03/27/2024 19:50:00,24.68,-42.42,7.85,,,,,
8035,03/27/2024 20:00:00,24.63,-41.77,7.84,,,,,
8036,03/27/2024 20:10:00,24.60,-41.44,7.83,,,,,
8037,03/27/2024 20:20:00,24.58,-40.75,7.82,,,,,
8038,03/27/2024 20:30:00,24.53,-40.42,7.81,,,,,
8039,03/27/2024 20:40:00,24.51,-40.00,7.81,,,,,
8040,03/27/2024 20:50:00,24.48,-39.42,7.80,,,,,
8041,03/27/2024 21:00:00,24.46,-39.00,7.79,,,,,
8042,03/27/2024 21:10:00,24.41,-38.83,7.79,,,,,
8043,03/27/2024 21:20:00,24.39,-38.27,7.77,,,,,
8044,03/27/2024 21:30:00,24.34,-38.20,7.77,,,,,
8045,03/27/2024 21:40:00,24.32,-37.49,7.76,,,,,
8046,03/27/2024 21:50:00,24.27,-36.95,7.75,,,,,
8047,03/27/2024 22:00:00,24.24,-36.88,7.75,,,,,
8048,03/27/2024 22:10:00,24.19,-36.25,7.74,,,,,
8049,03/27/2024 22:20:00,24.17,-35.36,7.72,,,,,
8050,03/27/2024 22:30:00,24.15,-35.59,7.73,,,,,
8051,03/27/2024 22:40:00,24.12,-35.47,7.72,,,,,
8052,03/27/2024 22:50:00,24.10,-34.97,7.71,,,,,
8053,03/27/2024 23:00:00,24.05,-34.75,7.71,,,,,
8054,03/27/2024 23:10:00,24.00,-34.36,7.70,,,,,
8055,03/27/2024 23:20:00,23.98,-34.14,7.70,,,,,
8056,03/27/2024 23:30:00,23.95,-33.67,7.69,,,,,
8057,03/27/2024 23:40:00,23.93,-33.39,7.69,,,,,
8058,03/27/2024 23:50:00,23.91,-33.24,7.68,,,,,
8059,03/28/2024 00:00:00,23.86,-32.70,7.67,,,,,
8060,03/28/2024 00:10:00,23.81,-32.56,7.67,,,,,
8061,03/28/2024 00:20:00,23.79,-32.27,7.67,,,,,
8062,03/28/2024 00:30:00,23.74,-32.02,7.66,,,,,
8063,03/28/2024 00:40:00,23.69,-31.84,7.66,,,,,
8064,03/28/2024 00:50:00,23.64,-31.95,7.66,,,,,
8065,03/28/2024 01:00:00,23.64,-31.34,7.65,,,,,
8066,03/28/2024 01:10:00,23.59,-31.44,7.65,,,,,
8067,03/28/2024 01:20:00,23.57,-31.16,7.65,,,,,
8068,03/28/2024 01:30:00,23.54,-30.72,7.64,,,,,
8069,03/28/2024 01:40:00,23.52,-30.41,7.63,,,,,
8070,03/28/2024 01:50:00,23.50,-30.22,7.63,,,,,
8071,03/28/2024 02:00:00,23.47,-29.89,7.62,,,,,
8072,03/28/2024 02:10:00,23.45,-29.42,7.61,,,,,
8073,03/28/2024 02:20:00,23.42,-29.31,7.61,,,,,
8074,03/28/2024 02:30:00,23.42,-29.33,7.61,,,,,
8075,03/28/2024 02:40:00,23.40,-28.97,7.61,,,,,
8076,03/28/2024 02:50:00,23.38,-29.24,7.61,,,,,
8077,03/28/2024 03:00:00,23.35,-28.91,7.60,,,,,
8078,03/28/2024 03:10:00,23.33,-28.52,7.60,,,,,
