#,Date-Time (HST),Ch:1 - Temperature   (°F),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
6978,08/30/2023 00:50:00,78.26,-32.91,8.03,,,,,
6979,08/30/2023 01:00:00,78.26,-32.91,8.03,,,,,
6980,08/30/2023 01:10:00,78.21,-33.36,8.04,,,,,
6981,08/30/2023 01:20:00,78.17,-33.30,8.03,,,,,
6982,08/30/2023 01:30:00,78.12,-32.81,8.02,,,,,
6983,08/30/2023 01:40:00,78.12,-32.53,8.02,,,,,
6984,08/30/2023 01:50:00,78.12,-32.64,8.02,,,,,
6985,08/30/2023 02:00:00,78.08,-32.66,8.02,,,,,
6986,08/30/2023 02:10:00,78.08,-32.28,8.01,,,,,
6987,08/30/2023 02:20:00,78.03,-31.59,8.00,,,,,
6988,08/30/2023 02:30:00,78.03,-31.44,8.00,,,,,
6989,08/30/2023 02:40:00,77.99,-31.38,8.00,,,,,
6990,08/30/2023 02:50:00,77.99,-31.06,7.99,,,,,
6991,08/30/2023 03:00:00,77.95,-30.58,7.98,,,,,
6992,08/30/2023 03:10:00,77.95,-30.52,7.98,,,,,
6993,08/30/2023 03:20:00,77.95,-30.33,7.97,,,,,
6994,08/30/2023 03:30:00,77.90,-30.36,7.98,,,,,
6995,08/30/2023 03:40:00,77.90,-30.13,7.97,,,,,
6996,08/30/2023 03:50:00,77.86,-30.00,7.97,,,,,
6997,08/30/2023 04:00:00,77.86,-29.89,7.97,,,,,
6998,08/30/2023 04:10:00,77.81,-29.84,7.97,,,,,
6999,08/30/2023 04:20:00,77.81,-30.06,7.97,,,,,
7000,08/30/2023 04:30:00,77.77,-30.13,7.97,,,,,
7001,08/30/2023 04:40:00,77.77,-30.25,7.97,,,,,
7002,08/30/2023 04:50:00,77.72,-30.22,7.97,,,,,
7003,08/30/2023 05:00:00,77.72,-30.30,7.97,,,,,
7004,08/30/2023 05:10:00,77.72,-30.03,7.97,,,,,
7005,08/30/2023 05:20:00,77.68,-29.97,7.97,,,,,
7006,08/30/2023 05:30:00,77.68,-29.81,7.97,,,,,
7007,08/30/2023 05:40:00,77.65,-29.94,7.97,,,,,
7008,08/30/2023 05:50:00,77.65,-29.89,7.97,,,,,
7009,08/30/2023 06:00:00,77.65,-29.78,7.96,,,,,
7010,08/30/2023 06:10:00,77.59,-29.86,7.97,,,,,
7011,08/30/2023 06:20:00,77.59,-29.86,7.97,,,,,
7012,08/30/2023 06:30:00,77.59,-29.91,7.97,,,,,
7013,08/30/2023 06:40:00,77.56,-29.91,7.97,,,,,
7014,08/30/2023 06:50:00,77.50,-29.99,7.97,,,,,
7015,08/30/2023 07:00:00,77.50,-30.17,7.97,,,,,
7016,08/30/2023 07:10:00,77.50,-30.27,7.97,,,,,
7017,08/30/2023 07:20:00,77.50,-30.11,7.97,,,,,
7018,08/30/2023 07:30:00,77.50,-30.20,7.97,,,,,
7019,08/30/2023 07:40:00,77.50,-30.22,7.97,,,,,
7020,08/30/2023 07:50:00,77.50,-30.47,7.98,,,,,
7021,08/30/2023 08:00:00,77.50,-30.47,7.98,,,,,
7022,08/30/2023 08:10:00,77.50,-30.53,7.98,,,,,
7023,08/30/2023 08:20:00,77.50,-30.63,7.98,,,,,
7024,08/30/2023 08:30:00,77.56,-30.45,7.98,,,,,
7025,08/30/2023 08:40:00,77.59,-30.66,7.98,,,,,
7026,08/30/2023 08:50:00,77.59,-30.64,7.98,,,,,
7027,08/30/2023 09:00:00,77.59,-30.84,7.99,,,,,
7028,08/30/2023 09:10:00,77.59,-31.19,7.99,,,,,
7029,08/30/2023 09:20:00,77.65,-31.78,8.00,,,,,
7030,08/30/2023 09:30:00,77.68,-31.39,8.00,,,,,
7031,08/30/2023 09:40:00,77.72,-31.89,8.01,,,,,
7032,08/30/2023 09:50:00,77.72,-32.31,8.02,,,,,
7033,08/30/2023 10:00:00,77.86,-34.66,8.06,,,,,
7034,08/30/2023 10:10:00,77.95,-35.64,8.08,,,,,
7035,08/30/2023 10:20:00,78.03,-37.61,8.12,,,,,
7036,08/30/2023 10:30:00,78.17,-40.14,8.17,,,,,
7037,08/30/2023 10:40:00,78.30,-41.74,8.20,,,,,
7038,08/30/2023 10:50:00,78.39,-43.70,8.24,,,,,
7039,08/30/2023 11:00:00,78.51,-45.58,8.28,,,,,
7040,08/30/2023 11:10:00,78.57,-46.61,8.30,,,,,
7041,08/30/2023 11:20:00,78.73,-49.81,8.36,,,,,
7042,08/30/2023 11:30:00,78.82,-49.13,8.35,,,,,
7043,08/30/2023 11:40:00,78.94,-49.53,8.36,,,,,
7044,08/30/2023 11:50:00,79.03,-50.83,8.38,,,,,
7045,08/30/2023 12:00:00,79.18,-51.70,8.40,,,,,
7046,08/30/2023 12:10:00,79.30,-52.11,8.41,,,,,
7047,08/30/2023 12:20:00,79.34,-49.03,8.35,,,,,
7048,08/30/2023 12:30:00,79.39,-50.42,8.38,,,,,
7049,08/30/2023 12:40:00,79.52,-52.85,8.42,,,,,
7050,08/30/2023 12:50:00,79.66,-54.61,8.46,,,,,
7051,08/30/2023 13:00:00,79.66,-52.11,8.41,,,,,
7052,08/30/2023 13:10:00,79.74,-51.95,8.41,,,,,
7053,08/30/2023 13:20:00,79.79,-54.20,8.45,,,,,
7054,08/30/2023 13:30:00,79.88,-55.33,8.47,,,,,
7055,08/30/2023 13:40:00,79.97,-54.20,8.45,,,,,
7056,08/30/2023 13:50:00,80.01,-52.38,8.41,,,,,
7057,08/30/2023 14:00:00,80.06,-48.78,8.34,,,,,
7058,08/30/2023 14:10:00,80.10,-46.03,8.29,,,,,
7059,08/30/2023 14:20:00,80.10,-46.19,8.29,,,,,
7060,08/30/2023 14:30:00,80.13,-47.02,8.31,,,,,
7061,08/30/2023 14:40:00,80.13,-47.63,8.32,,,,,
7062,08/30/2023 14:50:00,80.19,-49.17,8.35,,,,,
7063,08/30/2023 15:00:00,80.10,-48.78,8.34,,,,,
7064,08/30/2023 15:10:00,80.13,-48.30,8.33,,,,,
7065,08/30/2023 15:20:00,80.19,-49.02,8.35,,,,,
7066,08/30/2023 15:30:00,80.22,-49.88,8.36,,,,,
7067,08/30/2023 15:40:00,80.28,-50.52,8.38,,,,,
7068,08/30/2023 15:50:00,80.31,-51.11,8.39,,,,,
7069,08/30/2023 16:00:00,80.19,-49.58,8.36,,,,,
7070,08/30/2023 16:10:00,80.19,-49.50,8.35,,,,,
7071,08/30/2023 16:20:00,80.22,-49.24,8.35,,,,,
7072,08/30/2023 16:30:00,80.13,-49.31,8.35,,,,,
7073,08/30/2023 16:40:00,80.19,-49.33,8.35,,,,,
7074,08/30/2023 16:50:00,80.19,-48.89,8.34,,,,,
7075,08/30/2023 17:00:00,80.22,-49.16,8.35,,,,,
7076,08/30/2023 17:10:00,80.28,-48.08,8.33,,,,,
7077,08/30/2023 17:20:00,80.28,-48.00,8.32,,,,,
7078,08/30/2023 17:30:00,80.22,-47.19,8.31,,,,,
7079,08/30/2023 17:40:00,80.22,-47.80,8.32,,,,,
7080,08/30/2023 17:50:00,80.10,-46.56,8.30,,,,,
7081,08/30/2023 18:00:00,80.06,-45.92,8.28,,,,,
7082,08/30/2023 18:10:00,80.10,-45.33,8.27,,,,,
7083,08/30/2023 18:20:00,80.01,-44.64,8.26,,,,,
7084,08/30/2023 18:30:00,79.97,-44.22,8.25,,,,,
7085,08/30/2023 18:40:00,79.92,-43.35,8.23,,,,,
7086,08/30/2023 18:50:00,79.88,-42.75,8.22,,,,,
7087,08/30/2023 19:00:00,79.88,-42.10,8.21,,,,,
7088,08/30/2023 19:10:00,79.83,-41.60,8.20,,,,,
7089,08/30/2023 19:20:00,79.79,-41.24,8.19,,,,,
7090,08/30/2023 19:30:00,79.74,-40.89,8.18,,,,,
7091,08/30/2023 19:40:00,79.70,-40.31,8.17,,,,,
7092,08/30/2023 19:50:00,79.66,-39.89,8.16,,,,,
7093,08/30/2023 20:00:00,79.66,-39.42,8.15,,,,,
7094,08/30/2023 20:10:00,79.61,-38.81,8.14,,,,,
7095,08/30/2023 20:20:00,79.57,-38.94,8.14,,,,,
7096,08/30/2023 20:30:00,79.52,-38.27,8.13,,,,,
7097,08/30/2023 20:40:00,79.48,-37.49,8.12,,,,,
7098,08/30/2023 20:50:00,79.48,-37.14,8.11,,,,,
7099,08/30/2023 21:00:00,79.43,-37.19,8.11,,,,,
7100,08/30/2023 21:10:00,79.39,-36.45,8.10,,,,,
7101,08/30/2023 21:20:00,79.34,-35.99,8.09,,,,,
7102,08/30/2023 21:30:00,79.30,-36.02,8.09,,,,,
7103,08/30/2023 21:40:00,79.30,-35.84,8.08,,,,,
7104,08/30/2023 21:50:00,79.21,-35.52,8.08,,,,,
7105,08/30/2023 22:00:00,79.21,-35.05,8.07,,,,,
7106,08/30/2023 22:10:00,79.21,-34.78,8.06,,,,,
7107,08/30/2023 22:20:00,79.18,-34.28,8.05,,,,,
7108,08/30/2023 22:30:00,79.12,-33.69,8.04,,,,,
7109,08/30/2023 22:40:00,79.09,-33.52,8.04,,,,,
7110,08/30/2023 22:50:00,79.03,-33.22,8.03,,,,,
7111,08/30/2023 23:00:00,79.03,-32.86,8.02,,,,,
7112,08/30/2023 23:10:00,79.00,-32.70,8.02,,,,,
7113,08/30/2023 23:20:00,78.94,-32.06,8.01,,,,,
7114,08/30/2023 23:30:00,78.91,-31.95,8.01,,,,,
7115,08/30/2023 23:40:00,78.87,-32.19,8.01,,,,,
7116,08/30/2023 23:50:00,78.82,-31.66,8.00,,,,,
7117,08/31/2023 00:00:00,78.82,-31.92,8.01,,,,,
7118,08/31/2023 00:10:00,78.78,-31.88,8.00,,,,,
7119,08/31/2023 00:20:00,78.78,-31.63,8.00,,,,,
7120,08/31/2023 00:30:00,78.73,-31.06,7.99,,,,,
7121,08/31/2023 00:40:00,78.69,-30.91,7.99,,,,,
7122,08/31/2023 00:50:00,78.64,-30.67,7.98,,,,,
7123,08/31/2023 01:00:00,78.64,-30.38,7.97,,,,,
7124,08/31/2023 01:10:00,78.60,-30.20,7.97,,,,,
7125,08/31/2023 01:20:00,78.57,-30.16,7.97,,,,,
7126,08/31/2023 01:30:00,78.51,-30.03,7.97,,,,,
7127,08/31/2023 01:40:00,78.48,-30.00,7.97,,,,,
7128,08/31/2023 01:50:00,78.48,-29.84,7.96,,,,,
7129,08/31/2023 02:00:00,78.42,-29.72,7.96,,,,,
7130,08/31/2023 02:10:00,78.39,-29.78,7.96,,,,,
7131,08/31/2023 02:20:00,78.39,-29.56,7.96,,,,,
7132,08/31/2023 02:30:00,78.33,-29.44,7.96,,,,,
7133,08/31/2023 02:40:00,78.30,-29.59,7.96,,,,,
7134,08/31/2023 02:50:00,78.26,-29.72,7.96,,,,,
7135,08/31/2023 03:00:00,78.21,-29.64,7.96,,,,,
7136,08/31/2023 03:10:00,78.17,-29.49,7.96,,,,,
7137,08/31/2023 03:20:00,78.08,-29.92,7.97,,,,,
7138,08/31/2023 03:30:00,78.03,-29.69,7.96,,,,,
7139,08/31/2023 03:40:00,78.03,-29.61,7.96,,,,,
7140,08/31/2023 03:50:00,77.99,-29.49,7.96,,,,,
7141,08/31/2023 04:00:00,77.95,-29.64,7.96,,,,,
7142,08/31/2023 04:10:00,77.90,-29.52,7.96,,,,,
7143,08/31/2023 04:20:00,77.81,-29.61,7.96,,,,,
7144,08/31/2023 04:30:00,77.77,-29.52,7.96,,,,,
7145,08/31/2023 04:40:00,77.72,-29.36,7.96,,,,,
7146,08/31/2023 04:50:00,77.68,-29.80,7.96,,,,,
7147,08/31/2023 05:00:00,77.59,-29.97,7.97,,,,,
7148,08/31/2023 05:10:00,77.59,-29.67,7.96,,,,,
7149,08/31/2023 05:20:00,77.56,-29.81,7.97,,,,,
7150,08/31/2023 05:30:00,77.50,-29.89,7.97,,,,,
7151,08/31/2023 05:40:00,77.41,-30.03,7.97,,,,,
7152,08/31/2023 05:50:00,77.38,-29.95,7.97,,,,,
7153,08/31/2023 06:00:00,77.38,-30.08,7.97,,,,,
7154,08/31/2023 06:10:00,77.34,-30.09,7.97,,,,,
7155,08/31/2023 06:20:00,77.29,-30.05,7.97,,,,,
7156,08/31/2023 06:30:00,77.25,-30.00,7.97,,,,,
7157,08/31/2023 06:40:00,77.20,-29.99,7.97,,,,,
7158,08/31/2023 06:50:00,77.20,-30.11,7.97,,,,,
7159,08/31/2023 07:00:00,77.16,-29.91,7.97,,,,,
7160,08/31/2023 07:10:00,77.16,-30.08,7.97,,,,,
7161,08/31/2023 07:20:00,77.11,-30.05,7.97,,,,,
7162,08/31/2023 07:30:00,77.07,-29.94,7.97,,,,,
7163,08/31/2023 07:40:00,77.07,-29.91,7.97,,,,,
7164,08/31/2023 07:50:00,77.04,-30.28,7.98,,,,,
7165,08/31/2023 08:00:00,77.04,-30.52,7.98,,,,,
7166,08/31/2023 08:10:00,77.04,-30.25,7.98,,,,,
7167,08/31/2023 08:20:00,77.07,-30.20,7.97,,,,,
7168,08/31/2023 08:30:00,77.07,-30.05,7.97,,,,,
7169,08/31/2023 08:40:00,77.11,-30.30,7.98,,,,,
7170,08/31/2023 08:50:00,77.11,-30.58,7.98,,,,,
7171,08/31/2023 09:00:00,77.16,-30.88,7.99,,,,,
7172,08/31/2023 09:10:00,77.16,-31.14,7.99,,,,,
7173,08/31/2023 09:20:00,77.29,-32.61,8.02,,,,,
7174,08/31/2023 09:30:00,77.34,-32.95,8.03,,,,,
7175,08/31/2023 09:40:00,77.38,-33.47,8.04,,,,,
7176,08/31/2023 09:50:00,77.47,-34.25,8.05,,,,,
7177,08/31/2023 10:00:00,77.56,-34.56,8.06,,,,,
7178,08/31/2023 10:10:00,77.59,-34.34,8.06,,,,,
7179,08/31/2023 10:20:00,77.68,-36.88,8.11,,,,,
7180,08/31/2023 10:30:00,77.81,-37.28,8.12,,,,,
7181,08/31/2023 10:40:00,77.86,-39.80,8.17,,,,,
7182,08/31/2023 10:50:00,77.95,-40.75,8.18,,,,,
7183,08/31/2023 11:00:00,78.08,-44.08,8.25,,,,,
7184,08/31/2023 11:10:00,78.21,-42.38,8.22,,,,,
7185,08/31/2023 11:20:00,78.21,-39.06,8.15,,,,,
7186,08/31/2023 11:30:00,78.26,-45.11,8.27,,,,,
7187,08/31/2023 11:40:00,78.39,-46.33,8.30,,,,,
7188,08/31/2023 11:50:00,78.57,-49.72,8.36,,,,,
7189,08/31/2023 12:00:00,78.60,-49.83,8.37,,,,,
7190,08/31/2023 12:10:00,78.60,-47.64,8.32,,,,,
7191,08/31/2023 12:20:00,78.69,-47.81,8.32,,,,,
7192,08/31/2023 12:30:00,78.78,-50.25,8.37,,,,,
7193,08/31/2023 12:40:00,78.82,-47.49,8.32,,,,,
7194,08/31/2023 12:50:00,78.87,-50.86,8.39,,,,,
7195,08/31/2023 13:00:00,78.94,-48.38,8.34,,,,,
7196,08/31/2023 13:10:00,79.00,-50.75,8.38,,,,,
7197,08/31/2023 13:20:00,79.12,-51.85,8.40,,,,,
7198,08/31/2023 13:30:00,79.09,-52.75,8.42,,,,,
7199,08/31/2023 13:40:00,79.18,-55.00,8.47,,,,,
7200,08/31/2023 13:50:00,79.21,-51.72,8.40,,,,,
7201,08/31/2023 14:00:00,79.27,-48.77,8.34,,,,,
7202,08/31/2023 14:10:00,79.30,-49.74,8.36,,,,,
7203,08/31/2023 14:20:00,79.34,-49.16,8.35,,,,,
7204,08/31/2023 14:30:00,79.30,-46.89,8.30,,,,,
7205,08/31/2023 14:40:00,79.34,-47.52,8.32,,,,,
7206,08/31/2023 14:50:00,79.34,-47.25,8.31,,,,,
7207,08/31/2023 15:00:00,79.39,-47.92,8.33,,,,,
7208,08/31/2023 15:10:00,79.34,-46.69,8.30,,,,,
7209,08/31/2023 15:20:00,79.34,-45.81,8.28,,,,,
7210,08/31/2023 15:30:00,79.30,-45.69,8.28,,,,,
7211,08/31/2023 15:40:00,79.30,-45.42,8.28,,,,,
7212,08/31/2023 15:50:00,79.30,-45.80,8.28,,,,,
7213,08/31/2023 16:00:00,79.30,-46.25,8.29,,,,,
7214,08/31/2023 16:10:00,79.27,-45.97,8.29,,,,,
7215,08/31/2023 16:20:00,79.30,-45.88,8.28,,,,,
7216,08/31/2023 16:30:00,79.27,-45.69,8.28,,,,,
7217,08/31/2023 16:40:00,79.18,-44.49,8.26,,,,,
7218,08/31/2023 16:50:00,79.12,-43.69,8.24,,,,,
7219,08/31/2023 17:00:00,79.12,-43.89,8.25,,,,,
7220,08/31/2023 17:10:00,79.12,-44.47,8.26,,,,,
7221,08/31/2023 17:20:00,79.09,-43.42,8.24,,,,,
7222,08/31/2023 17:30:00,79.03,-41.89,8.21,,,,,
7223,08/31/2023 17:40:00,79.03,-41.53,8.20,,,,,
7224,08/31/2023 17:50:00,79.03,-39.81,8.16,,,,,
7225,08/31/2023 18:00:00,79.03,-41.10,8.19,,,,,
7226,08/31/2023 18:10:00,79.00,-40.38,8.17,,,,,
7227,08/31/2023 18:20:00,79.00,-40.28,8.17,,,,,
7228,08/31/2023 18:30:00,78.94,-40.70,8.18,,,,,
7229,08/31/2023 18:40:00,78.94,-40.74,8.18,,,,,
7230,08/31/2023 18:50:00,78.91,-40.66,8.18,,,,,
7231,08/31/2023 19:00:00,78.87,-40.02,8.17,,,,,
7232,08/31/2023 19:10:00,78.82,-40.72,8.18,,,,,
7233,08/31/2023 19:20:00,78.82,-39.97,8.17,,,,,
7234,08/31/2023 19:30:00,78.78,-39.72,8.16,,,,,
7235,08/31/2023 19:40:00,78.73,-39.27,8.15,,,,,
7236,08/31/2023 19:50:00,78.73,-38.80,8.14,,,,,
7237,08/31/2023 20:00:00,78.69,-38.95,8.15,,,,,
7238,08/31/2023 20:10:00,78.64,-38.45,8.14,,,,,
7239,08/31/2023 20:20:00,78.57,-38.89,8.15,,,,,
7240,08/31/2023 20:30:00,78.48,-38.36,8.14,,,,,
7241,08/31/2023 20:40:00,78.42,-38.27,8.13,,,,,
7242,08/31/2023 20:50:00,78.39,-37.81,8.12,,,,,
7243,08/31/2023 21:00:00,78.33,-38.00,8.13,,,,,
7244,08/31/2023 21:10:00,78.30,-37.69,8.12,,,,,
7245,08/31/2023 21:20:00,78.26,-37.44,8.12,,,,,
7246,08/31/2023 21:30:00,78.21,-37.39,8.12,,,,,
7247,08/31/2023 21:40:00,78.17,-36.95,8.11,,,,,
7248,08/31/2023 21:50:00,78.08,-36.83,8.11,,,,,
7249,08/31/2023 22:00:00,78.08,-36.25,8.09,,,,,
7250,08/31/2023 22:10:00,77.99,-36.17,8.09,,,,,
7251,08/31/2023 22:20:00,77.95,-36.24,8.09,,,,,
7252,08/31/2023 22:30:00,77.95,-35.50,8.08,,,,,
7253,08/31/2023 22:40:00,77.90,-35.24,8.07,,,,,
7254,08/31/2023 22:50:00,77.86,-35.11,8.07,,,,,
7255,08/31/2023 23:00:00,77.81,-34.30,8.06,,,,,
7256,08/31/2023 23:10:00,77.81,-34.16,8.05,,,,,
7257,08/31/2023 23:20:00,77.77,-33.74,8.04,,,,,
7258,08/31/2023 23:30:00,77.72,-33.64,8.04,,,,,
7259,08/31/2023 23:40:00,77.68,-33.28,8.03,,,,,
7260,08/31/2023 23:50:00,77.68,-32.74,8.02,,,,,
7261,09/01/2023 00:00:00,77.68,-32.41,8.02,,,,,
7262,09/01/2023 00:10:00,77.68,-31.99,8.01,,,,,
7263,09/01/2023 00:20:00,77.65,-31.22,7.99,,,,,
7264,09/01/2023 00:30:00,77.59,-30.84,7.99,,,,,
7265,09/01/2023 00:40:00,77.59,-30.49,7.98,,,,,
7266,09/01/2023 00:50:00,77.56,-30.81,7.99,,,,,
7267,09/01/2023 01:00:00,77.56,-30.49,7.98,,,,,
7268,09/01/2023 01:10:00,77.56,-30.31,7.98,,,,,
7269,09/01/2023 01:20:00,77.50,-30.08,7.97,,,,,
7270,09/01/2023 01:30:00,77.50,-29.92,7.97,,,,,
7271,09/01/2023 01:40:00,77.47,-29.99,7.97,,,,,
7272,09/01/2023 01:50:00,77.47,-30.20,7.97,,,,,
7273,09/01/2023 02:00:00,77.41,-30.52,7.98,,,,,
7274,09/01/2023 02:10:00,77.41,-30.16,7.97,,,,,
7275,09/01/2023 02:20:00,77.38,-30.16,7.97,,,,,
7276,09/01/2023 02:30:00,77.38,-30.13,7.97,,,,,
7277,09/01/2023 02:40:00,77.34,-30.22,7.97,,,,,
7278,09/01/2023 02:50:00,77.29,-29.56,7.96,,,,,
7279,09/01/2023 03:00:00,77.29,-29.77,7.96,,,,,
7280,09/01/2023 03:10:00,77.25,-29.72,7.96,,,,,
7281,09/01/2023 03:20:00,77.20,-30.11,7.97,,,,,
7282,09/01/2023 03:30:00,77.16,-30.11,7.97,,,,,
7283,09/01/2023 03:40:00,77.11,-30.16,7.97,,,,,
7284,09/01/2023 03:50:00,77.11,-30.31,7.98,,,,,
7285,09/01/2023 04:00:00,77.07,-30.58,7.98,,,,,
7286,09/01/2023 04:10:00,77.07,-30.61,7.98,,,,,
7287,09/01/2023 04:20:00,77.04,-30.19,7.97,,,,,
7288,09/01/2023 04:30:00,76.98,-30.47,7.98,,,,,
7289,09/01/2023 04:40:00,76.95,-30.24,7.97,,,,,
7290,09/01/2023 04:50:00,76.95,-29.99,7.97,,,,,
7291,09/01/2023 05:00:00,76.89,-29.89,7.97,,,,,
7292,09/01/2023 05:10:00,76.82,-30.19,7.97,,,,,
7293,09/01/2023 05:20:00,76.82,-30.02,7.97,,,,,
7294,09/01/2023 05:30:00,76.77,-29.92,7.97,,,,,
7295,09/01/2023 05:40:00,76.77,-30.03,7.97,,,,,
7296,09/01/2023 05:50:00,76.73,-29.88,7.97,,,,,
7297,09/01/2023 06:00:00,76.68,-30.00,7.97,,,,,
7298,09/01/2023 06:10:00,76.64,-29.80,7.97,,,,,
7299,09/01/2023 06:20:00,76.64,-29.94,7.97,,,,,
7300,09/01/2023 06:30:00,76.59,-29.97,7.97,,,,,
7301,09/01/2023 06:40:00,76.55,-29.97,7.97,,,,,
7302,09/01/2023 06:50:00,76.55,-29.77,7.97,,,,,
7303,09/01/2023 07:00:00,76.55,-29.67,7.96,,,,,
7304,09/01/2023 07:10:00,76.55,-29.84,7.97,,,,,
7305,09/01/2023 07:20:00,76.55,-29.83,7.97,,,,,
7306,09/01/2023 07:30:00,76.55,-29.56,7.96,,,,,
7307,09/01/2023 07:40:00,76.55,-29.83,7.97,,,,,
7308,09/01/2023 07:50:00,76.55,-29.95,7.97,,,,,
7309,09/01/2023 08:00:00,76.59,-29.84,7.97,,,,,
7310,09/01/2023 08:10:00,76.64,-30.25,7.98,,,,,
7311,09/01/2023 08:20:00,76.64,-30.14,7.97,,,,,
7312,09/01/2023 08:30:00,76.68,-30.28,7.98,,,,,
7313,09/01/2023 08:40:00,76.68,-30.55,7.98,,,,,
7314,09/01/2023 08:50:00,76.73,-30.56,7.98,,,,,
7315,09/01/2023 09:00:00,76.73,-31.00,7.99,,,,,
7316,09/01/2023 09:10:00,76.77,-31.45,8.00,,,,,
7317,09/01/2023 09:20:00,76.82,-31.45,8.00,,,,,
7318,09/01/2023 09:30:00,76.86,-31.84,8.01,,,,,
7319,09/01/2023 09:40:00,76.89,-32.03,8.01,,,,,
7320,09/01/2023 09:50:00,76.98,-33.41,8.04,,,,,
7321,09/01/2023 10:00:00,77.07,-34.34,8.06,,,,,
7322,09/01/2023 10:10:00,77.20,-35.58,8.08,,,,,
7323,09/01/2023 10:20:00,77.29,-37.22,8.11,,,,,
7324,09/01/2023 10:30:00,77.29,-35.38,8.08,,,,,
7325,09/01/2023 10:40:00,77.41,-38.38,8.14,,,,,
7326,09/01/2023 10:50:00,77.56,-39.83,8.17,,,,,
7327,09/01/2023 11:00:00,77.65,-41.33,8.20,,,,,
7328,09/01/2023 11:10:00,77.68,-39.63,8.16,,,,,
7329,09/01/2023 11:20:00,77.72,-40.56,8.18,,,,,
7330,09/01/2023 11:30:00,77.77,-38.92,8.15,,,,,
7331,09/01/2023 11:40:00,77.90,-43.67,8.24,,,,,
7332,09/01/2023 11:50:00,78.03,-45.14,8.27,,,,,
7333,09/01/2023 12:00:00,78.08,-43.95,8.25,,,,,
7334,09/01/2023 12:10:00,78.17,-44.72,8.26,,,,,
7335,09/01/2023 12:20:00,78.21,-39.77,8.16,,,,,
7336,09/01/2023 12:30:00,78.30,-39.69,8.16,,,,,
7337,09/01/2023 12:40:00,78.33,-39.74,8.16,,,,,
7338,09/01/2023 12:50:00,78.39,-39.99,8.17,,,,,
7339,09/01/2023 13:00:00,78.48,-43.94,8.25,,,,,
7340,09/01/2023 13:10:00,78.57,-44.91,8.27,,,,,
7341,09/01/2023 13:20:00,78.64,-44.33,8.25,,,,,
7342,09/01/2023 13:30:00,78.69,-47.44,8.32,,,,,
7343,09/01/2023 13:40:00,78.78,-46.06,8.29,,,,,
7344,09/01/2023 13:50:00,78.82,-50.41,8.38,,,,,
7345,09/01/2023 14:00:00,78.82,-48.63,8.34,,,,,
7346,09/01/2023 14:10:00,78.82,-47.08,8.31,,,,,
7347,09/01/2023 14:20:00,78.87,-45.83,8.28,,,,,
7348,09/01/2023 14:30:00,78.87,-46.41,8.30,,,,,
7349,09/01/2023 14:40:00,78.87,-46.41,8.30,,,,,
7350,09/01/2023 14:50:00,78.87,-45.19,8.27,,,,,
7351,09/01/2023 15:00:00,78.87,-43.72,8.24,,,,,
7352,09/01/2023 15:10:00,78.91,-45.30,8.27,,,,,
7353,09/01/2023 15:20:00,78.94,-45.42,8.28,,,,,
7354,09/01/2023 15:30:00,78.91,-45.02,8.27,,,,,
7355,09/01/2023 15:40:00,78.94,-46.24,8.29,,,,,
7356,09/01/2023 15:50:00,78.94,-46.14,8.29,,,,,
7357,09/01/2023 16:00:00,79.09,-47.41,8.32,,,,,
7358,09/01/2023 16:10:00,79.00,-46.53,8.30,,,,,
7359,09/01/2023 16:20:00,78.94,-46.14,8.29,,,,,
7360,09/01/2023 16:30:00,78.94,-46.05,8.29,,,,,
7361,09/01/2023 16:40:00,79.00,-46.44,8.30,,,,,
7362,09/01/2023 16:50:00,79.03,-45.41,8.28,,,,,
7363,09/01/2023 17:00:00,79.03,-45.55,8.28,,,,,
7364,09/01/2023 17:10:00,79.00,-44.72,8.26,,,,,
7365,09/01/2023 17:20:00,78.94,-44.95,8.27,,,,,
7366,09/01/2023 17:30:00,78.94,-45.00,8.27,,,,,
7367,09/01/2023 17:40:00,79.00,-44.49,8.26,,,,,
7368,09/01/2023 17:50:00,79.00,-43.88,8.25,,,,,
7369,09/01/2023 18:00:00,78.94,-42.99,8.23,,,,,
7370,09/01/2023 18:10:00,78.91,-42.14,8.21,,,,,
7371,09/01/2023 18:20:00,78.91,-41.49,8.20,,,,,
7372,09/01/2023 18:30:00,78.82,-41.67,8.20,,,,,
7373,09/01/2023 18:40:00,78.82,-41.63,8.20,,,,,
7374,09/01/2023 18:50:00,78.82,-40.64,8.18,,,,,
7375,09/01/2023 19:00:00,78.78,-40.44,8.18,,,,,
7376,09/01/2023 19:10:00,78.73,-40.17,8.17,,,,,
7377,09/01/2023 19:20:00,78.69,-39.50,8.16,,,,,
7378,09/01/2023 19:30:00,78.69,-38.92,8.15,,,,,
7379,09/01/2023 19:40:00,78.64,-38.95,8.15,,,,,
7380,09/01/2023 19:50:00,78.64,-38.70,8.14,,,,,
7381,09/01/2023 20:00:00,78.60,-38.34,8.13,,,,,
7382,09/01/2023 20:10:00,78.57,-38.28,8.13,,,,,
7383,09/01/2023 20:20:00,78.51,-37.99,8.13,,,,,
7384,09/01/2023 20:30:00,78.51,-37.20,8.11,,,,,
7385,09/01/2023 20:40:00,78.48,-36.91,8.11,,,,,
7386,09/01/2023 20:50:00,78.42,-37.16,8.11,,,,,
