#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,End of File
9053,10/01/2025 21:40:00,28.02,-29.75,7.49,,,,,
9054,10/01/2025 21:50:00,28.02,-29.52,7.48,,,,,
9055,10/01/2025 22:00:00,27.97,-29.44,7.48,,,,,
9056,10/01/2025 22:10:00,27.92,-29.39,7.48,,,,,
9057,10/01/2025 22:20:00,27.90,-29.49,7.48,,,,,
9058,10/01/2025 22:30:00,27.87,-29.34,7.48,,,,,
9059,10/01/2025 22:40:00,27.85,-29.24,7.48,,,,,
9060,10/01/2025 22:50:00,27.83,-29.30,7.48,,,,,
9061,10/01/2025 23:00:00,27.80,-29.09,7.48,,,,,
9062,10/01/2025 23:10:00,27.78,-29.16,7.48,,,,,
9063,10/01/2025 23:20:00,27.75,-29.20,7.48,,,,,
9064,10/01/2025 23:30:00,27.73,-29.05,7.47,,,,,
9065,10/01/2025 23:40:00,27.68,-29.08,7.48,,,,,
9066,10/01/2025 23:50:00,27.63,-28.88,7.47,,,,,
9067,10/02/2025 00:00:00,27.60,-28.92,7.47,,,,,
9068,10/02/2025 00:10:00,27.58,-28.86,7.47,,,,,
9069,10/02/2025 00:20:00,27.55,-28.83,7.47,,,,,
9070,10/02/2025 00:30:00,27.51,-28.92,7.47,,,,,
9071,10/02/2025 00:40:00,27.46,-28.89,7.47,,,,,
9072,10/02/2025 00:50:00,27.43,-28.80,7.47,,,,,
9073,10/02/2025 01:00:00,27.41,-28.84,7.47,,,,,
9074,10/02/2025 01:10:00,27.33,-28.99,7.47,,,,,
9075,10/02/2025 01:20:00,27.33,-28.86,7.47,,,,,
9076,10/02/2025 01:30:00,27.31,-28.92,7.47,,,,,
9077,10/02/2025 01:40:00,27.31,-28.88,7.47,,,,,
9078,10/02/2025 01:50:00,27.26,-28.88,7.47,,,,,
9079,10/02/2025 02:00:00,27.23,-28.75,7.47,,,,,
9080,10/02/2025 02:10:00,27.21,-28.66,7.47,,,,,
9081,10/02/2025 02:20:00,27.19,-28.74,7.47,,,,,
9082,10/02/2025 02:30:00,27.19,-28.58,7.47,,,,,
9083,10/02/2025 02:40:00,27.16,-28.16,7.46,,,,,
9084,10/02/2025 02:50:00,27.14,-28.20,7.46,,,,,
9085,10/02/2025 03:00:00,27.11,-27.83,7.45,,,,,
9086,10/02/2025 03:10:00,27.09,-27.75,7.45,,,,,
9087,10/02/2025 03:20:00,27.01,-27.95,7.46,,,,,
9088,10/02/2025 03:30:00,27.01,-27.86,7.45,,,,,
9089,10/02/2025 03:40:00,26.99,-28.02,7.46,,,,,
9090,10/02/2025 03:50:00,26.94,-28.16,7.46,,,,,
9091,10/02/2025 04:00:00,26.92,-28.14,7.46,,,,,
9092,10/02/2025 04:10:00,26.89,-28.13,7.46,,,,,
9093,10/02/2025 04:20:00,26.87,-28.14,7.46,,,,,
9094,10/02/2025 04:30:00,26.84,-28.17,7.46,,,,,
9095,10/02/2025 04:40:00,26.82,-28.22,7.46,,,,,
9096,10/02/2025 04:50:00,26.79,-28.20,7.46,,,,,
9097,10/02/2025 05:00:00,26.77,-28.17,7.46,,,,,
9098,10/02/2025 05:10:00,26.77,-28.16,7.46,,,,,
9099,10/02/2025 05:20:00,26.74,-28.08,7.46,,,,,
9100,10/02/2025 05:30:00,26.72,-28.14,7.46,,,,,
9101,10/02/2025 05:40:00,26.70,-28.13,7.46,,,,,
9102,10/02/2025 05:50:00,26.67,-28.13,7.46,,,,,
9103,10/02/2025 06:00:00,26.67,-28.05,7.46,,,,,
9104,10/02/2025 06:10:00,26.65,-28.09,7.46,,,,,
9105,10/02/2025 06:20:00,26.65,-27.94,7.46,,,,,
9106,10/02/2025 06:30:00,26.62,-27.91,7.45,,,,,
9107,10/02/2025 06:40:00,26.62,-27.70,7.45,,,,,
9108,10/02/2025 06:50:00,26.60,-27.66,7.45,,,,,
9109,10/02/2025 07:00:00,26.62,-27.19,7.44,,,,,
9110,10/02/2025 07:10:00,26.60,-27.30,7.44,,,,,
9111,10/02/2025 07:20:00,26.60,-27.16,7.44,,,,,
9112,10/02/2025 07:30:00,26.55,-27.08,7.44,,,,,
9113,10/02/2025 07:40:00,26.55,-27.53,7.45,,,,,
9114,10/02/2025 07:50:00,26.52,-27.44,7.45,,,,,
9115,10/02/2025 08:00:00,26.52,-29.67,7.49,,,,,
9116,10/02/2025 08:10:00,26.50,-29.03,7.48,,,,,
9117,10/02/2025 08:20:00,26.52,-29.17,7.48,,,,,
9118,10/02/2025 08:30:00,26.52,-31.47,7.52,,,,,
9119,10/02/2025 08:40:00,26.52,-33.03,7.55,,,,,
9120,10/02/2025 08:50:00,26.52,-37.31,7.63,,,,,
9121,10/02/2025 09:00:00,26.55,-46.53,7.81,,,,,
9122,10/02/2025 09:10:00,26.52,-48.75,7.85,,,,,
9123,10/02/2025 09:20:00,26.52,-61.64,8.09,,,,,
9124,10/02/2025 09:30:00,26.60,-67.64,8.20,,,,,
9125,10/02/2025 09:40:00,26.67,-72.27,8.29,,,,,
9126,10/02/2025 09:50:00,26.74,-76.22,8.37,,,,,
9127,10/02/2025 10:00:00,26.79,-74.85,8.34,,,,,
9128,10/02/2025 10:10:00,26.82,-68.63,8.22,,,,,
9129,10/02/2025 10:20:00,26.82,-65.60,8.17,,,,,
9130,10/02/2025 10:30:00,26.82,-52.97,7.93,,,,,
9131,10/02/2025 10:40:00,26.79,-53.05,7.93,,,,,
9132,10/02/2025 10:50:00,26.87,-63.39,8.12,,,,,
9133,10/02/2025 11:00:00,26.89,-64.78,8.15,,,,,
9134,10/02/2025 11:10:00,26.92,-59.63,8.05,,,,,
9135,10/02/2025 11:20:00,26.92,-60.13,8.06,,,,,
9136,10/02/2025 11:30:00,27.01,-64.49,8.14,,,,,
9137,10/02/2025 11:40:00,27.04,-65.49,8.16,,,,,
9138,10/02/2025 11:50:00,27.04,-66.35,8.18,,,,,
9139,10/02/2025 12:00:00,27.19,-75.14,8.34,,,,,
9140,10/02/2025 12:10:00,27.26,-78.06,8.40,,,,,
9141,10/02/2025 12:20:00,27.38,-76.75,8.37,,,,,
9142,10/02/2025 12:30:00,27.53,-80.92,8.45,,,,,
9143,10/02/2025 12:40:00,27.70,-83.71,8.50,,,,,
9144,10/02/2025 12:50:00,27.83,-85.85,8.54,,,,,
9145,10/02/2025 13:00:00,27.83,-79.30,8.42,,,,,
9146,10/02/2025 13:10:00,27.95,-82.32,8.48,,,,,
9147,10/02/2025 13:20:00,28.10,-79.58,8.42,,,,,
9148,10/02/2025 13:30:00,28.25,-86.14,8.55,,,,,
9149,10/02/2025 13:40:00,28.30,-86.96,8.56,,,,,
9150,10/02/2025 13:50:00,28.30,-77.94,8.39,,,,,
9151,10/02/2025 14:00:00,28.25,-67.21,8.19,,,,,
9152,10/02/2025 14:10:00,28.30,-60.80,8.07,,,,,
9153,10/02/2025 14:20:00,28.37,-59.91,8.05,,,,,
9154,10/02/2025 14:30:00,28.42,-57.85,8.01,,,,,
9155,10/02/2025 14:40:00,28.49,-56.00,7.98,,,,,
9156,10/02/2025 14:50:00,28.49,-52.83,7.92,,,,,
9157,10/02/2025 15:00:00,28.57,-49.45,7.86,,,,,
9158,10/02/2025 15:10:00,28.64,-47.41,7.82,,,,,
9159,10/02/2025 15:20:00,28.72,-46.56,7.80,,,,,
9160,10/02/2025 15:30:00,28.77,-45.63,7.78,,,,,
9161,10/02/2025 15:40:00,28.77,-45.60,7.78,,,,,
9162,10/02/2025 15:50:00,28.77,-43.14,7.74,,,,,
9163,10/02/2025 16:00:00,28.77,-42.13,7.72,,,,,
9164,10/02/2025 16:10:00,28.77,-40.34,7.68,,,,,
9165,10/02/2025 16:20:00,28.82,-41.25,7.70,,,,,
9166,10/02/2025 16:30:00,28.82,-40.38,7.69,,,,,
9167,10/02/2025 16:40:00,28.79,-39.89,7.68,,,,,
9168,10/02/2025 16:50:00,28.79,-39.53,7.67,,,,,
9169,10/02/2025 17:00:00,28.77,-39.77,7.67,,,,,
9170,10/02/2025 17:10:00,28.74,-39.53,7.67,,,,,
9171,10/02/2025 17:20:00,28.72,-38.80,7.66,,,,,
9172,10/02/2025 17:30:00,28.69,-38.92,7.66,,,,,
9173,10/02/2025 17:40:00,28.69,-37.72,7.64,,,,,
9174,10/02/2025 17:50:00,28.64,-36.66,7.62,,,,,
9175,10/02/2025 18:00:00,28.64,-36.03,7.60,,,,,
9176,10/02/2025 18:10:00,28.59,-35.33,7.59,,,,,
9177,10/02/2025 18:20:00,28.54,-34.89,7.58,,,,,
9178,10/02/2025 18:30:00,28.52,-34.41,7.57,,,,,
9179,10/02/2025 18:40:00,28.49,-33.13,7.55,,,,,
9180,10/02/2025 18:50:00,28.44,-33.42,7.56,,,,,
9181,10/02/2025 19:00:00,28.42,-33.16,7.55,,,,,
9182,10/02/2025 19:10:00,28.42,-32.36,7.54,,,,,
9183,10/02/2025 19:20:00,28.37,-31.58,7.52,,,,,
9184,10/02/2025 19:30:00,28.34,-31.34,7.52,,,,,
9185,10/02/2025 19:40:00,28.32,-31.16,7.51,,,,,
9186,10/02/2025 19:50:00,28.30,-30.44,7.50,,,,,
9187,10/02/2025 20:00:00,28.27,-30.42,7.50,,,,,
9188,10/02/2025 20:10:00,28.27,-29.84,7.49,,,,,
9189,10/02/2025 20:20:00,28.25,-29.86,7.49,,,,,
9190,10/02/2025 20:30:00,28.20,-29.94,7.49,,,,,
9191,10/02/2025 20:40:00,28.20,-29.86,7.49,,,,,
9192,10/02/2025 20:50:00,28.17,-29.41,7.48,,,,,
9193,10/02/2025 21:00:00,28.15,-29.25,7.48,,,,,
9194,10/02/2025 21:10:00,28.12,-29.24,7.48,,,,,
9195,10/02/2025 21:20:00,28.12,-29.03,7.47,,,,,
9196,10/02/2025 21:30:00,28.10,-29.05,7.47,,,,,
9197,10/02/2025 21:40:00,28.07,-28.88,7.47,,,,,
9198,10/02/2025 21:50:00,28.07,-28.70,7.47,,,,,
9199,10/02/2025 22:00:00,28.05,-28.47,7.46,,,,,
9200,10/02/2025 22:10:00,28.05,-28.30,7.46,,,,,
9201,10/02/2025 22:20:00,28.02,-28.30,7.46,,,,,
9202,10/02/2025 22:30:00,28.00,-28.20,7.46,,,,,
9203,10/02/2025 22:40:00,27.97,-28.33,7.46,,,,,
9204,10/02/2025 22:50:00,27.97,-28.33,7.46,,,,,
9205,10/02/2025 23:00:00,27.95,-28.05,7.46,,,,,
9206,10/02/2025 23:10:00,27.92,-28.00,7.45,,,,,
9207,10/02/2025 23:20:00,27.90,-28.02,7.46,,,,,
9208,10/02/2025 23:30:00,27.87,-28.19,7.46,,,,,
9209,10/02/2025 23:40:00,27.85,-28.28,7.46,,,,,
9210,10/02/2025 23:50:00,27.83,-28.17,7.46,,,,,
9211,10/03/2025 00:00:00,27.80,-28.00,7.45,,,,,
9212,10/03/2025 00:10:00,27.78,-28.09,7.46,,,,,
9213,10/03/2025 00:20:00,27.75,-28.00,7.45,,,,,
9214,10/03/2025 00:30:00,27.73,-27.86,7.45,,,,,
9215,10/03/2025 00:40:00,27.73,-27.89,7.45,,,,,
9216,10/03/2025 00:50:00,27.70,-27.81,7.45,,,,,
9217,10/03/2025 01:00:00,27.70,-27.59,7.45,,,,,
9218,10/03/2025 01:10:00,27.68,-27.86,7.45,,,,,
9219,10/03/2025 01:20:00,27.65,-27.97,7.45,,,,,
9220,10/03/2025 01:30:00,27.63,-27.77,7.45,,,,,
9221,10/03/2025 01:40:00,27.60,-27.58,7.45,,,,,
9222,10/03/2025 01:50:00,27.58,-27.45,7.44,,,,,
9223,10/03/2025 02:00:00,27.58,-27.47,7.45,,,,,
9224,10/03/2025 02:10:00,27.58,-27.84,7.45,,,,,
9225,10/03/2025 02:20:00,27.55,-27.95,7.45,,,,,
9226,10/03/2025 02:30:00,27.51,-27.92,7.45,,,,,
9227,10/03/2025 02:40:00,27.48,-27.67,7.45,,,,,
9228,10/03/2025 02:50:00,27.48,-27.64,7.45,,,,,
9229,10/03/2025 03:00:00,27.46,-27.67,7.45,,,,,
9230,10/03/2025 03:10:00,27.43,-27.89,7.45,,,,,
9231,10/03/2025 03:20:00,27.43,-27.81,7.45,,,,,
9232,10/03/2025 03:30:00,27.41,-27.81,7.45,,,,,
9233,10/03/2025 03:40:00,27.38,-27.72,7.45,,,,,
9234,10/03/2025 03:50:00,27.36,-27.61,7.45,,,,,
9235,10/03/2025 04:00:00,27.33,-27.53,7.45,,,,,
9236,10/03/2025 04:10:00,27.31,-27.56,7.45,,,,,
9237,10/03/2025 04:20:00,27.28,-27.59,7.45,,,,,
9238,10/03/2025 04:30:00,27.26,-27.70,7.45,,,,,
9239,10/03/2025 04:40:00,27.23,-27.70,7.45,,,,,
9240,10/03/2025 04:50:00,27.21,-27.67,7.45,,,,,
9241,10/03/2025 05:00:00,27.19,-27.64,7.45,,,,,
9242,10/03/2025 05:10:00,27.14,-27.69,7.45,,,,,
9243,10/03/2025 05:20:00,27.11,-27.89,7.45,,,,,
9244,10/03/2025 05:30:00,27.09,-27.83,7.45,,,,,
9245,10/03/2025 05:40:00,27.06,-27.80,7.45,,,,,
9246,10/03/2025 05:50:00,27.06,-27.92,7.45,,,,,
9247,10/03/2025 06:00:00,27.04,-28.14,7.46,,,,,
9248,10/03/2025 06:10:00,27.01,-28.06,7.46,,,,,
9249,10/03/2025 06:20:00,26.99,-28.20,7.46,,,,,
9250,10/03/2025 06:30:00,26.99,-27.92,7.45,,,,,
9251,10/03/2025 06:40:00,26.96,-28.17,7.46,,,,,
9252,10/03/2025 06:50:00,26.94,-28.14,7.46,,,,,
9253,10/03/2025 07:00:00,26.92,-28.02,7.46,,,,,
9254,10/03/2025 07:10:00,26.92,-28.13,7.46,,,,,
9255,10/03/2025 07:20:00,26.89,-28.06,7.46,,,,,
9256,10/03/2025 07:30:00,26.87,-28.25,7.46,,,,,
9257,10/03/2025 07:40:00,26.87,-28.24,7.46,,,,,
9258,10/03/2025 07:50:00,26.84,-28.14,7.46,,,,,
9259,10/03/2025 08:00:00,26.84,-28.52,7.47,,,,,
9260,10/03/2025 08:10:00,26.82,-28.81,7.47,,,,,
9261,10/03/2025 08:20:00,26.84,-30.94,7.51,,,,,
9262,10/03/2025 08:30:00,26.84,-32.50,7.54,,,,,
9263,10/03/2025 08:40:00,26.87,-37.17,7.63,,,,,
9264,10/03/2025 08:50:00,26.92,-51.49,7.90,,,,,
9265,10/03/2025 09:00:00,26.92,-41.47,7.71,,,,,
9266,10/03/2025 09:10:00,26.92,-41.22,7.71,,,,,
9267,10/03/2025 09:20:00,26.92,-44.03,7.76,,,,,
9268,10/03/2025 09:30:00,26.89,-38.52,7.65,,,,,
9269,10/03/2025 09:40:00,26.87,-37.25,7.63,,,,,
9270,10/03/2025 09:50:00,26.89,-41.89,7.72,,,,,
9271,10/03/2025 10:00:00,26.89,-42.14,7.72,,,,,
9272,10/03/2025 10:10:00,26.87,-40.13,7.68,,,,,
9273,10/03/2025 10:20:00,26.89,-43.22,7.74,,,,,
9274,10/03/2025 10:30:00,26.99,-58.41,8.03,,,,,
9275,10/03/2025 10:40:00,27.09,-67.63,8.20,,,,,
9276,10/03/2025 10:50:00,27.09,-58.27,8.03,,,,,
9277,10/03/2025 11:00:00,27.26,-71.74,8.28,,,,,
9278,10/03/2025 11:10:00,27.31,-70.21,8.25,,,,,
9279,10/03/2025 11:20:00,27.43,-75.96,8.36,,,,,
9280,10/03/2025 11:30:00,27.48,-73.72,8.32,,,,,
9281,10/03/2025 11:40:00,27.55,-68.05,8.21,,,,,
9282,10/03/2025 11:50:00,27.60,-65.31,8.16,,,,,
9283,10/03/2025 12:00:00,27.75,-75.92,8.36,,,,,
9284,10/03/2025 12:10:00,27.87,-78.67,8.41,,,,,
9285,10/03/2025 12:20:00,28.02,-78.30,8.40,,,,,
9286,10/03/2025 12:30:00,28.12,-77.47,8.38,,,,,
9287,10/03/2025 12:40:00,28.20,-77.21,8.38,,,,,
9288,10/03/2025 12:50:00,28.30,-77.02,8.37,,,,,
9289,10/03/2025 13:00:00,28.34,-72.53,8.29,,,,,
9290,10/03/2025 13:10:00,28.39,-68.89,8.22,,,,,
9291,10/03/2025 13:20:00,28.42,-66.11,8.17,,,,,
9292,10/03/2025 13:30:00,28.57,-82.42,8.47,,,,,
9293,10/03/2025 13:40:00,28.67,-84.82,8.52,,,,,
9294,10/03/2025 13:50:00,28.64,-75.30,8.34,,,,,
9295,10/03/2025 14:00:00,28.64,-69.47,8.23,,,,,
9296,10/03/2025 14:10:00,28.67,-65.21,8.15,,,,,
9297,10/03/2025 14:20:00,28.74,-60.06,8.05,,,,,
9298,10/03/2025 14:30:00,28.87,-58.41,8.02,,,,,
9299,10/03/2025 14:40:00,28.92,-53.64,7.93,,,,,
9300,10/03/2025 14:50:00,28.92,-50.75,7.88,,,,,
9301,10/03/2025 15:00:00,28.99,-48.00,7.83,,,,,
9302,10/03/2025 15:10:00,29.04,-45.89,7.79,,,,,
9303,10/03/2025 15:20:00,29.04,-44.53,7.76,,,,,
9304,10/03/2025 15:30:00,29.04,-44.67,7.77,,,,,
9305,10/03/2025 15:40:00,29.04,-43.49,7.74,,,,,
9306,10/03/2025 15:50:00,29.04,-42.25,7.72,,,,,
9307,10/03/2025 16:00:00,29.04,-41.27,7.70,,,,,
9308,10/03/2025 16:10:00,29.02,-41.94,7.71,,,,,
9309,10/03/2025 16:20:00,29.02,-41.42,7.70,,,,,
9310,10/03/2025 16:30:00,28.99,-41.05,7.70,,,,,
9311,10/03/2025 16:40:00,28.99,-41.66,7.71,,,,,
9312,10/03/2025 16:50:00,28.97,-40.95,7.70,,,,,
9313,10/03/2025 17:00:00,28.94,-39.39,7.67,,,,,
9314,10/03/2025 17:10:00,28.94,-38.08,7.64,,,,,
9315,10/03/2025 17:20:00,28.92,-37.44,7.63,,,,,
9316,10/03/2025 17:30:00,28.89,-37.30,7.63,,,,,
9317,10/03/2025 17:40:00,28.87,-36.11,7.61,,,,,
9318,10/03/2025 17:50:00,28.84,-35.69,7.60,,,,,
9319,10/03/2025 18:00:00,28.77,-35.63,7.60,,,,,
9320,10/03/2025 18:10:00,28.74,-34.77,7.58,,,,,
9321,10/03/2025 18:20:00,28.69,-34.49,7.58,,,,,
9322,10/03/2025 18:30:00,28.67,-34.28,7.57,,,,,
9323,10/03/2025 18:40:00,28.64,-33.14,7.55,,,,,
9324,10/03/2025 18:50:00,28.62,-32.52,7.54,,,,,
9325,10/03/2025 19:00:00,28.59,-32.03,7.53,,,,,
9326,10/03/2025 19:10:00,28.57,-31.77,7.52,,,,,
9327,10/03/2025 19:20:00,28.54,-31.22,7.51,,,,,
9328,10/03/2025 19:30:00,28.52,-30.91,7.51,,,,,
9329,10/03/2025 19:40:00,28.49,-31.00,7.51,,,,,
9330,10/03/2025 19:50:00,28.49,-30.31,7.50,,,,,
9331,10/03/2025 20:00:00,28.44,-30.39,7.50,,,,,
9332,10/03/2025 20:10:00,28.42,-30.17,7.49,,,,,
9333,10/03/2025 20:20:00,28.39,-29.89,7.49,,,,,
9334,10/03/2025 20:30:00,28.37,-30.14,7.49,,,,,
9335,10/03/2025 20:40:00,28.32,-30.00,7.49,,,,,
9336,10/03/2025 20:50:00,28.27,-30.13,7.49,,,,,
9337,10/03/2025 21:00:00,28.25,-30.00,7.49,,,,,
9338,10/03/2025 21:10:00,28.22,-29.41,7.48,,,,,
9339,10/03/2025 21:20:00,28.20,-29.13,7.48,,,,,
9340,10/03/2025 21:30:00,28.20,-29.06,7.47,,,,,
9341,10/03/2025 21:40:00,28.17,-29.08,7.47,,,,,
9342,10/03/2025 21:50:00,28.17,-28.69,7.47,,,,,
9343,10/03/2025 22:00:00,28.12,-28.84,7.47,,,,,
9344,10/03/2025 22:10:00,28.10,-28.75,7.47,,,,,
9345,10/03/2025 22:20:00,28.07,-28.89,7.47,,,,,
9346,10/03/2025 22:30:00,28.05,-28.86,7.47,,,,,
9347,10/03/2025 22:40:00,28.05,-28.72,7.47,,,,,
9348,10/03/2025 22:50:00,28.02,-28.58,7.47,,,,,
9349,10/03/2025 23:00:00,28.02,-28.42,7.46,,,,,
9350,10/03/2025 23:10:00,27.97,-28.50,7.46,,,,,
9351,10/03/2025 23:20:00,27.95,-28.53,7.46,,,,,
9352,10/03/2025 23:30:00,27.90,-28.47,7.46,,,,,
9353,10/03/2025 23:40:00,27.90,-28.41,7.46,,,,,
9354,10/03/2025 23:50:00,27.87,-28.47,7.46,,,,,
9355,10/04/2025 00:00:00,27.85,-28.41,7.46,,,,,
9356,10/04/2025 00:10:00,27.83,-28.44,7.46,,,,,
9357,10/04/2025 00:20:00,27.83,-28.50,7.46,,,,,
9358,10/04/2025 00:30:00,27.78,-28.45,7.46,,,,,
9359,10/04/2025 00:40:00,27.75,-28.42,7.46,,,,,
9360,10/04/2025 00:50:00,27.73,-28.45,7.46,,,,,
9361,10/04/2025 01:00:00,27.70,-28.50,7.46,,,,,
9362,10/04/2025 01:10:00,27.68,-28.49,7.46,,,,,
9363,10/04/2025 01:20:00,27.63,-28.55,7.47,,,,,
9364,10/04/2025 01:30:00,27.60,-28.55,7.47,,,,,
9365,10/04/2025 01:40:00,27.58,-28.74,7.47,,,,,
9366,10/04/2025 01:50:00,27.58,-28.56,7.47,,,,,
9367,10/04/2025 02:00:00,27.55,-28.55,7.47,,,,,
9368,10/04/2025 02:10:00,27.53,-28.41,7.46,,,,,
9369,10/04/2025 02:20:00,27.53,-28.36,7.46,,,,,
9370,10/04/2025 02:30:00,27.48,-28.42,7.46,,,,,
9371,10/04/2025 02:40:00,27.46,-28.47,7.46,,,,,
9372,10/04/2025 02:50:00,27.43,-28.45,7.46,,,,,
9373,10/04/2025 03:00:00,27.43,-28.39,7.46,,,,,
9374,10/04/2025 03:10:00,27.43,-28.42,7.46,,,,,
9375,10/04/2025 03:20:00,27.41,-28.38,7.46,,,,,
9376,10/04/2025 03:30:00,27.38,-28.28,7.46,,,,,
9377,10/04/2025 03:40:00,27.36,-28.33,7.46,,,,,
9378,10/04/2025 03:50:00,27.36,-28.20,7.46,,,,,
9379,10/04/2025 04:00:00,27.33,-28.22,7.46,,,,,
9380,10/04/2025 04:10:00,27.31,-28.24,7.46,,,,,
9381,10/04/2025 04:20:00,27.28,-28.03,7.46,,,,,
9382,10/04/2025 04:30:00,27.26,-28.16,7.46,,,,,
9383,10/04/2025 04:40:00,27.23,-28.22,7.46,,,,,
9384,10/04/2025 04:50:00,27.21,-28.14,7.46,,,,,
9385,10/04/2025 05:00:00,27.19,-28.16,7.46,,,,,
9386,10/04/2025 05:10:00,27.16,-28.19,7.46,,,,,
9387,10/04/2025 05:20:00,27.14,-28.11,7.46,,,,,
9388,10/04/2025 05:30:00,27.14,-28.02,7.46,,,,,
9389,10/04/2025 05:40:00,27.14,-28.03,7.46,,,,,
9390,10/04/2025 05:50:00,27.11,-27.92,7.45,,,,,
9391,10/04/2025 06:00:00,27.09,-27.80,7.45,,,,,
9392,10/04/2025 06:10:00,27.06,-27.92,7.45,,,,,
9393,10/04/2025 06:20:00,27.04,-27.84,7.45,,,,,
9394,10/04/2025 06:30:00,27.01,-27.84,7.45,,,,,
9395,10/04/2025 06:40:00,26.99,-27.72,7.45,,,,,
9396,10/04/2025 06:50:00,26.99,-27.78,7.45,,,,,
9397,10/04/2025 07:00:00,26.94,-28.09,7.46,,,,,
9398,10/04/2025 07:10:00,26.94,-28.16,7.46,,,,,
9399,10/04/2025 07:20:00,26.92,-28.42,7.46,,,,,
9400,10/04/2025 07:30:00,26.89,-28.47,7.47,,,,,
9401,10/04/2025 07:40:00,26.89,-28.34,7.46,,,,,
9402,10/04/2025 07:50:00,26.89,-28.33,7.46,,,,,
9403,10/04/2025 08:00:00,26.89,-28.52,7.47,,,,,
9404,10/04/2025 08:10:00,26.87,-28.56,7.47,,,,,
9405,10/04/2025 08:20:00,26.87,-28.44,7.46,,,,,
9406,10/04/2025 08:30:00,26.87,-28.67,7.47,,,,,
9407,10/04/2025 08:40:00,26.87,-33.16,7.55,,,,,
9408,10/04/2025 08:50:00,26.92,-44.05,7.76,,,,,
9409,10/04/2025 09:00:00,26.96,-49.85,7.87,,,,,
9410,10/04/2025 09:10:00,27.01,-55.20,7.97,,,,,
9411,10/04/2025 09:20:00,27.04,-57.45,8.01,,,,,
9412,10/04/2025 09:30:00,27.09,-65.61,8.16,,,,,
9413,10/04/2025 09:40:00,27.16,-67.99,8.21,,,,,
9414,10/04/2025 09:50:00,27.21,-69.92,8.25,,,,,
9415,10/04/2025 10:00:00,27.26,-69.27,8.23,,,,,
9416,10/04/2025 10:10:00,27.31,-65.86,8.17,,,,,
9417,10/04/2025 10:20:00,27.38,-64.11,8.14,,,,,
9418,10/04/2025 10:30:00,27.43,-65.64,8.16,,,,,
9419,10/04/2025 10:40:00,27.55,-67.10,8.19,,,,,
9420,10/04/2025 10:50:00,27.65,-64.10,8.13,,,,,
9421,10/04/2025 11:00:00,27.78,-69.49,8.23,,,,,
9422,10/04/2025 11:10:00,27.87,-75.53,8.35,,,,,
9423,10/04/2025 11:20:00,27.97,-77.88,8.39,,,,,
9424,10/04/2025 11:30:00,28.07,-78.69,8.41,,,,,
9425,10/04/2025 11:40:00,28.17,-80.52,8.44,,,,,
9426,10/04/2025 11:50:00,28.25,-78.86,8.41,,,,,
9427,10/04/2025 12:00:00,28.30,-72.83,8.30,,,,,
9428,10/04/2025 12:10:00,28.34,-71.78,8.28,,,,,
9429,10/04/2025 12:20:00,28.32,-63.72,8.12,,,,,
9430,10/04/2025 12:30:00,28.39,-66.86,8.18,,,,,
9431,10/04/2025 12:40:00,28.39,-62.06,8.09,,,,,
9432,10/04/2025 12:50:00,28.42,-63.22,8.11,,,,,
9433,10/04/2025 13:00:00,28.47,-66.17,8.17,,,,,
9434,10/04/2025 13:10:00,28.54,-65.41,8.16,,,,,
9435,10/04/2025 13:20:00,28.64,-69.92,8.24,,,,,
9436,10/04/2025 13:30:00,28.72,-70.06,8.24,,,,,
9437,10/04/2025 13:40:00,28.74,-65.30,8.15,,,,,
9438,10/04/2025 13:50:00,28.79,-64.19,8.13,,,,,
9439,10/04/2025 14:00:00,28.82,-61.86,8.09,,,,,
9440,10/04/2025 14:10:00,28.82,-54.35,7.95,,,,,
9441,10/04/2025 14:20:00,28.84,-50.06,7.87,,,,,
9442,10/04/2025 14:30:00,28.84,-49.50,7.86,,,,,
9443,10/04/2025 14:40:00,28.84,-46.33,7.80,,,,,
9444,10/04/2025 14:50:00,28.84,-43.38,7.74,,,,,
9445,10/04/2025 15:00:00,28.89,-42.17,7.72,,,,,
9446,10/04/2025 15:10:00,28.99,-41.11,7.70,,,,,
9447,10/04/2025 15:20:00,29.02,-40.75,7.69,,,,,
9448,10/04/2025 15:30:00,29.04,-40.39,7.69,,,,,
9449,10/04/2025 15:40:00,29.07,-39.52,7.67,,,,,
9450,10/04/2025 15:50:00,29.09,-38.95,7.66,,,,,
9451,10/04/2025 16:00:00,29.09,-38.80,7.66,,,,,
9452,10/04/2025 16:10:00,29.09,-37.77,7.64,,,,,
9453,10/04/2025 16:20:00,29.09,-37.84,7.64,,,,,
9454,10/04/2025 16:30:00,29.07,-37.66,7.63,,,,,
9455,10/04/2025 16:40:00,29.07,-37.45,7.63,,,,,
9456,10/04/2025 16:50:00,29.07,-37.70,7.63,,,,,
9457,10/04/2025 17:00:00,29.07,-38.33,7.65,,,,,
9458,10/04/2025 17:10:00,29.04,-37.91,7.64,,,,,
9459,10/04/2025 17:20:00,29.02,-37.50,7.63,,,,,
9460,10/04/2025 17:30:00,28.97,-36.99,7.62,,,,,
9461,10/04/2025 17:40:00,28.94,-36.33,7.61,,,,,
9462,10/04/2025 17:50:00,28.92,-35.91,7.60,,,,,
