#,Date et heure (HST),Température   (°C),Millivolts   (mv),pH   (pH),Démarré,Bouton Bas,Bouton Haut,Hôte connecté,Arrêté,Fin du fichier
8413,01/19/2025 13:00:00,23.57,-92.57,8.31,,,,,,
8414,01/19/2025 13:10:00,23.35,-82.60,8.14,,,,,,
8415,01/19/2025 13:20:00,23.40,-88.07,8.23,,,,,,
8416,01/19/2025 13:30:00,23.69,-102.88,8.49,,,,,,
8417,01/19/2025 13:40:00,23.81,-111.96,8.65,,,,,,
8418,01/19/2025 13:50:00,23.79,-111.86,8.65,,,,,,
8419,01/19/2025 14:00:00,23.79,-108.35,8.59,,,,,,
8420,01/19/2025 14:10:00,23.91,-115.02,8.70,,,,,,
8421,01/19/2025 14:20:00,23.74,-105.97,8.55,,,,,,
8422,01/19/2025 14:30:00,23.74,-104.80,8.53,,,,,,
8423,01/19/2025 14:40:00,23.88,-107.63,8.57,,,,,,
8424,01/19/2025 14:50:00,23.52,-83.58,8.15,,,,,,
8425,01/19/2025 15:00:00,23.45,-75.86,8.02,,,,,,
8426,01/19/2025 15:10:00,23.40,-71.14,7.93,,,,,,
8427,01/19/2025 15:20:00,23.40,-69.78,7.91,,,,,,
8428,01/19/2025 15:30:00,23.35,-68.22,7.88,,,,,,
8429,01/19/2025 15:40:00,23.33,-66.97,7.86,,,,,,
8430,01/19/2025 15:50:00,23.28,-63.60,7.80,,,,,,
8431,01/19/2025 16:00:00,23.28,-61.16,7.76,,,,,,
8432,01/19/2025 16:10:00,23.26,-59.11,7.72,,,,,,
8433,01/19/2025 16:20:00,23.23,-58.17,7.70,,,,,,
8434,01/19/2025 16:30:00,23.18,-56.50,7.67,,,,,,
8435,01/19/2025 16:40:00,23.18,-55.05,7.65,,,,,,
8436,01/19/2025 16:50:00,23.18,-54.70,7.64,,,,,,
8437,01/19/2025 17:00:00,23.16,-54.45,7.64,,,,,,
8438,01/19/2025 17:10:00,23.14,-52.70,7.61,,,,,,
8439,01/19/2025 17:20:00,23.09,-51.25,7.58,,,,,,
8440,01/19/2025 17:30:00,23.09,-50.10,7.56,,,,,,
8441,01/19/2025 17:40:00,23.06,-49.11,7.54,,,,,,
8442,01/19/2025 17:50:00,23.04,-47.80,7.52,,,,,,
8443,01/19/2025 18:00:00,23.02,-46.41,7.50,,,,,,
8444,01/19/2025 18:10:00,22.99,-45.50,7.48,,,,,,
8445,01/19/2025 18:20:00,22.97,-44.61,7.46,,,,,,
8446,01/19/2025 18:30:00,22.97,-43.81,7.45,,,,,,
8447,01/19/2025 18:40:00,22.94,-43.11,7.44,,,,,,
8448,01/19/2025 18:50:00,22.94,-42.61,7.43,,,,,,
8449,01/19/2025 19:00:00,22.92,-42.36,7.42,,,,,,
8450,01/19/2025 19:10:00,22.92,-42.10,7.42,,,,,,
8451,01/19/2025 19:20:00,22.90,-41.89,7.42,,,,,,
8452,01/19/2025 19:30:00,22.87,-41.77,7.41,,,,,,
8453,01/19/2025 19:40:00,22.90,-41.11,7.40,,,,,,
8454,01/19/2025 19:50:00,22.87,-41.11,7.40,,,,,,
8455,01/19/2025 20:00:00,22.90,-40.34,7.39,,,,,,
8456,01/19/2025 20:10:00,22.87,-40.41,7.39,,,,,,
8457,01/19/2025 20:20:00,22.85,-40.28,7.39,,,,,,
8458,01/19/2025 20:30:00,22.87,-39.42,7.37,,,,,,
8459,01/19/2025 20:40:00,22.92,-39.09,7.37,,,,,,
8460,01/19/2025 20:50:00,22.97,-38.14,7.35,,,,,,
8461,01/19/2025 21:00:00,22.99,-37.63,7.34,,,,,,
8462,01/19/2025 21:10:00,22.99,-37.45,7.34,,,,,,
8463,01/19/2025 21:20:00,22.99,-37.22,7.33,,,,,,
8464,01/19/2025 21:30:00,23.02,-36.95,7.33,,,,,,
8465,01/19/2025 21:40:00,23.02,-36.94,7.33,,,,,,
8466,01/19/2025 21:50:00,23.02,-36.78,7.33,,,,,,
8467,01/19/2025 22:00:00,23.02,-36.92,7.33,,,,,,
8468,01/19/2025 22:10:00,22.99,-36.81,7.33,,,,,,
8469,01/19/2025 22:20:00,22.99,-36.75,7.33,,,,,,
8470,01/19/2025 22:30:00,22.97,-36.72,7.32,,,,,,
8471,01/19/2025 22:40:00,22.97,-36.83,7.33,,,,,,
8472,01/19/2025 22:50:00,22.94,-37.08,7.33,,,,,,
8473,01/19/2025 23:00:00,22.94,-36.89,7.33,,,,,,
8474,01/19/2025 23:10:00,22.90,-37.88,7.35,,,,,,
8475,01/19/2025 23:20:00,22.82,-38.36,7.35,,,,,,
8476,01/19/2025 23:30:00,22.82,-37.89,7.35,,,,,,
8477,01/19/2025 23:40:00,22.82,-38.05,7.35,,,,,,
8478,01/19/2025 23:50:00,22.82,-38.16,7.35,,,,,,
8479,01/20/2025 00:00:00,22.87,-37.92,7.35,,,,,,
8480,01/20/2025 00:10:00,22.90,-37.88,7.35,,,,,,
8481,01/20/2025 00:20:00,22.90,-37.83,7.34,,,,,,
8482,01/20/2025 00:30:00,22.90,-37.52,7.34,,,,,,
8483,01/20/2025 00:40:00,22.90,-37.66,7.34,,,,,,
8484,01/20/2025 00:50:00,22.90,-37.72,7.34,,,,,,
8485,01/20/2025 01:00:00,22.90,-37.66,7.34,,,,,,
8486,01/20/2025 01:10:00,22.90,-37.45,7.34,,,,,,
8487,01/20/2025 01:20:00,22.90,-37.64,7.34,,,,,,
8488,01/20/2025 01:30:00,22.90,-37.66,7.34,,,,,,
8489,01/20/2025 01:40:00,22.87,-37.89,7.35,,,,,,
8490,01/20/2025 01:50:00,22.87,-37.83,7.34,,,,,,
8491,01/20/2025 02:00:00,22.87,-38.00,7.35,,,,,,
8492,01/20/2025 02:10:00,22.87,-38.08,7.35,,,,,,
8493,01/20/2025 02:20:00,22.87,-38.17,7.35,,,,,,
8494,01/20/2025 02:30:00,22.87,-38.33,7.35,,,,,,
8495,01/20/2025 02:40:00,22.85,-38.14,7.35,,,,,,
8496,01/20/2025 02:50:00,22.85,-38.16,7.35,,,,,,
8497,01/20/2025 03:00:00,22.85,-38.17,7.35,,,,,,
8498,01/20/2025 03:10:00,22.85,-38.05,7.35,,,,,,
8499,01/20/2025 03:20:00,22.85,-38.20,7.35,,,,,,
8500,01/20/2025 03:30:00,22.85,-38.19,7.35,,,,,,
8501,01/20/2025 03:40:00,22.85,-38.16,7.35,,,,,,
8502,01/20/2025 03:50:00,22.85,-38.16,7.35,,,,,,
8503,01/20/2025 04:00:00,22.82,-38.20,7.35,,,,,,
8504,01/20/2025 04:10:00,22.82,-38.24,7.35,,,,,,
8505,01/20/2025 04:20:00,22.82,-38.39,7.35,,,,,,
8506,01/20/2025 04:30:00,22.82,-38.42,7.36,,,,,,
8507,01/20/2025 04:40:00,22.80,-38.33,7.35,,,,,,
8508,01/20/2025 04:50:00,22.80,-38.45,7.36,,,,,,
8509,01/20/2025 05:00:00,22.78,-38.55,7.36,,,,,,
8510,01/20/2025 05:10:00,22.80,-38.06,7.35,,,,,,
8511,01/20/2025 05:20:00,22.82,-37.80,7.34,,,,,,
8512,01/20/2025 05:30:00,22.82,-37.88,7.35,,,,,,
8513,01/20/2025 05:40:00,22.82,-37.59,7.34,,,,,,
8514,01/20/2025 05:50:00,22.82,-37.86,7.35,,,,,,
8515,01/20/2025 06:00:00,22.87,-36.91,7.33,,,,,,
8516,01/20/2025 06:10:00,22.92,-36.02,7.31,,,,,,
8517,01/20/2025 06:20:00,22.97,-35.55,7.30,,,,,,
8518,01/20/2025 06:30:00,22.99,-35.16,7.30,,,,,,
8519,01/20/2025 06:40:00,23.02,-35.22,7.30,,,,,,
8520,01/20/2025 06:50:00,23.02,-35.19,7.30,,,,,,
8521,01/20/2025 07:00:00,23.04,-35.08,7.30,,,,,,
8522,01/20/2025 07:10:00,23.04,-34.83,7.29,,,,,,
8523,01/20/2025 07:20:00,23.04,-35.00,7.29,,,,,,
8524,01/20/2025 07:30:00,23.06,-35.09,7.30,,,,,,
8525,01/20/2025 07:40:00,23.06,-35.31,7.30,,,,,,
8526,01/20/2025 07:50:00,23.06,-36.00,7.31,,,,,,
8527,01/20/2025 08:00:00,23.09,-37.22,7.33,,,,,,
8528,01/20/2025 08:10:00,23.06,-38.11,7.35,,,,,,
8529,01/20/2025 08:20:00,23.06,-37.91,7.35,,,,,,
8530,01/20/2025 08:30:00,23.09,-39.66,7.38,,,,,,
8531,01/20/2025 08:40:00,23.06,-39.83,7.38,,,,,,
8532,01/20/2025 08:50:00,23.06,-40.92,7.40,,,,,,
8533,01/20/2025 09:00:00,23.06,-40.67,7.39,,,,,,
8534,01/20/2025 09:10:00,23.09,-42.17,7.42,,,,,,
8535,01/20/2025 09:20:00,23.09,-48.13,7.53,,,,,,
8536,01/20/2025 09:30:00,23.14,-52.17,7.60,,,,,,
8537,01/20/2025 09:40:00,23.11,-52.00,7.60,,,,,,
8538,01/20/2025 09:50:00,23.18,-56.13,7.67,,,,,,
8539,01/20/2025 10:00:00,23.14,-55.16,7.65,,,,,,
8540,01/20/2025 10:10:00,23.11,-53.83,7.63,,,,,,
8541,01/20/2025 10:20:00,23.16,-57.80,7.70,,,,,,
8542,01/20/2025 10:30:00,23.26,-68.17,7.88,,,,,,
8543,01/20/2025 10:40:00,23.28,-68.77,7.89,,,,,,
8544,01/20/2025 10:50:00,23.28,-68.99,7.89,,,,,,
8545,01/20/2025 11:00:00,23.33,-71.11,7.93,,,,,,
8546,01/20/2025 11:10:00,23.28,-70.56,7.92,,,,,,
8547,01/20/2025 11:20:00,23.42,-78.08,8.06,,,,,,
8548,01/20/2025 11:30:00,23.42,-79.66,8.08,,,,,,
8549,01/20/2025 11:40:00,23.38,-76.74,8.03,,,,,,
8550,01/20/2025 11:50:00,23.33,-74.56,7.99,,,,,,
8551,01/20/2025 12:00:00,23.33,-71.99,7.95,,,,,,
8552,01/20/2025 12:10:00,23.28,-68.49,7.89,,,,,,
8553,01/20/2025 12:20:00,23.30,-70.38,7.92,,,,,,
8554,01/20/2025 12:30:00,23.30,-69.50,7.90,,,,,,
8555,01/20/2025 12:40:00,23.38,-75.58,8.01,,,,,,
8556,01/20/2025 12:50:00,23.42,-81.89,8.12,,,,,,
8557,01/20/2025 13:00:00,23.35,-75.89,8.02,,,,,,
8558,01/20/2025 13:10:00,23.38,-76.86,8.03,,,,,,
8559,01/20/2025 13:20:00,23.33,-72.63,7.96,,,,,,
8560,01/20/2025 13:30:00,23.33,-73.24,7.97,,,,,,
8561,01/20/2025 13:40:00,23.30,-71.03,7.93,,,,,,
8562,01/20/2025 13:50:00,23.33,-72.21,7.95,,,,,,
8563,01/20/2025 14:00:00,23.28,-69.56,7.91,,,,,,
8564,01/20/2025 14:10:00,23.33,-74.97,8.00,,,,,,
8565,01/20/2025 14:20:00,23.54,-90.74,8.28,,,,,,
8566,01/20/2025 14:30:00,23.79,-104.58,8.52,,,,,,
8567,01/20/2025 14:40:00,23.47,-84.49,8.17,,,,,,
8568,01/20/2025 14:50:00,23.38,-79.10,8.07,,,,,,
8569,01/20/2025 15:00:00,23.38,-76.91,8.03,,,,,,
8570,01/20/2025 15:10:00,23.35,-75.16,8.00,,,,,,
8571,01/20/2025 15:20:00,23.35,-74.52,7.99,,,,,,
8572,01/20/2025 15:30:00,23.35,-74.05,7.98,,,,,,
8573,01/20/2025 15:40:00,23.33,-72.53,7.96,,,,,,
8574,01/20/2025 15:50:00,23.33,-72.05,7.95,,,,,,
8575,01/20/2025 16:00:00,23.33,-70.69,7.92,,,,,,
8576,01/20/2025 16:10:00,23.30,-68.03,7.88,,,,,,
8577,01/20/2025 16:20:00,23.28,-66.50,7.85,,,,,,
8578,01/20/2025 16:30:00,23.26,-64.91,7.82,,,,,,
8579,01/20/2025 16:40:00,23.23,-61.94,7.77,,,,,,
8580,01/20/2025 16:50:00,23.21,-59.78,7.73,,,,,,
8581,01/20/2025 17:00:00,23.18,-58.64,7.71,,,,,,
8582,01/20/2025 17:10:00,23.16,-56.81,7.68,,,,,,
8583,01/20/2025 17:20:00,23.14,-54.16,7.63,,,,,,
8584,01/20/2025 17:30:00,23.14,-53.20,7.62,,,,,,
8585,01/20/2025 17:40:00,23.11,-51.64,7.59,,,,,,
8586,01/20/2025 17:50:00,23.09,-49.94,7.56,,,,,,
8587,01/20/2025 18:00:00,23.06,-48.38,7.53,,,,,,
8588,01/20/2025 18:10:00,23.04,-47.08,7.51,,,,,,
8589,01/20/2025 18:20:00,23.04,-45.61,7.48,,,,,,
8590,01/20/2025 18:30:00,23.02,-44.45,7.46,,,,,,
8591,01/20/2025 18:40:00,23.02,-43.56,7.45,,,,,,
8592,01/20/2025 18:50:00,22.99,-42.95,7.44,,,,,,
8593,01/20/2025 19:00:00,22.99,-42.33,7.42,,,,,,
8594,01/20/2025 19:10:00,22.99,-41.89,7.42,,,,,,
8595,01/20/2025 19:20:00,22.97,-41.64,7.41,,,,,,
8596,01/20/2025 19:30:00,22.94,-41.39,7.41,,,,,,
8597,01/20/2025 19:40:00,22.94,-41.25,7.41,,,,,,
8598,01/20/2025 19:50:00,22.94,-40.77,7.40,,,,,,
8599,01/20/2025 20:00:00,22.92,-40.38,7.39,,,,,,
8600,01/20/2025 20:10:00,22.92,-40.24,7.39,,,,,,
8601,01/20/2025 20:20:00,22.90,-40.05,7.38,,,,,,
8602,01/20/2025 20:30:00,22.92,-39.67,7.38,,,,,,
8603,01/20/2025 20:40:00,22.94,-38.92,7.36,,,,,,
8604,01/20/2025 20:50:00,22.97,-37.92,7.35,,,,,,
8605,01/20/2025 21:00:00,22.99,-37.30,7.34,,,,,,
8606,01/20/2025 21:10:00,23.02,-36.77,7.33,,,,,,
8607,01/20/2025 21:20:00,23.02,-36.77,7.33,,,,,,
8608,01/20/2025 21:30:00,23.02,-36.42,7.32,,,,,,
8609,01/20/2025 21:40:00,23.04,-36.17,7.32,,,,,,
8610,01/20/2025 21:50:00,23.04,-35.97,7.31,,,,,,
8611,01/20/2025 22:00:00,23.04,-36.00,7.31,,,,,,
8612,01/20/2025 22:10:00,23.04,-35.94,7.31,,,,,,
8613,01/20/2025 22:20:00,23.04,-35.81,7.31,,,,,,
8614,01/20/2025 22:30:00,23.04,-35.67,7.31,,,,,,
8615,01/20/2025 22:40:00,23.04,-35.59,7.30,,,,,,
8616,01/20/2025 22:50:00,23.04,-35.75,7.31,,,,,,
8617,01/20/2025 23:00:00,23.06,-35.70,7.31,,,,,,
8618,01/20/2025 23:10:00,23.06,-35.55,7.30,,,,,,
8619,01/20/2025 23:20:00,23.06,-35.67,7.31,,,,,,
8620,01/20/2025 23:30:00,23.06,-35.59,7.30,,,,,,
8621,01/20/2025 23:40:00,23.06,-35.64,7.31,,,,,,
8622,01/20/2025 23:50:00,23.06,-35.52,7.30,,,,,,
8623,01/21/2025 00:00:00,23.06,-35.64,7.31,,,,,,
8624,01/21/2025 00:10:00,23.06,-35.77,7.31,,,,,,
8625,01/21/2025 00:20:00,23.06,-35.78,7.31,,,,,,
8626,01/21/2025 00:30:00,23.06,-35.59,7.30,,,,,,
8627,01/21/2025 00:40:00,23.06,-35.69,7.31,,,,,,
8628,01/21/2025 00:50:00,23.06,-35.78,7.31,,,,,,
8629,01/21/2025 01:00:00,23.06,-35.42,7.30,,,,,,
8630,01/21/2025 01:10:00,23.06,-35.49,7.30,,,,,,
8631,01/21/2025 01:20:00,23.06,-35.44,7.30,,,,,,
8632,01/21/2025 01:30:00,23.06,-35.25,7.30,,,,,,
8633,01/21/2025 01:40:00,23.06,-35.64,7.31,,,,,,
8634,01/21/2025 01:50:00,23.04,-35.56,7.30,,,,,,
8635,01/21/2025 02:00:00,23.04,-35.59,7.30,,,,,,
8636,01/21/2025 02:10:00,23.04,-35.16,7.30,,,,,,
8637,01/21/2025 02:20:00,23.02,-35.67,7.31,,,,,,
8638,01/21/2025 02:30:00,22.99,-35.80,7.31,,,,,,
8639,01/21/2025 02:40:00,22.97,-36.16,7.32,,,,,,
8640,01/21/2025 02:50:00,22.92,-36.28,7.32,,,,,,
8641,01/21/2025 03:00:00,22.87,-36.83,7.33,,,,,,
8642,01/21/2025 03:10:00,22.90,-36.74,7.33,,,,,,
8643,01/21/2025 03:20:00,22.90,-36.63,7.32,,,,,,
8644,01/21/2025 03:30:00,22.92,-36.42,7.32,,,,,,
8645,01/21/2025 03:40:00,22.92,-36.58,7.32,,,,,,
8646,01/21/2025 03:50:00,22.92,-36.58,7.32,,,,,,
8647,01/21/2025 04:00:00,22.92,-36.89,7.33,,,,,,
8648,01/21/2025 04:10:00,22.92,-36.97,7.33,,,,,,
8649,01/21/2025 04:20:00,22.92,-36.99,7.33,,,,,,
8650,01/21/2025 04:30:00,22.92,-36.86,7.33,,,,,,
8651,01/21/2025 04:40:00,22.92,-36.84,7.33,,,,,,
8652,01/21/2025 04:50:00,22.92,-36.45,7.32,,,,,,
8653,01/21/2025 05:00:00,22.92,-36.61,7.32,,,,,,
8654,01/21/2025 05:10:00,22.92,-36.74,7.33,,,,,,
8655,01/21/2025 05:20:00,22.90,-36.81,7.33,,,,,,
8656,01/21/2025 05:30:00,22.90,-36.81,7.33,,,,,,
8657,01/21/2025 05:40:00,22.90,-37.00,7.33,,,,,,
8658,01/21/2025 05:50:00,22.87,-37.28,7.34,,,,,,
8659,01/21/2025 06:00:00,22.87,-37.30,7.34,,,,,,
8660,01/21/2025 06:10:00,22.90,-37.17,7.33,,,,,,
8661,01/21/2025 06:20:00,22.90,-37.16,7.33,,,,,,
8662,01/21/2025 06:30:00,22.90,-37.03,7.33,,,,,,
8663,01/21/2025 06:40:00,22.90,-37.05,7.33,,,,,,
8664,01/21/2025 06:50:00,22.92,-36.81,7.33,,,,,,
8665,01/21/2025 07:00:00,22.94,-36.24,7.32,,,,,,
8666,01/21/2025 07:10:00,22.97,-36.02,7.31,,,,,,
8667,01/21/2025 07:20:00,22.99,-35.78,7.31,,,,,,
8668,01/21/2025 07:30:00,22.99,-35.66,7.31,,,,,,
8669,01/21/2025 07:40:00,22.99,-35.83,7.31,,,,,,
8670,01/21/2025 07:50:00,23.02,-36.05,7.31,,,,,,
8671,01/21/2025 08:00:00,23.02,-36.30,7.32,,,,,,
8672,01/21/2025 08:10:00,23.02,-36.63,7.32,,,,,,
8673,01/21/2025 08:20:00,23.02,-37.24,7.33,,,,,,
8674,01/21/2025 08:30:00,22.99,-37.89,7.35,,,,,,
8675,01/21/2025 08:40:00,22.99,-38.58,7.36,,,,,,
8676,01/21/2025 08:50:00,22.99,-39.33,7.37,,,,,,
8677,01/21/2025 09:00:00,22.97,-40.33,7.39,,,,,,
8678,01/21/2025 09:10:00,22.99,-41.28,7.41,,,,,,
8679,01/21/2025 09:20:00,23.02,-43.10,7.44,,,,,,
8680,01/21/2025 09:30:00,23.04,-44.00,7.45,,,,,,
8681,01/21/2025 09:40:00,23.04,-44.13,7.46,,,,,,
8682,01/21/2025 09:50:00,23.21,-49.77,7.56,,,,,,
8683,01/21/2025 10:00:00,23.14,-51.22,7.58,,,,,,
8684,01/21/2025 10:10:00,23.11,-51.60,7.59,,,,,,
8685,01/21/2025 10:20:00,23.11,-51.89,7.59,,,,,,
8686,01/21/2025 10:30:00,23.11,-54.08,7.63,,,,,,
8687,01/21/2025 10:40:00,23.40,-65.46,7.83,,,,,,
8688,01/21/2025 10:50:00,23.18,-61.71,7.77,,,,,,
8689,01/21/2025 11:00:00,23.50,-77.02,8.04,,,,,,
8690,01/21/2025 11:10:00,23.76,-93.24,8.32,,,,,,
8691,01/21/2025 11:20:00,23.81,-95.69,8.36,,,,,,
8692,01/21/2025 11:30:00,23.59,-87.89,8.23,,,,,,
8693,01/21/2025 11:40:00,23.45,-80.47,8.10,,,,,,
8694,01/21/2025 11:50:00,23.23,-70.41,7.92,,,,,,
8695,01/21/2025 12:00:00,23.21,-65.06,7.83,,,,,,
8696,01/21/2025 12:10:00,23.23,-65.06,7.83,,,,,,
8697,01/21/2025 12:20:00,23.21,-63.88,7.80,,,,,,
8698,01/21/2025 12:30:00,23.35,-71.33,7.94,,,,,,
8699,01/21/2025 12:40:00,23.42,-81.96,8.12,,,,,,
8700,01/21/2025 12:50:00,23.54,-90.39,8.27,,,,,,
8701,01/21/2025 13:00:00,23.57,-93.11,8.32,,,,,,
8702,01/21/2025 13:10:00,23.64,-95.36,8.36,,,,,,
8703,01/21/2025 13:20:00,23.52,-91.25,8.29,,,,,,
8704,01/21/2025 13:30:00,23.50,-90.64,8.28,,,,,,
8705,01/21/2025 13:40:00,23.62,-100.69,8.45,,,,,,
8706,01/21/2025 13:50:00,23.95,-114.50,8.70,,,,,,
8707,01/21/2025 14:00:00,23.98,-117.97,8.76,,,,,,
8708,01/21/2025 14:10:00,24.00,-116.52,8.73,,,,,,
8709,01/21/2025 14:20:00,23.86,-110.77,8.63,,,,,,
8710,01/21/2025 14:30:00,23.79,-101.89,8.47,,,,,,
8711,01/21/2025 14:40:00,23.81,-98.88,8.42,,,,,,
8712,01/21/2025 14:50:00,23.57,-85.72,8.19,,,,,,
8713,01/21/2025 15:00:00,23.47,-79.61,8.08,,,,,,
8714,01/21/2025 15:10:00,23.42,-76.10,8.02,,,,,,
8715,01/21/2025 15:20:00,23.42,-75.66,8.01,,,,,,
8716,01/21/2025 15:30:00,23.40,-75.19,8.00,,,,,,
8717,01/21/2025 15:40:00,23.35,-71.25,7.93,,,,,,
8718,01/21/2025 15:50:00,23.35,-71.25,7.93,,,,,,
8719,01/21/2025 16:00:00,23.35,-71.33,7.94,,,,,,
8720,01/21/2025 16:10:00,23.35,-72.41,7.96,,,,,,
8721,01/21/2025 16:20:00,23.33,-69.27,7.90,,,,,,
8722,01/21/2025 16:30:00,23.28,-65.77,7.84,,,,,,
8723,01/21/2025 16:40:00,23.28,-63.64,7.80,,,,,,
8724,01/21/2025 16:50:00,23.26,-62.38,7.78,,,,,,
8725,01/21/2025 17:00:00,23.26,-62.74,7.78,,,,,,
8726,01/21/2025 17:10:00,23.23,-59.72,7.73,,,,,,
8727,01/21/2025 17:20:00,23.21,-56.63,7.68,,,,,,
8728,01/21/2025 17:30:00,23.18,-54.22,7.63,,,,,,
8729,01/21/2025 17:40:00,23.16,-52.47,7.60,,,,,,
8730,01/21/2025 17:50:00,23.14,-50.35,7.57,,,,,,
8731,01/21/2025 18:00:00,23.11,-48.78,7.54,,,,,,
8732,01/21/2025 18:10:00,23.11,-46.80,7.50,,,,,,
8733,01/21/2025 18:20:00,23.09,-45.14,7.47,,,,,,
8734,01/21/2025 18:30:00,23.09,-43.58,7.45,,,,,,
8735,01/21/2025 18:40:00,23.06,-42.50,7.43,,,,,,
8736,01/21/2025 18:50:00,23.06,-41.75,7.41,,,,,,
8737,01/21/2025 19:00:00,23.06,-40.97,7.40,,,,,,
8738,01/21/2025 19:10:00,23.04,-40.55,7.39,,,,,,
8739,01/21/2025 19:20:00,23.04,-40.16,7.39,,,,,,
8740,01/21/2025 19:30:00,23.04,-39.92,7.38,,,,,,
8741,01/21/2025 19:40:00,23.02,-39.52,7.37,,,,,,
8742,01/21/2025 19:50:00,23.02,-39.19,7.37,,,,,,
8743,01/21/2025 20:00:00,23.02,-38.88,7.36,,,,,,
8744,01/21/2025 20:10:00,22.99,-38.66,7.36,,,,,,
8745,01/21/2025 20:20:00,22.99,-38.42,7.36,,,,,,
8746,01/21/2025 20:30:00,22.99,-37.81,7.34,,,,,,
8747,01/21/2025 20:40:00,22.99,-37.92,7.35,,,,,,
8748,01/21/2025 20:50:00,22.99,-37.44,7.34,,,,,,
8749,01/21/2025 21:00:00,23.02,-36.75,7.33,,,,,,
8750,01/21/2025 21:10:00,23.02,-36.34,7.32,,,,,,
8751,01/21/2025 21:20:00,23.02,-36.19,7.32,,,,,,
8752,01/21/2025 21:30:00,23.02,-35.84,7.31,,,,,,
8753,01/21/2025 21:40:00,23.02,-35.53,7.30,,,,,,
8754,01/21/2025 21:50:00,23.02,-35.44,7.30,,,,,,
8755,01/21/2025 22:00:00,23.04,-35.08,7.30,,,,,,
8756,01/21/2025 22:10:00,23.04,-34.92,7.29,,,,,,
8757,01/21/2025 22:20:00,23.04,-34.83,7.29,,,,,,
8758,01/21/2025 22:30:00,23.04,-34.63,7.29,,,,,,
8759,01/21/2025 22:40:00,23.04,-34.52,7.29,,,,,,
8760,01/21/2025 22:50:00,23.04,-34.50,7.29,,,,,,
8761,01/21/2025 23:00:00,23.06,-34.25,7.28,,,,,,
8762,01/21/2025 23:10:00,23.06,-34.19,7.28,,,,,,
8763,01/21/2025 23:20:00,23.06,-34.34,7.28,,,,,,
8764,01/21/2025 23:30:00,23.06,-34.19,7.28,,,,,,
8765,01/21/2025 23:40:00,23.06,-33.89,7.27,,,,,,
8766,01/21/2025 23:50:00,23.06,-33.84,7.27,,,,,,
8767,01/22/2025 00:00:00,23.06,-33.70,7.27,,,,,,
8768,01/22/2025 00:10:00,23.06,-33.81,7.27,,,,,,
8769,01/22/2025 00:20:00,23.06,-33.89,7.27,,,,,,
8770,01/22/2025 00:30:00,23.06,-33.91,7.28,,,,,,
8771,01/22/2025 00:40:00,23.09,-33.94,7.28,,,,,,
8772,01/22/2025 00:50:00,23.09,-34.17,7.28,,,,,,
8773,01/22/2025 01:00:00,23.09,-33.97,7.28,,,,,,
8774,01/22/2025 01:10:00,23.09,-34.16,7.28,,,,,,
8775,01/22/2025 01:20:00,23.09,-34.20,7.28,,,,,,
8776,01/22/2025 01:30:00,23.09,-34.11,7.28,,,,,,
8777,01/22/2025 01:40:00,23.09,-34.27,7.28,,,,,,
8778,01/22/2025 01:50:00,23.09,-34.22,7.28,,,,,,
8779,01/22/2025 02:00:00,23.09,-34.11,7.28,,,,,,
8780,01/22/2025 02:10:00,23.09,-33.81,7.27,,,,,,
8781,01/22/2025 02:20:00,23.09,-33.81,7.27,,,,,,
8782,01/22/2025 02:30:00,23.09,-33.72,7.27,,,,,,
8783,01/22/2025 02:40:00,23.09,-33.61,7.27,,,,,,
8784,01/22/2025 02:50:00,23.09,-33.38,7.27,,,,,,
8785,01/22/2025 03:00:00,23.09,-33.55,7.27,,,,,,
8786,01/22/2025 03:10:00,23.09,-33.58,7.27,,,,,,
8787,01/22/2025 03:20:00,23.09,-33.64,7.27,,,,,,
8788,01/22/2025 03:30:00,23.06,-33.53,7.27,,,,,,
8789,01/22/2025 03:40:00,23.06,-33.63,7.27,,,,,,
8790,01/22/2025 03:50:00,23.06,-33.49,7.27,,,,,,
8791,01/22/2025 04:00:00,23.04,-33.38,7.27,,,,,,
8792,01/22/2025 04:10:00,23.02,-33.89,7.27,,,,,,
8793,01/22/2025 04:20:00,22.99,-34.42,7.28,,,,,,
8794,01/22/2025 04:30:00,22.97,-34.91,7.29,,,,,,
8795,01/22/2025 04:40:00,22.99,-35.25,7.30,,,,,,
8796,01/22/2025 04:50:00,22.99,-35.11,7.30,,,,,,
8797,01/22/2025 05:00:00,22.99,-34.88,7.29,,,,,,
8798,01/22/2025 05:10:00,22.99,-34.56,7.29,,,,,,
8799,01/22/2025 05:20:00,22.99,-34.33,7.28,,,,,,
8800,01/22/2025 05:30:00,22.99,-34.08,7.28,,,,,,
8801,01/22/2025 05:40:00,22.99,-33.64,7.27,,,,,,
8802,01/22/2025 05:50:00,22.99,-34.33,7.28,,,,,,
8803,01/22/2025 06:00:00,22.99,-34.64,7.29,,,,,,
8804,01/22/2025 06:10:00,22.99,-34.39,7.28,,,,,,
8805,01/22/2025 06:20:00,22.99,-34.67,7.29,,,,,,
8806,01/22/2025 06:30:00,22.99,-34.63,7.29,,,,,,
8807,01/22/2025 06:40:00,22.99,-34.74,7.29,,,,,,
8808,01/22/2025 06:50:00,22.99,-34.41,7.28,,,,,,
8809,01/22/2025 07:00:00,22.99,-34.97,7.29,,,,,,
