"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Expired Sensor Cap (LGR S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
8590,10/04/25 04:30:00 PM,-888.88,-888.88,,,,,
8591,10/04/25 04:40:00 PM,-888.88,-888.88,,,,,
8592,10/04/25 04:50:00 PM,-888.88,-888.88,,,,,
8593,10/04/25 05:00:00 PM,-888.88,-888.88,,,,,
8594,10/04/25 05:10:00 PM,-888.88,-888.88,,,,,
8595,10/04/25 05:20:00 PM,-888.88,-888.88,,,,,
8596,10/04/25 05:30:00 PM,-888.88,-888.88,,,,,
8597,10/04/25 05:40:00 PM,-888.88,-888.88,,,,,
8598,10/04/25 05:50:00 PM,-888.88,-888.88,,,,,
8599,10/04/25 06:00:00 PM,-888.88,-888.88,,,,,
8600,10/04/25 06:10:00 PM,-888.88,-888.88,,,,,
8601,10/04/25 06:20:00 PM,-888.88,-888.88,,,,,
8602,10/04/25 06:30:00 PM,-888.88,-888.88,,,,,
8603,10/04/25 06:40:00 PM,-888.88,-888.88,,,,,
8604,10/04/25 06:50:00 PM,-888.88,-888.88,,,,,
8605,10/04/25 07:00:00 PM,-888.88,-888.88,,,,,
8606,10/04/25 07:10:00 PM,-888.88,-888.88,,,,,
8607,10/04/25 07:20:00 PM,-888.88,-888.88,,,,,
8608,10/04/25 07:30:00 PM,-888.88,-888.88,,,,,
8609,10/04/25 07:40:00 PM,-888.88,-888.88,,,,,
8610,10/04/25 07:50:00 PM,-888.88,-888.88,,,,,
8611,10/04/25 08:00:00 PM,-888.88,-888.88,,,,,
8612,10/04/25 08:10:00 PM,-888.88,-888.88,,,,,
8613,10/04/25 08:20:00 PM,-888.88,-888.88,,,,,
8614,10/04/25 08:30:00 PM,-888.88,-888.88,,,,,
8615,10/04/25 08:40:00 PM,-888.88,-888.88,,,,,
8616,10/04/25 08:50:00 PM,-888.88,-888.88,,,,,
8617,10/04/25 09:00:00 PM,-888.88,-888.88,,,,,
8618,10/04/25 09:10:00 PM,-888.88,-888.88,,,,,
8619,10/04/25 09:20:00 PM,-888.88,-888.88,,,,,
8620,10/04/25 09:30:00 PM,-888.88,-888.88,,,,,
8621,10/04/25 09:40:00 PM,-888.88,-888.88,,,,,
8622,10/04/25 09:50:00 PM,-888.88,-888.88,,,,,
8623,10/04/25 10:00:00 PM,-888.88,-888.88,,,,,
8624,10/04/25 10:10:00 PM,-888.88,-888.88,,,,,
8625,10/04/25 10:20:00 PM,-888.88,-888.88,,,,,
8626,10/04/25 10:30:00 PM,-888.88,-888.88,,,,,
8627,10/04/25 10:40:00 PM,-888.88,-888.88,,,,,
8628,10/04/25 10:50:00 PM,-888.88,-888.88,,,,,
8629,10/04/25 11:00:00 PM,-888.88,-888.88,,,,,
8630,10/04/25 11:10:00 PM,-888.88,-888.88,,,,,
8631,10/04/25 11:20:00 PM,-888.88,-888.88,,,,,
8632,10/04/25 11:30:00 PM,-888.88,-888.88,,,,,
8633,10/04/25 11:40:00 PM,-888.88,-888.88,,,,,
8634,10/04/25 11:50:00 PM,-888.88,-888.88,,,,,
8635,10/05/25 12:00:00 AM,-888.88,-888.88,,,,,
8636,10/05/25 12:10:00 AM,-888.88,-888.88,,,,,
8637,10/05/25 12:20:00 AM,-888.88,-888.88,,,,,
8638,10/05/25 12:30:00 AM,-888.88,-888.88,,,,,
8639,10/05/25 12:40:00 AM,-888.88,-888.88,,,,,
8640,10/05/25 12:50:00 AM,-888.88,-888.88,,,,,
8641,10/05/25 01:00:00 AM,-888.88,-888.88,,,,,
8642,10/05/25 01:10:00 AM,-888.88,-888.88,,,,,
8643,10/05/25 01:20:00 AM,-888.88,-888.88,,,,,
8644,10/05/25 01:30:00 AM,-888.88,-888.88,,,,,
8645,10/05/25 01:40:00 AM,-888.88,-888.88,,,,,
8646,10/05/25 01:50:00 AM,-888.88,-888.88,,,,,
8647,10/05/25 02:00:00 AM,-888.88,-888.88,,,,,
8648,10/05/25 02:10:00 AM,-888.88,-888.88,,,,,
8649,10/05/25 02:20:00 AM,-888.88,-888.88,,,,,
8650,10/05/25 02:30:00 AM,-888.88,-888.88,,,,,
8651,10/05/25 02:40:00 AM,-888.88,-888.88,,,,,
8652,10/05/25 02:50:00 AM,-888.88,-888.88,,,,,
8653,10/05/25 03:00:00 AM,-888.88,-888.88,,,,,
8654,10/05/25 03:10:00 AM,-888.88,-888.88,,,,,
8655,10/05/25 03:20:00 AM,-888.88,-888.88,,,,,
8656,10/05/25 03:30:00 AM,-888.88,-888.88,,,,,
8657,10/05/25 03:40:00 AM,-888.88,-888.88,,,,,
8658,10/05/25 03:50:00 AM,-888.88,-888.88,,,,,
8659,10/05/25 04:00:00 AM,-888.88,-888.88,,,,,
8660,10/05/25 04:10:00 AM,-888.88,-888.88,,,,,
8661,10/05/25 04:20:00 AM,-888.88,-888.88,,,,,
8662,10/05/25 04:30:00 AM,-888.88,-888.88,,,,,
8663,10/05/25 04:40:00 AM,-888.88,-888.88,,,,,
8664,10/05/25 04:50:00 AM,-888.88,-888.88,,,,,
8665,10/05/25 05:00:00 AM,-888.88,-888.88,,,,,
8666,10/05/25 05:10:00 AM,-888.88,-888.88,,,,,
8667,10/05/25 05:20:00 AM,-888.88,-888.88,,,,,
8668,10/05/25 05:30:00 AM,-888.88,-888.88,,,,,
8669,10/05/25 05:40:00 AM,-888.88,-888.88,,,,,
8670,10/05/25 05:50:00 AM,-888.88,-888.88,,,,,
8671,10/05/25 06:00:00 AM,-888.88,-888.88,,,,,
8672,10/05/25 06:10:00 AM,-888.88,-888.88,,,,,
8673,10/05/25 06:20:00 AM,-888.88,-888.88,,,,,
8674,10/05/25 06:30:00 AM,-888.88,-888.88,,,,,
8675,10/05/25 06:40:00 AM,-888.88,-888.88,,,,,
8676,10/05/25 06:50:00 AM,-888.88,-888.88,,,,,
8677,10/05/25 07:00:00 AM,-888.88,-888.88,,,,,
8678,10/05/25 07:10:00 AM,-888.88,-888.88,,,,,
8679,10/05/25 07:20:00 AM,-888.88,-888.88,,,,,
8680,10/05/25 07:30:00 AM,-888.88,-888.88,,,,,
8681,10/05/25 07:40:00 AM,-888.88,-888.88,,,,,
8682,10/05/25 07:50:00 AM,-888.88,-888.88,,,,,
8683,10/05/25 08:00:00 AM,-888.88,-888.88,,,,,
8684,10/05/25 08:10:00 AM,-888.88,-888.88,,,,,
8685,10/05/25 08:20:00 AM,-888.88,-888.88,,,,,
8686,10/05/25 08:30:00 AM,-888.88,-888.88,,,,,
8687,10/05/25 08:40:00 AM,-888.88,-888.88,,,,,
8688,10/05/25 08:50:00 AM,-888.88,-888.88,,,,,
8689,10/05/25 09:00:00 AM,-888.88,-888.88,,,,,
8690,10/05/25 09:10:00 AM,-888.88,-888.88,,,,,
8691,10/05/25 09:20:00 AM,-888.88,-888.88,,,,,
8692,10/05/25 09:30:00 AM,-888.88,-888.88,,,,,
8693,10/05/25 09:40:00 AM,-888.88,-888.88,,,,,
8694,10/05/25 09:50:00 AM,-888.88,-888.88,,,,,
8695,10/05/25 10:00:00 AM,-888.88,-888.88,,,,,
8696,10/05/25 10:10:00 AM,-888.88,-888.88,,,,,
8697,10/05/25 10:20:00 AM,-888.88,-888.88,,,,,
8698,10/05/25 10:30:00 AM,-888.88,-888.88,,,,,
8699,10/05/25 10:40:00 AM,-888.88,-888.88,,,,,
8700,10/05/25 10:50:00 AM,-888.88,-888.88,,,,,
8701,10/05/25 11:00:00 AM,-888.88,-888.88,,,,,
8702,10/05/25 11:10:00 AM,-888.88,-888.88,,,,,
8703,10/05/25 11:20:00 AM,-888.88,-888.88,,,,,
8704,10/05/25 11:30:00 AM,-888.88,-888.88,,,,,
8705,10/05/25 11:40:00 AM,-888.88,-888.88,,,,,
8706,10/05/25 11:50:00 AM,-888.88,-888.88,,,,,
8707,10/05/25 12:00:00 PM,-888.88,-888.88,,,,,
8708,10/05/25 12:10:00 PM,-888.88,-888.88,,,,,
8709,10/05/25 12:20:00 PM,-888.88,-888.88,,,,,
8710,10/05/25 12:30:00 PM,-888.88,-888.88,,,,,
8711,10/05/25 12:40:00 PM,-888.88,-888.88,,,,,
8712,10/05/25 12:50:00 PM,-888.88,-888.88,,,,,
8713,10/05/25 01:00:00 PM,-888.88,-888.88,,,,,
8714,10/05/25 01:10:00 PM,-888.88,-888.88,,,,,
8715,10/05/25 01:20:00 PM,-888.88,-888.88,,,,,
8716,10/05/25 01:30:00 PM,-888.88,-888.88,,,,,
8717,10/05/25 01:40:00 PM,-888.88,-888.88,,,,,
8718,10/05/25 01:50:00 PM,-888.88,-888.88,,,,,
8719,10/05/25 02:00:00 PM,-888.88,-888.88,,,,,
8720,10/05/25 02:10:00 PM,-888.88,-888.88,,,,,
8721,10/05/25 02:20:00 PM,-888.88,-888.88,,,,,
8722,10/05/25 02:30:00 PM,-888.88,-888.88,,,,,
8723,10/05/25 02:40:00 PM,-888.88,-888.88,,,,,
8724,10/05/25 02:50:00 PM,-888.88,-888.88,,,,,
8725,10/05/25 03:00:00 PM,-888.88,-888.88,,,,,
8726,10/05/25 03:10:00 PM,-888.88,-888.88,,,,,
8727,10/05/25 03:20:00 PM,-888.88,-888.88,,,,,
8728,10/05/25 03:30:00 PM,-888.88,-888.88,,,,,
8729,10/05/25 03:40:00 PM,-888.88,-888.88,,,,,
8730,10/05/25 03:50:00 PM,-888.88,-888.88,,,,,
8731,10/05/25 04:00:00 PM,-888.88,-888.88,,,,,
8732,10/05/25 04:10:00 PM,-888.88,-888.88,,,,,
8733,10/05/25 04:20:00 PM,-888.88,-888.88,,,,,
8734,10/05/25 04:30:00 PM,-888.88,-888.88,,,,,
8735,10/05/25 04:40:00 PM,-888.88,-888.88,,,,,
8736,10/05/25 04:50:00 PM,-888.88,-888.88,,,,,
8737,10/05/25 05:00:00 PM,-888.88,-888.88,,,,,
8738,10/05/25 05:10:00 PM,-888.88,-888.88,,,,,
8739,10/05/25 05:20:00 PM,-888.88,-888.88,,,,,
8740,10/05/25 05:30:00 PM,-888.88,-888.88,,,,,
8741,10/05/25 05:40:00 PM,-888.88,-888.88,,,,,
8742,10/05/25 05:50:00 PM,-888.88,-888.88,,,,,
8743,10/05/25 06:00:00 PM,-888.88,-888.88,,,,,
8744,10/05/25 06:10:00 PM,-888.88,-888.88,,,,,
8745,10/05/25 06:20:00 PM,-888.88,-888.88,,,,,
8746,10/05/25 06:30:00 PM,-888.88,-888.88,,,,,
8747,10/05/25 06:40:00 PM,-888.88,-888.88,,,,,
8748,10/05/25 06:50:00 PM,-888.88,-888.88,,,,,
8749,10/05/25 07:00:00 PM,-888.88,-888.88,,,,,
8750,10/05/25 07:10:00 PM,-888.88,-888.88,,,,,
8751,10/05/25 07:20:00 PM,-888.88,-888.88,,,,,
8752,10/05/25 07:30:00 PM,-888.88,-888.88,,,,,
8753,10/05/25 07:40:00 PM,-888.88,-888.88,,,,,
8754,10/05/25 07:50:00 PM,-888.88,-888.88,,,,,
8755,10/05/25 08:00:00 PM,-888.88,-888.88,,,,,
8756,10/05/25 08:10:00 PM,-888.88,-888.88,,,,,
8757,10/05/25 08:20:00 PM,-888.88,-888.88,,,,,
8758,10/05/25 08:30:00 PM,-888.88,-888.88,,,,,
8759,10/05/25 08:40:00 PM,-888.88,-888.88,,,,,
8760,10/05/25 08:50:00 PM,-888.88,-888.88,,,,,
8761,10/05/25 09:00:00 PM,-888.88,-888.88,,,,,
8762,10/05/25 09:10:00 PM,-888.88,-888.88,,,,,
8763,10/05/25 09:20:00 PM,-888.88,-888.88,,,,,
8764,10/05/25 09:30:00 PM,-888.88,-888.88,,,,,
8765,10/05/25 09:40:00 PM,-888.88,-888.88,,,,,
8766,10/05/25 09:50:00 PM,-888.88,-888.88,,,,,
8767,10/05/25 10:00:00 PM,-888.88,-888.88,,,,,
8768,10/05/25 10:10:00 PM,-888.88,-888.88,,,,,
8769,10/05/25 10:20:00 PM,-888.88,-888.88,,,,,
8770,10/05/25 10:30:00 PM,-888.88,-888.88,,,,,
8771,10/05/25 10:40:00 PM,-888.88,-888.88,,,,,
8772,10/05/25 10:50:00 PM,-888.88,-888.88,,,,,
8773,10/05/25 11:00:00 PM,-888.88,-888.88,,,,,
8774,10/05/25 11:10:00 PM,-888.88,-888.88,,,,,
8775,10/05/25 11:20:00 PM,-888.88,-888.88,,,,,
8776,10/05/25 11:30:00 PM,-888.88,-888.88,,,,,
8777,10/05/25 11:40:00 PM,-888.88,-888.88,,,,,
8778,10/05/25 11:50:00 PM,-888.88,-888.88,,,,,
8779,10/06/25 12:00:00 AM,-888.88,-888.88,,,,,
8780,10/06/25 12:10:00 AM,-888.88,-888.88,,,,,
8781,10/06/25 12:20:00 AM,-888.88,-888.88,,,,,
8782,10/06/25 12:30:00 AM,-888.88,-888.88,,,,,
8783,10/06/25 12:40:00 AM,-888.88,-888.88,,,,,
8784,10/06/25 12:50:00 AM,-888.88,-888.88,,,,,
8785,10/06/25 01:00:00 AM,-888.88,-888.88,,,,,
8786,10/06/25 01:10:00 AM,-888.88,-888.88,,,,,
8787,10/06/25 01:20:00 AM,-888.88,-888.88,,,,,
8788,10/06/25 01:30:00 AM,-888.88,-888.88,,,,,
8789,10/06/25 01:40:00 AM,-888.88,-888.88,,,,,
8790,10/06/25 01:50:00 AM,-888.88,-888.88,,,,,
8791,10/06/25 02:00:00 AM,-888.88,-888.88,,,,,
8792,10/06/25 02:10:00 AM,-888.88,-888.88,,,,,
8793,10/06/25 02:20:00 AM,-888.88,-888.88,,,,,
8794,10/06/25 02:30:00 AM,-888.88,-888.88,,,,,
8795,10/06/25 02:40:00 AM,-888.88,-888.88,,,,,
8796,10/06/25 02:50:00 AM,-888.88,-888.88,,,,,
8797,10/06/25 03:00:00 AM,-888.88,-888.88,,,,,
8798,10/06/25 03:10:00 AM,-888.88,-888.88,,,,,
8799,10/06/25 03:20:00 AM,-888.88,-888.88,,,,,
8800,10/06/25 03:30:00 AM,-888.88,-888.88,,,,,
8801,10/06/25 03:40:00 AM,-888.88,-888.88,,,,,
8802,10/06/25 03:50:00 AM,-888.88,-888.88,,,,,
8803,10/06/25 04:00:00 AM,-888.88,-888.88,,,,,
8804,10/06/25 04:10:00 AM,-888.88,-888.88,,,,,
8805,10/06/25 04:20:00 AM,-888.88,-888.88,,,,,
8806,10/06/25 04:30:00 AM,-888.88,-888.88,,,,,
8807,10/06/25 04:40:00 AM,-888.88,-888.88,,,,,
8808,10/06/25 04:50:00 AM,-888.88,-888.88,,,,,
8809,10/06/25 05:00:00 AM,-888.88,-888.88,,,,,
8810,10/06/25 05:10:00 AM,-888.88,-888.88,,,,,
8811,10/06/25 05:20:00 AM,-888.88,-888.88,,,,,
8812,10/06/25 05:30:00 AM,-888.88,-888.88,,,,,
8813,10/06/25 05:40:00 AM,-888.88,-888.88,,,,,
8814,10/06/25 05:50:00 AM,-888.88,-888.88,,,,,
8815,10/06/25 06:00:00 AM,-888.88,-888.88,,,,,
8816,10/06/25 06:10:00 AM,-888.88,-888.88,,,,,
8817,10/06/25 06:20:00 AM,-888.88,-888.88,,,,,
8818,10/06/25 06:30:00 AM,-888.88,-888.88,,,,,
8819,10/06/25 06:40:00 AM,-888.88,-888.88,,,,,
8820,10/06/25 06:50:00 AM,-888.88,-888.88,,,,,
8821,10/06/25 07:00:00 AM,-888.88,-888.88,,,,,
8822,10/06/25 07:10:00 AM,-888.88,-888.88,,,,,
8823,10/06/25 07:20:00 AM,-888.88,-888.88,,,,,
8824,10/06/25 07:30:00 AM,-888.88,-888.88,,,,,
8825,10/06/25 07:40:00 AM,-888.88,-888.88,,,,,
8826,10/06/25 07:50:00 AM,-888.88,-888.88,,,,,
8827,10/06/25 08:00:00 AM,-888.88,-888.88,,,,,
8828,10/06/25 08:10:00 AM,-888.88,-888.88,,,,,
8829,10/06/25 08:20:00 AM,-888.88,-888.88,,,,,
8830,10/06/25 08:30:00 AM,-888.88,-888.88,,,,,
8831,10/06/25 08:40:00 AM,-888.88,-888.88,,,,,
8832,10/06/25 08:50:00 AM,-888.88,-888.88,,,,,
8833,10/06/25 09:00:00 AM,-888.88,-888.88,,,,,
8834,10/06/25 09:10:00 AM,-888.88,-888.88,,,,,
8835,10/06/25 09:20:00 AM,-888.88,-888.88,,,,,
8836,10/06/25 09:30:00 AM,-888.88,-888.88,,,,,
8837,10/06/25 09:40:00 AM,-888.88,-888.88,,,,,
8838,10/06/25 09:50:00 AM,-888.88,-888.88,,,,,
8839,10/06/25 10:00:00 AM,-888.88,-888.88,,,,,
8840,10/06/25 10:10:00 AM,-888.88,-888.88,,,,,
8841,10/06/25 10:20:00 AM,-888.88,-888.88,,,,,
8842,10/06/25 10:30:00 AM,-888.88,-888.88,,,,,
8843,10/06/25 10:40:00 AM,-888.88,-888.88,,,,,
8844,10/06/25 10:50:00 AM,-888.88,-888.88,,,,,
8845,10/06/25 11:00:00 AM,-888.88,-888.88,,,,,
8846,10/06/25 11:10:00 AM,-888.88,-888.88,,,,,
8847,10/06/25 11:20:00 AM,-888.88,-888.88,,,,,
8848,10/06/25 11:30:00 AM,-888.88,-888.88,,,,,
8849,10/06/25 11:40:00 AM,-888.88,-888.88,,,,,
8850,10/06/25 11:50:00 AM,-888.88,-888.88,,,,,
8851,10/06/25 12:00:00 PM,-888.88,-888.88,,,,,
8852,10/06/25 12:10:00 PM,-888.88,-888.88,,,,,
8853,10/06/25 12:20:00 PM,-888.88,-888.88,,,,,
8854,10/06/25 12:30:00 PM,-888.88,-888.88,,,,,
8855,10/06/25 12:40:00 PM,-888.88,-888.88,,,,,
8856,10/06/25 12:50:00 PM,-888.88,-888.88,,,,,
8857,10/06/25 01:00:00 PM,-888.88,-888.88,,,,,
8858,10/06/25 01:10:00 PM,-888.88,-888.88,,,,,
8859,10/06/25 01:20:00 PM,-888.88,-888.88,,,,,
8860,10/06/25 01:30:00 PM,-888.88,-888.88,,,,,
8861,10/06/25 01:40:00 PM,-888.88,-888.88,,,,,
8862,10/06/25 01:50:00 PM,-888.88,-888.88,,,,,
8863,10/06/25 02:00:00 PM,-888.88,-888.88,,,,,
8864,10/06/25 02:10:00 PM,-888.88,-888.88,,,,,
8865,10/06/25 02:20:00 PM,-888.88,-888.88,,,,,
8866,10/06/25 02:30:00 PM,-888.88,-888.88,,,,,
8867,10/06/25 02:40:00 PM,-888.88,-888.88,,,,,
8868,10/06/25 02:50:00 PM,-888.88,-888.88,,,,,
8869,10/06/25 03:00:00 PM,-888.88,-888.88,,,,,
8870,10/06/25 03:10:00 PM,-888.88,-888.88,,,,,
8871,10/06/25 03:20:00 PM,-888.88,-888.88,,,,,
8872,10/06/25 03:30:00 PM,-888.88,-888.88,,,,,
8873,10/06/25 03:40:00 PM,-888.88,-888.88,,,,,
8874,10/06/25 03:50:00 PM,-888.88,-888.88,,,,,
8875,10/06/25 04:00:00 PM,-888.88,-888.88,,,,,
8876,10/06/25 04:10:00 PM,-888.88,-888.88,,,,,
8877,10/06/25 04:20:00 PM,-888.88,-888.88,,,,,
8878,10/06/25 04:30:00 PM,-888.88,-888.88,,,,,
8879,10/06/25 04:40:00 PM,-888.88,-888.88,,,,,
8880,10/06/25 04:50:00 PM,-888.88,-888.88,,,,,
8881,10/06/25 05:00:00 PM,-888.88,-888.88,,,,,
8882,10/06/25 05:10:00 PM,-888.88,-888.88,,,,,
8883,10/06/25 05:20:00 PM,-888.88,-888.88,,,,,
8884,10/06/25 05:30:00 PM,-888.88,-888.88,,,,,
8885,10/06/25 05:40:00 PM,-888.88,-888.88,,,,,
8886,10/06/25 05:50:00 PM,-888.88,-888.88,,,,,
8887,10/06/25 06:00:00 PM,-888.88,-888.88,,,,,
8888,10/06/25 06:10:00 PM,-888.88,-888.88,,,,,
8889,10/06/25 06:20:00 PM,-888.88,-888.88,,,,,
8890,10/06/25 06:30:00 PM,-888.88,-888.88,,,,,
8891,10/06/25 06:40:00 PM,-888.88,-888.88,,,,,
8892,10/06/25 06:50:00 PM,-888.88,-888.88,,,,,
8893,10/06/25 07:00:00 PM,-888.88,-888.88,,,,,
8894,10/06/25 07:10:00 PM,-888.88,-888.88,,,,,
8895,10/06/25 07:20:00 PM,-888.88,-888.88,,,,,
8896,10/06/25 07:30:00 PM,-888.88,-888.88,,,,,
8897,10/06/25 07:40:00 PM,-888.88,-888.88,,,,,
8898,10/06/25 07:50:00 PM,-888.88,-888.88,,,,,
8899,10/06/25 08:00:00 PM,-888.88,-888.88,,,,,
8900,10/06/25 08:10:00 PM,-888.88,-888.88,,,,,
8901,10/06/25 08:20:00 PM,-888.88,-888.88,,,,,
8902,10/06/25 08:30:00 PM,-888.88,-888.88,,,,,
8903,10/06/25 08:40:00 PM,-888.88,-888.88,,,,,
8904,10/06/25 08:50:00 PM,-888.88,-888.88,,,,,
8905,10/06/25 09:00:00 PM,-888.88,-888.88,,,,,
8906,10/06/25 09:10:00 PM,-888.88,-888.88,,,,,
8907,10/06/25 09:20:00 PM,-888.88,-888.88,,,,,
8908,10/06/25 09:30:00 PM,-888.88,-888.88,,,,,
8909,10/06/25 09:40:00 PM,-888.88,-888.88,,,,,
8910,10/06/25 09:50:00 PM,-888.88,-888.88,,,,,
8911,10/06/25 10:00:00 PM,-888.88,-888.88,,,,,
8912,10/06/25 10:10:00 PM,-888.88,-888.88,,,,,
8913,10/06/25 10:20:00 PM,-888.88,-888.88,,,,,
8914,10/06/25 10:30:00 PM,-888.88,-888.88,,,,,
8915,10/06/25 10:40:00 PM,-888.88,-888.88,,,,,
8916,10/06/25 10:50:00 PM,-888.88,-888.88,,,,,
8917,10/06/25 11:00:00 PM,-888.88,-888.88,,,,,
8918,10/06/25 11:10:00 PM,-888.88,-888.88,,,,,
8919,10/06/25 11:20:00 PM,-888.88,-888.88,,,,,
8920,10/06/25 11:30:00 PM,-888.88,-888.88,,,,,
8921,10/06/25 11:40:00 PM,-888.88,-888.88,,,,,
8922,10/06/25 11:50:00 PM,-888.88,-888.88,,,,,
8923,10/07/25 12:00:00 AM,-888.88,-888.88,,,,,
8924,10/07/25 12:10:00 AM,-888.88,-888.88,,,,,
8925,10/07/25 12:20:00 AM,-888.88,-888.88,,,,,
8926,10/07/25 12:30:00 AM,-888.88,-888.88,,,,,
8927,10/07/25 12:40:00 AM,-888.88,-888.88,,,,,
8928,10/07/25 12:50:00 AM,-888.88,-888.88,,,,,
8929,10/07/25 01:00:00 AM,-888.88,-888.88,,,,,
8930,10/07/25 01:10:00 AM,-888.88,-888.88,,,,,
8931,10/07/25 01:20:00 AM,-888.88,-888.88,,,,,
8932,10/07/25 01:30:00 AM,-888.88,-888.88,,,,,
8933,10/07/25 01:40:00 AM,-888.88,-888.88,,,,,
8934,10/07/25 01:50:00 AM,-888.88,-888.88,,,,,
8935,10/07/25 02:00:00 AM,-888.88,-888.88,,,,,
8936,10/07/25 02:10:00 AM,-888.88,-888.88,,,,,
8937,10/07/25 02:20:00 AM,-888.88,-888.88,,,,,
8938,10/07/25 02:30:00 AM,-888.88,-888.88,,,,,
8939,10/07/25 02:40:00 AM,-888.88,-888.88,,,,,
8940,10/07/25 02:50:00 AM,-888.88,-888.88,,,,,
8941,10/07/25 03:00:00 AM,-888.88,-888.88,,,,,
8942,10/07/25 03:10:00 AM,-888.88,-888.88,,,,,
8943,10/07/25 03:20:00 AM,-888.88,-888.88,,,,,
8944,10/07/25 03:30:00 AM,-888.88,-888.88,,,,,
8945,10/07/25 03:40:00 AM,-888.88,-888.88,,,,,
8946,10/07/25 03:50:00 AM,-888.88,-888.88,,,,,
8947,10/07/25 04:00:00 AM,-888.88,-888.88,,,,,
8948,10/07/25 04:10:00 AM,-888.88,-888.88,,,,,
8949,10/07/25 04:20:00 AM,-888.88,-888.88,,,,,
8950,10/07/25 04:30:00 AM,-888.88,-888.88,,,,,
8951,10/07/25 04:40:00 AM,-888.88,-888.88,,,,,
8952,10/07/25 04:50:00 AM,-888.88,-888.88,,,,,
8953,10/07/25 05:00:00 AM,-888.88,-888.88,,,,,
8954,10/07/25 05:10:00 AM,-888.88,-888.88,,,,,
8955,10/07/25 05:20:00 AM,-888.88,-888.88,,,,,
8956,10/07/25 05:30:00 AM,-888.88,-888.88,,,,,
8957,10/07/25 05:40:00 AM,-888.88,-888.88,,,,,
8958,10/07/25 05:50:00 AM,-888.88,-888.88,,,,,
8959,10/07/25 06:00:00 AM,-888.88,-888.88,,,,,
8960,10/07/25 06:10:00 AM,-888.88,-888.88,,,,,
8961,10/07/25 06:20:00 AM,-888.88,-888.88,,,,,
8962,10/07/25 06:30:00 AM,-888.88,-888.88,,,,,
8963,10/07/25 06:40:00 AM,-888.88,-888.88,,,,,
8964,10/07/25 06:50:00 AM,-888.88,-888.88,,,,,
8965,10/07/25 07:00:00 AM,-888.88,-888.88,,,,,
8966,10/07/25 07:10:00 AM,-888.88,-888.88,,,,,
8967,10/07/25 07:20:00 AM,-888.88,-888.88,,,,,
8968,10/07/25 07:30:00 AM,-888.88,-888.88,,,,,
8969,10/07/25 07:40:00 AM,-888.88,-888.88,,,,,
8970,10/07/25 07:50:00 AM,-888.88,-888.88,,,,,
8971,10/07/25 08:00:00 AM,-888.88,-888.88,,,,,
8972,10/07/25 08:10:00 AM,-888.88,-888.88,,,,,
8973,10/07/25 08:20:00 AM,-888.88,-888.88,,,,,
8974,10/07/25 08:30:00 AM,-888.88,-888.88,,,,,
8975,10/07/25 08:40:00 AM,-888.88,-888.88,,,,,
8976,10/07/25 08:50:00 AM,-888.88,-888.88,,,,,
8977,10/07/25 09:00:00 AM,-888.88,-888.88,,,,,
8978,10/07/25 09:10:00 AM,-888.88,-888.88,,,,,
8979,10/07/25 09:20:00 AM,-888.88,-888.88,,,,,
8980,10/07/25 09:30:00 AM,-888.88,-888.88,,,,,
8981,10/07/25 09:40:00 AM,-888.88,-888.88,,,,,
8982,10/07/25 09:50:00 AM,-888.88,-888.88,,,,,
8983,10/07/25 10:00:00 AM,-888.88,-888.88,,,,,
8984,10/07/25 10:10:00 AM,-888.88,-888.88,,,,,
8985,10/07/25 10:20:00 AM,-888.88,-888.88,,,,,
8986,10/07/25 10:30:00 AM,-888.88,-888.88,,,,,
8987,10/07/25 10:40:00 AM,-888.88,-888.88,,,,,
8988,10/07/25 10:50:00 AM,-888.88,-888.88,,,,,
8989,10/07/25 11:00:00 AM,-888.88,-888.88,,,,,
8990,10/07/25 11:10:00 AM,-888.88,-888.88,,,,,
8991,10/07/25 11:20:00 AM,-888.88,-888.88,,,,,
8992,10/07/25 11:30:00 AM,-888.88,-888.88,,,,,
8993,10/07/25 11:40:00 AM,-888.88,-888.88,,,,,
8994,10/07/25 11:50:00 AM,-888.88,-888.88,,,,,
8995,10/07/25 12:00:00 PM,-888.88,-888.88,,,,,
8996,10/07/25 12:10:00 PM,-888.88,-888.88,,,,,
8997,10/07/25 12:20:00 PM,-888.88,-888.88,,,,,
8998,10/07/25 12:30:00 PM,-888.88,-888.88,,,,,
8999,10/07/25 12:40:00 PM,-888.88,-888.88,,,,,
9000,10/07/25 12:50:00 PM,-888.88,-888.88,,,,,
9001,10/07/25 01:00:00 PM,-888.88,-888.88,,,,,
9002,10/07/25 01:10:00 PM,-888.88,-888.88,,,,,
9003,10/07/25 01:20:00 PM,-888.88,-888.88,,,,,
9004,10/07/25 01:30:00 PM,-888.88,-888.88,,,,,
9005,10/07/25 01:40:00 PM,-888.88,-888.88,,,,,
9006,10/07/25 01:50:00 PM,-888.88,-888.88,,,,,
9007,10/07/25 02:00:00 PM,-888.88,-888.88,,,,,
